院校,科类,批次,院校专业组代码,专业组,风险等级,专业代码,专业名称,专业类,大类,风险说明
镇江市高等专科学校,物理,专科批,141004,镇江市高等专科学校04,中危混合组,64,酒店管理与数字化运营,旅游餐饮类,旅游大类,热门/强就业专科专业组中混入谨慎方向，志愿表需按该专业兜底
江苏农林职业技术学院,物理,专科批,141105,江苏农林职业技术学院05,整体偏冷组,43,畜牧兽医(与金陵科技学院分段培养项目),农林牧渔类,农林牧渔大类,专科就业或接受度需谨慎核对
江苏农林职业技术学院,物理,专科批,141107,江苏农林职业技术学院07,中危混合组,45,园林技术,农林牧渔类,农林牧渔大类,热门/强就业专科专业组中混入谨慎方向，志愿表需按该专业兜底
江苏农林职业技术学院,物理,专科批,141107,江苏农林职业技术学院07,中危混合组,47,园林工程技术,土木建筑类,土木建筑大类,热门/强就业专科专业组中混入谨慎方向，志愿表需按该专业兜底
江苏农林职业技术学院,物理,专科批,141107,江苏农林职业技术学院07,中危混合组,50,现代农业技术,农林牧渔类,农林牧渔大类,热门/强就业专科专业组中混入谨慎方向，志愿表需按该专业兜底
江苏农林职业技术学院,物理,专科批,141107,江苏农林职业技术学院07,中危混合组,51,园艺技术,农林牧渔类,农林牧渔大类,热门/强就业专科专业组中混入谨慎方向，志愿表需按该专业兜底
江苏农林职业技术学院,物理,专科批,141107,江苏农林职业技术学院07,中危混合组,52,环境监测技术,资源环境安全类,资源环境与安全大类,热门/强就业专科专业组中混入谨慎方向，志愿表需按该专业兜底
江苏农林职业技术学院,物理,专科批,141107,江苏农林职业技术学院07,中危混合组,53,动物医学,农林牧渔类,农林牧渔大类,热门/强就业专科专业组中混入谨慎方向，志愿表需按该专业兜底
江苏农林职业技术学院,物理,专科批,141107,江苏农林职业技术学院07,中危混合组,54,宠物医疗技术,农林牧渔类,农林牧渔大类,热门/强就业专科专业组中混入谨慎方向，志愿表需按该专业兜底
江苏农林职业技术学院,物理,专科批,141107,江苏农林职业技术学院07,中危混合组,55,宠物养护与驯导,农林牧渔类,农林牧渔大类,热门/强就业专科专业组中混入谨慎方向，志愿表需按该专业兜底
江苏农林职业技术学院,物理,专科批,141107,江苏农林职业技术学院07,中危混合组,56,畜牧兽医,农林牧渔类,农林牧渔大类,热门/强就业专科专业组中混入谨慎方向，志愿表需按该专业兜底
江苏农林职业技术学院,物理,专科批,141107,江苏农林职业技术学院07,中危混合组,57,食品检验检测技术,食品药品类,食品药品与粮食大类,热门/强就业专科专业组中混入谨慎方向，志愿表需按该专业兜底
江苏农林职业技术学院,物理,专科批,141107,江苏农林职业技术学院07,中危混合组,58,食品智能加工技术,食品药品类,食品药品与粮食大类,热门/强就业专科专业组中混入谨慎方向，志愿表需按该专业兜底
江苏农林职业技术学院,物理,专科批,141107,江苏农林职业技术学院07,中危混合组,59,农产品加工与质量检测,农林牧渔类,农林牧渔大类,热门/强就业专科专业组中混入谨慎方向，志愿表需按该专业兜底
江苏农林职业技术学院,物理,专科批,141107,江苏农林职业技术学院07,中危混合组,60,农业生物技术,农林牧渔类,农林牧渔大类,热门/强就业专科专业组中混入谨慎方向，志愿表需按该专业兜底
江苏农林职业技术学院,物理,专科批,141107,江苏农林职业技术学院07,中危混合组,61,茶叶生产与加工技术,农林牧渔类,农林牧渔大类,热门/强就业专科专业组中混入谨慎方向，志愿表需按该专业兜底
江苏农林职业技术学院,物理,专科批,141107,江苏农林职业技术学院07,中危混合组,67,旅游管理,旅游餐饮类,旅游大类,热门/强就业专科专业组中混入谨慎方向，志愿表需按该专业兜底
江苏农林职业技术学院,物理,专科批,141107,江苏农林职业技术学院07,中危混合组,68,酒店管理与数字化运营,旅游餐饮类,旅游大类,热门/强就业专科专业组中混入谨慎方向，志愿表需按该专业兜底
江苏农林职业技术学院,物理,专科批,141107,江苏农林职业技术学院07,中危混合组,74,现代农业装备应用技术,农林牧渔类,农林牧渔大类,热门/强就业专科专业组中混入谨慎方向，志愿表需按该专业兜底
江苏农林职业技术学院,物理,专科批,141107,江苏农林职业技术学院07,中危混合组,76,设施农业与装备,农林牧渔类,农林牧渔大类,热门/强就业专科专业组中混入谨慎方向，志愿表需按该专业兜底
江苏农林职业技术学院,物理,专科批,141107,江苏农林职业技术学院07,中危混合组,77,智慧农业技术与装备,农林牧渔类,农林牧渔大类,热门/强就业专科专业组中混入谨慎方向，志愿表需按该专业兜底
江苏农林职业技术学院,物理,专科批,141108,江苏农林职业技术学院08,整体偏冷组,86,园林工程技术(中外合作办学),土木建筑类,土木建筑大类,专科就业或接受度需谨慎核对
盐城农业科技职业学院,历史,专科批,137301,盐城农业科技职业学院01,中危混合组,01,现代农业技术,农林牧渔类,农林牧渔大类,热门/强就业专科专业组中混入谨慎方向，志愿表需按该专业兜底
盐城农业科技职业学院,历史,专科批,137301,盐城农业科技职业学院01,中危混合组,02,园艺技术,农林牧渔类,农林牧渔大类,热门/强就业专科专业组中混入谨慎方向，志愿表需按该专业兜底
盐城农业科技职业学院,历史,专科批,137301,盐城农业科技职业学院01,中危混合组,04,农产品加工与质量检测,农林牧渔类,农林牧渔大类,热门/强就业专科专业组中混入谨慎方向，志愿表需按该专业兜底
盐城农业科技职业学院,历史,专科批,137301,盐城农业科技职业学院01,中危混合组,05,动物医学,农林牧渔类,农林牧渔大类,热门/强就业专科专业组中混入谨慎方向，志愿表需按该专业兜底
盐城农业科技职业学院,历史,专科批,137301,盐城农业科技职业学院01,中危混合组,06,畜牧兽医,农林牧渔类,农林牧渔大类,热门/强就业专科专业组中混入谨慎方向，志愿表需按该专业兜底
盐城农业科技职业学院,历史,专科批,137301,盐城农业科技职业学院01,中危混合组,07,宠物医疗技术,农林牧渔类,农林牧渔大类,热门/强就业专科专业组中混入谨慎方向，志愿表需按该专业兜底
盐城农业科技职业学院,历史,专科批,137301,盐城农业科技职业学院01,中危混合组,08,水产养殖技术,农林牧渔类,农林牧渔大类,热门/强就业专科专业组中混入谨慎方向，志愿表需按该专业兜底
盐城农业科技职业学院,历史,专科批,137301,盐城农业科技职业学院01,中危混合组,09,现代农业装备应用技术,农林牧渔类,农林牧渔大类,热门/强就业专科专业组中混入谨慎方向，志愿表需按该专业兜底
盐城农业科技职业学院,历史,专科批,137301,盐城农业科技职业学院01,中危混合组,10,"农业电气化技术(报考该专业有色觉要求,具体请查阅院校招生章程)",电气自动化类,装备制造大类,专业名称或备注含体检、性别、色觉、军士/司法/航海等限制，需核对章程
盐城农业科技职业学院,历史,专科批,137301,盐城农业科技职业学院01,中危混合组,12,现代农业经济管理,农林牧渔类,农林牧渔大类,热门/强就业专科专业组中混入谨慎方向，志愿表需按该专业兜底
盐城农业科技职业学院,历史,专科批,137301,盐城农业科技职业学院01,中危混合组,19,"机电一体化技术(报考该专业有色觉要求,具体请查阅院校招生章程)",电气自动化类,装备制造大类,专业名称或备注含体检、性别、色觉、军士/司法/航海等限制，需核对章程
盐城农业科技职业学院,历史,专科批,137301,盐城农业科技职业学院01,中危混合组,20,食品智能加工技术,食品药品类,食品药品与粮食大类,热门/强就业专科专业组中混入谨慎方向，志愿表需按该专业兜底
盐城农业科技职业学院,历史,专科批,137301,盐城农业科技职业学院01,中危混合组,21,食品质量与安全,食品药品类,食品药品与粮食大类,热门/强就业专科专业组中混入谨慎方向，志愿表需按该专业兜底
盐城农业科技职业学院,历史,专科批,137301,盐城农业科技职业学院01,中危混合组,22,园林工程技术,土木建筑类,土木建筑大类,热门/强就业专科专业组中混入谨慎方向，志愿表需按该专业兜底
盐城农业科技职业学院,历史,专科批,137301,盐城农业科技职业学院01,中危混合组,24,园林技术,农林牧渔类,农林牧渔大类,热门/强就业专科专业组中混入谨慎方向，志愿表需按该专业兜底
湖南化工职业技术大学,物理,专科批,537802,湖南化工职业技术大学02,中危混合组,03,应用化工技术,生物化工类,生物与化工大类,热门/强就业专科专业组中混入谨慎方向，志愿表需按该专业兜底
湖南化工职业技术大学,物理,专科批,537802,湖南化工职业技术大学02,中危混合组,04,精细化工技术,生物化工类,生物与化工大类,热门/强就业专科专业组中混入谨慎方向，志愿表需按该专业兜底
