院校,科类,专业组,院校专业组代码,专业代码,专业名称,原专业类,原专业大类,目录专业,新专业类,新专业大类,匹配方式
江苏卫生健康职业学院,物理,江苏卫生健康职业学院08,115808,80,药品经营与管理,药学类,医药卫生大类,药品经营与管理,药品与医疗器械类,食品药品与粮食大类,exact
江苏卫生健康职业学院,物理,江苏卫生健康职业学院08,115808,81,医学生物技术,其他专业类,其他,医学生物技术,医学技术类,医药卫生大类,exact
江苏卫生健康职业学院,物理,江苏卫生健康职业学院08,115808,82,健康管理,护理医学类,医药卫生大类,健康管理,健康管理与促进类,医药卫生大类,exact
江苏卫生健康职业学院,物理,江苏卫生健康职业学院08,115808,83,老年保健与管理,其他专业类,其他,老年保健与管理,健康管理与促进类,医药卫生大类,exact
江苏卫生健康职业学院,物理,江苏卫生健康职业学院08,115808,84,智慧健康养老服务与管理,公共管理服务类,公共管理与服务大类,智慧健康养老服务与管理,公共服务类,公共管理与服务大类,exact
江苏卫生健康职业学院,物理,江苏卫生健康职业学院08,115808,85,婴幼儿托育服务与管理,护理医学类,医药卫生大类,婴幼儿托育服务与管理,健康管理与促进类,医药卫生大类,exact
江苏卫生健康职业学院,物理,江苏卫生健康职业学院08,115808,86,中医康复技术,护理医学类,医药卫生大类,中医康复技术,中医药类,医药卫生大类,exact
江苏卫生健康职业学院,物理,江苏卫生健康职业学院08,115808,87,体育保健与康复,教育体育类,教育与体育大类,体育保健与康复,体育类,教育与体育大类,exact
江苏卫生健康职业学院,物理,江苏卫生健康职业学院08,115808,88,放射治疗技术,其他专业类,其他,放射治疗技术,医学技术类,医药卫生大类,exact
江苏卫生健康职业学院,物理,江苏卫生健康职业学院08,115808,89,智能医疗装备技术,其他专业类,其他,智能医疗装备技术,药品与医疗器械类,食品药品与粮食大类,exact
江苏卫生健康职业学院,物理,江苏卫生健康职业学院08,115808,90,医疗器械维护与管理,其他专业类,其他,医疗器械维护与管理,药品与医疗器械类,食品药品与粮食大类,exact
江苏卫生健康职业学院,物理,江苏卫生健康职业学院08,115808,91,卫生信息管理,护理医学类,医药卫生大类,卫生信息管理,公共卫生与卫生管理类,医药卫生大类,exact
江苏卫生健康职业学院,物理,江苏卫生健康职业学院08,115808,92,健康大数据管理与服务,其他专业类,其他,健康大数据管理与服务,公共卫生与卫生管理类,医药卫生大类,exact
江苏卫生健康职业学院,物理,江苏卫生健康职业学院09,115809,93,临床医学(为南通市海门区定向培养),护理医学类,医药卫生大类,临床医学,临床医学类,医药卫生大类,exact
江苏卫生健康职业学院,物理,江苏卫生健康职业学院10,115810,94,临床医学,护理医学类,医药卫生大类,临床医学,临床医学类,医药卫生大类,exact
江苏卫生健康职业学院,物理,江苏卫生健康职业学院10,115810,95,预防医学,其他专业类,其他,预防医学,公共卫生与卫生管理类,医药卫生大类,exact
西安外事学院,物理,西安外事学院05,890305,23,大数据技术,计算机类,电子与信息大类,大数据技术,计算机类,电子与信息大类,exact
西安外事学院,物理,西安外事学院05,890305,24,大数据与会计,财务会计类,财经商贸大类,大数据与会计,财务会计类,财经商贸大类,exact
扬州工业职业技术学院,历史,扬州工业职业技术学院01,139201,01,电子商务(与徐州工程学院分段培养项目),财经商贸类,财经商贸大类,电子商务,电子商务类,财经商贸大类,exact
扬州工业职业技术学院,历史,扬州工业职业技术学院02,139202,02,分析检验技术,生物化工类,生物与化工大类,分析检验技术,化工技术类,生物与化工大类,exact
扬州工业职业技术学院,历史,扬州工业职业技术学院02,139202,03,环境监测技术,资源环境安全类,资源环境与安全大类,环境监测技术,环境保护类,资源环境与安全大类,exact
扬州工业职业技术学院,历史,扬州工业职业技术学院02,139202,04,石油化工技术,生物化工类,生物与化工大类,石油化工技术,化工技术类,生物与化工大类,exact
扬州工业职业技术学院,历史,扬州工业职业技术学院02,139202,05,应用化工技术,生物化工类,生物与化工大类,应用化工技术,化工技术类,生物与化工大类,exact
扬州工业职业技术学院,历史,扬州工业职业技术学院02,139202,06,复合材料智能制造技术,电气自动化类,装备制造大类,复合材料智能制造技术,非金属材料类,能源动力与材料大类,exact
扬州工业职业技术学院,历史,扬州工业职业技术学院02,139202,07,建筑消防技术,土木建筑类,土木建筑大类,建筑消防技术,建筑设备类,土木建筑大类,exact
扬州工业职业技术学院,历史,扬州工业职业技术学院02,139202,08,智能建造技术,其他专业类,其他,智能建造技术,土建施工类,土木建筑大类,exact
扬州工业职业技术学院,历史,扬州工业职业技术学院02,139202,09,电气自动化技术,电气自动化类,装备制造大类,电气自动化技术,自动化类,装备制造大类,exact
扬州工业职业技术学院,历史,扬州工业职业技术学院02,139202,10,工业机器人技术,电气自动化类,装备制造大类,工业机器人技术,自动化类,装备制造大类,exact
扬州工业职业技术学院,历史,扬州工业职业技术学院02,139202,11,机电设备技术,机械设计制造类,装备制造大类,机电设备技术,机电设备类,装备制造大类,exact
扬州工业职业技术学院,历史,扬州工业职业技术学院02,139202,12,机电一体化技术,电气自动化类,装备制造大类,机电一体化技术,自动化类,装备制造大类,exact
扬州工业职业技术学院,历史,扬州工业职业技术学院02,139202,13,机械制造及自动化,电气自动化类,装备制造大类,机械制造及自动化,机械设计制造类,装备制造大类,exact
扬州工业职业技术学院,历史,扬州工业职业技术学院02,139202,14,飞行器数字化制造技术,机械设计制造类,装备制造大类,飞行器数字化制造技术,航空装备类,装备制造大类,exact
扬州工业职业技术学院,历史,扬州工业职业技术学院02,139202,15,供用电技术,能源动力与材料类,能源动力与材料大类,供用电技术,电力技术类,能源动力与材料大类,exact
扬州工业职业技术学院,历史,扬州工业职业技术学院02,139202,16,计算机网络技术,计算机类,电子与信息大类,计算机网络技术,计算机类,电子与信息大类,exact
扬州工业职业技术学院,历史,扬州工业职业技术学院02,139202,17,人工智能技术应用,计算机类,电子与信息大类,人工智能技术应用,计算机类,电子与信息大类,exact
扬州工业职业技术学院,历史,扬州工业职业技术学院02,139202,18,物联网应用技术,计算机类,电子与信息大类,物联网应用技术,电子信息类,电子与信息大类,exact
扬州工业职业技术学院,历史,扬州工业职业技术学院02,139202,19,电子信息工程技术,电子信息类,电子与信息大类,电子信息工程技术,电子信息类,电子与信息大类,exact
扬州工业职业技术学院,历史,扬州工业职业技术学院02,139202,20,大数据与财务管理,财务会计类,财经商贸大类,大数据与财务管理,财务会计类,财经商贸大类,exact
扬州工业职业技术学院,历史,扬州工业职业技术学院02,139202,21,大数据与会计,财务会计类,财经商贸大类,大数据与会计,财务会计类,财经商贸大类,exact
扬州工业职业技术学院,历史,扬州工业职业技术学院02,139202,22,金融科技应用,财经商贸类,财经商贸大类,金融科技应用,金融类,财经商贸大类,exact
扬州工业职业技术学院,历史,扬州工业职业技术学院02,139202,23,市场营销,财经商贸类,财经商贸大类,市场营销,工商管理类,财经商贸大类,exact
扬州工业职业技术学院,历史,扬州工业职业技术学院02,139202,24,现代物流管理,财经商贸类,财经商贸大类,现代物流管理,物流类,财经商贸大类,exact
扬州工业职业技术学院,历史,扬州工业职业技术学院02,139202,25,新能源汽车技术,汽车制造类,装备制造大类,新能源汽车技术,汽车制造类,装备制造大类,exact
扬州工业职业技术学院,历史,扬州工业职业技术学院02,139202,26,无人机应用技术,航空运输类,交通运输大类,无人机应用技术,航空装备类,装备制造大类,exact
扬州工业职业技术学院,历史,扬州工业职业技术学院02,139202,27,网络营销与直播电商,计算机类,电子与信息大类,网络营销与直播电商,电子商务类,财经商贸大类,exact
吉林司法警官职业学院,物理,吉林司法警官职业学院02,424402,03,建筑消防技术(非公安类招生),土木建筑类,土木建筑大类,建筑消防技术,建筑设备类,土木建筑大类,exact
吉林司法警官职业学院,物理,吉林司法警官职业学院02,424402,04,党务工作(非公安类招生),其他专业类,其他,党务工作,公共事业类,公共管理与服务大类,exact
白城职业技术学院,物理,白城职业技术学院01,424701,01,新能源汽车技术,汽车制造类,装备制造大类,新能源汽车技术,汽车制造类,装备制造大类,exact
湖南石油化工职业技术学院,物理,湖南石油化工职业技术学院02,535302,02,石油化工技术,生物化工类,生物与化工大类,石油化工技术,化工技术类,生物与化工大类,exact
武汉工程职业技术学院,物理,武汉工程职业技术学院02,523102,07,机电一体化技术,电气自动化类,装备制造大类,机电一体化技术,自动化类,装备制造大类,exact
武汉工程职业技术学院,物理,武汉工程职业技术学院02,523102,08,电气自动化技术,电气自动化类,装备制造大类,电气自动化技术,自动化类,装备制造大类,exact
武汉工程职业技术学院,物理,武汉工程职业技术学院02,523102,09,机械制造及自动化,电气自动化类,装备制造大类,机械制造及自动化,机械设计制造类,装备制造大类,exact
武汉工程职业技术学院,物理,武汉工程职业技术学院02,523102,10,工业机器人技术,电气自动化类,装备制造大类,工业机器人技术,自动化类,装备制造大类,exact
武汉工程职业技术学院,物理,武汉工程职业技术学院02,523102,11,智能控制技术,电气自动化类,装备制造大类,智能控制技术,自动化类,装备制造大类,exact
武汉工程职业技术学院,物理,武汉工程职业技术学院02,523102,12,钢铁智能冶金技术,能源动力与材料类,能源动力与材料大类,钢铁智能冶金技术,黑色金属材料类,能源动力与材料大类,exact
武汉工程职业技术学院,物理,武汉工程职业技术学院02,523102,13,钢铁冶金设备维护,能源动力与材料类,能源动力与材料大类,钢铁冶金设备维护,黑色金属材料类,能源动力与材料大类,exact
武汉工程职业技术学院,物理,武汉工程职业技术学院02,523102,14,计算机应用技术,计算机类,电子与信息大类,计算机应用技术,计算机类,电子与信息大类,exact
武汉工程职业技术学院,物理,武汉工程职业技术学院02,523102,15,供热通风与空调工程技术,其他专业类,其他,供热通风与空调工程技术,建筑设备类,土木建筑大类,exact
上海震旦职业学院,物理,上海震旦职业学院02,801902,05,无人机测绘技术,资源环境安全类,资源环境与安全大类,无人机测绘技术,测绘地理信息类,资源环境与安全大类,exact
上海震旦职业学院,物理,上海震旦职业学院02,801902,06,"宠物医疗技术(报考该专业有色觉要求,具体请查阅院校招生章程)",农林牧渔类,农林牧渔大类,宠物医疗技术,畜牧业类,农林牧渔大类,exact
上海震旦职业学院,物理,上海震旦职业学院02,801902,07,机电一体化技术,电气自动化类,装备制造大类,机电一体化技术,自动化类,装备制造大类,exact
上海震旦职业学院,物理,上海震旦职业学院02,801902,08,数字媒体技术,计算机类,电子与信息大类,数字媒体技术,计算机类,电子与信息大类,exact
上海震旦职业学院,物理,上海震旦职业学院02,801902,09,大数据与会计,财务会计类,财经商贸大类,大数据与会计,财务会计类,财经商贸大类,exact
上海震旦职业学院,物理,上海震旦职业学院02,801902,10,电子商务,财经商贸类,财经商贸大类,电子商务,电子商务类,财经商贸大类,exact
上海震旦职业学院,物理,上海震旦职业学院02,801902,11,传播与策划,新闻传播类,新闻传播大类,传播与策划,广播影视类,新闻传播大类,exact
郑州电力职业技术学院,历史,郑州电力职业技术学院01,853101,01,供用电技术,能源动力与材料类,能源动力与材料大类,供用电技术,电力技术类,能源动力与材料大类,exact
郑州电力职业技术学院,历史,郑州电力职业技术学院01,853101,02,电气自动化技术,电气自动化类,装备制造大类,电气自动化技术,自动化类,装备制造大类,exact
郑州电力职业技术学院,历史,郑州电力职业技术学院01,853101,03,电力系统自动化技术,电气自动化类,装备制造大类,电力系统自动化技术,电力技术类,能源动力与材料大类,exact
郑州电力职业技术学院,历史,郑州电力职业技术学院01,853101,04,机电一体化技术(开封市祥符校区),电气自动化类,装备制造大类,机电一体化技术,自动化类,装备制造大类,exact
四川建筑职业技术大学,历史,四川建筑职业技术大学01,612601,01,工程造价,土木建筑类,土木建筑大类,工程造价,建设工程管理类,土木建筑大类,exact
四川文化产业职业学院,历史,四川文化产业职业学院01,618801,01,会展策划与管理,旅游餐饮类,旅游大类,会展策划与管理,旅游类,旅游大类,exact
湖南邮电职业技术学院,历史,湖南邮电职业技术学院01,531801,01,人工智能技术应用,计算机类,电子与信息大类,人工智能技术应用,计算机类,电子与信息大类,exact
天津国土资源和房屋职业学院,物理,天津国土资源和房屋职业学院02,324102,05,建筑设备工程技术,土木建筑类,土木建筑大类,建筑设备工程技术,建筑设备类,土木建筑大类,exact
山东海事职业学院,物理,山东海事职业学院02,825602,07,轮机工程技术,航海运输类,交通运输大类,轮机工程技术,水上运输类,交通运输大类,exact
聊城职业技术学院,历史,聊城职业技术学院01,264401,01,无人机测绘技术,资源环境安全类,资源环境与安全大类,无人机测绘技术,测绘地理信息类,资源环境与安全大类,exact
盐城工业职业技术学院,历史,盐城工业职业技术学院01,137001,01,汽车技术服务与营销(与盐城工学院分段培养项目),汽车制造类,装备制造大类,汽车技术服务与营销,道路运输类,交通运输大类,exact
盐城工业职业技术学院,历史,盐城工业职业技术学院02,137002,02,现代物流管理(与盐城师范学院分段培养项目),财经商贸类,财经商贸大类,现代物流管理,物流类,财经商贸大类,exact
盐城工业职业技术学院,历史,盐城工业职业技术学院03,137003,03,现代纺织技术[与苏州工学院(原常熟理工学院)分段培养项目],其他专业类,其他,现代纺织技术,纺织服装类,轻工纺织大类,exact
盐城工业职业技术学院,历史,盐城工业职业技术学院04,137004,04,机电设备技术,机械设计制造类,装备制造大类,机电设备技术,机电设备类,装备制造大类,exact
盐城工业职业技术学院,历史,盐城工业职业技术学院04,137004,05,智能控制技术,电气自动化类,装备制造大类,智能控制技术,自动化类,装备制造大类,exact
盐城工业职业技术学院,历史,盐城工业职业技术学院04,137004,06,新能源装备技术,能源动力与材料类,能源动力与材料大类,新能源装备技术,机电设备类,装备制造大类,exact
盐城工业职业技术学院,历史,盐城工业职业技术学院04,137004,07,机电一体化技术,电气自动化类,装备制造大类,机电一体化技术,自动化类,装备制造大类,exact
盐城工业职业技术学院,历史,盐城工业职业技术学院04,137004,08,机械设计与制造,机械设计制造类,装备制造大类,机械设计与制造,机械设计制造类,装备制造大类,exact
盐城工业职业技术学院,历史,盐城工业职业技术学院04,137004,09,大数据与会计,财务会计类,财经商贸大类,大数据与会计,财务会计类,财经商贸大类,exact
盐城工业职业技术学院,历史,盐城工业职业技术学院04,137004,10,现代物流管理,财经商贸类,财经商贸大类,现代物流管理,物流类,财经商贸大类,exact
盐城工业职业技术学院,历史,盐城工业职业技术学院04,137004,11,电子商务,财经商贸类,财经商贸大类,电子商务,电子商务类,财经商贸大类,exact
盐城工业职业技术学院,历史,盐城工业职业技术学院04,137004,12,低空物流技术与运营,财经商贸类,财经商贸大类,低空物流技术与运营,物流类,财经商贸大类,exact
盐城工业职业技术学院,历史,盐城工业职业技术学院04,137004,13,建筑室内设计,土木建筑类,土木建筑大类,建筑室内设计,建筑设计类,土木建筑大类,exact
盐城工业职业技术学院,历史,盐城工业职业技术学院04,137004,14,融媒体技术与运营,其他专业类,其他,融媒体技术与运营,广播影视类,新闻传播大类,exact
盐城工业职业技术学院,历史,盐城工业职业技术学院04,137004,15,汽车制造与试验技术,机械设计制造类,装备制造大类,汽车制造与试验技术,汽车制造类,装备制造大类,exact
盐城工业职业技术学院,历史,盐城工业职业技术学院04,137004,16,新能源汽车技术,汽车制造类,装备制造大类,新能源汽车技术,汽车制造类,装备制造大类,exact
盐城工业职业技术学院,历史,盐城工业职业技术学院04,137004,17,汽车检测与维修技术,汽车制造类,装备制造大类,汽车检测与维修技术,道路运输类,交通运输大类,exact
盐城工业职业技术学院,历史,盐城工业职业技术学院04,137004,18,智能网联汽车技术,汽车制造类,装备制造大类,智能网联汽车技术,汽车制造类,装备制造大类,exact
盐城工业职业技术学院,历史,盐城工业职业技术学院04,137004,19,智能建造技术,其他专业类,其他,智能建造技术,土建施工类,土木建筑大类,exact
盐城工业职业技术学院,历史,盐城工业职业技术学院04,137004,20,工程造价,土木建筑类,土木建筑大类,工程造价,建设工程管理类,土木建筑大类,exact
盐城工业职业技术学院,历史,盐城工业职业技术学院04,137004,21,药品生产技术,药学类,医药卫生大类,药品生产技术,药品与医疗器械类,食品药品与粮食大类,exact
盐城工业职业技术学院,历史,盐城工业职业技术学院04,137004,22,药物制剂技术,其他专业类,其他,药物制剂技术,药品与医疗器械类,食品药品与粮食大类,exact
盐城工业职业技术学院,历史,盐城工业职业技术学院04,137004,23,药品质量与安全,药学类,医药卫生大类,药品质量与安全,药品与医疗器械类,食品药品与粮食大类,exact
盐城工业职业技术学院,历史,盐城工业职业技术学院04,137004,24,药品经营与管理,药学类,医药卫生大类,药品经营与管理,药品与医疗器械类,食品药品与粮食大类,exact
盐城工业职业技术学院,历史,盐城工业职业技术学院04,137004,25,移动互联应用技术,其他专业类,其他,移动互联应用技术,电子信息类,电子与信息大类,exact
盐城工业职业技术学院,历史,盐城工业职业技术学院04,137004,26,云计算技术应用,计算机类,电子与信息大类,云计算技术应用,计算机类,电子与信息大类,exact
盐城工业职业技术学院,历史,盐城工业职业技术学院04,137004,27,信息安全技术应用,计算机类,电子与信息大类,信息安全技术应用,计算机类,电子与信息大类,exact
盐城工业职业技术学院,历史,盐城工业职业技术学院04,137004,28,人工智能数据工程技术,计算机类,电子与信息大类,人工智能数据工程技术,计算机类,电子与信息大类,exact
盐城工业职业技术学院,历史,盐城工业职业技术学院04,137004,29,党务工作,其他专业类,其他,党务工作,公共事业类,公共管理与服务大类,exact
广元中核职业技术学院,历史,广元中核职业技术学院01,878001,01,核电站动力设备运行与维护,其他专业类,其他,核电站动力设备运行与维护,热能与发电工程类,能源动力与材料大类,exact
广元中核职业技术学院,历史,广元中核职业技术学院01,878001,02,数控技术,机械设计制造类,装备制造大类,数控技术,机械设计制造类,装备制造大类,exact
广元中核职业技术学院,历史,广元中核职业技术学院01,878001,03,机电设备技术,机械设计制造类,装备制造大类,机电设备技术,机电设备类,装备制造大类,exact
河南工业和信息化职业学院,物理,河南工业和信息化职业学院01,515401,01,新能源汽车技术,汽车制造类,装备制造大类,新能源汽车技术,汽车制造类,装备制造大类,exact
湖北生态工程职业技术学院,物理,湖北生态工程职业技术学院02,523202,06,工业机器人技术,电气自动化类,装备制造大类,工业机器人技术,自动化类,装备制造大类,exact
湖北生态工程职业技术学院,物理,湖北生态工程职业技术学院02,523202,07,机电一体化技术,电气自动化类,装备制造大类,机电一体化技术,自动化类,装备制造大类,exact
湖北生态工程职业技术学院,物理,湖北生态工程职业技术学院02,523202,08,计算机应用技术,计算机类,电子与信息大类,计算机应用技术,计算机类,电子与信息大类,exact
湖北生态工程职业技术学院,物理,湖北生态工程职业技术学院02,523202,09,人工智能技术应用,计算机类,电子与信息大类,人工智能技术应用,计算机类,电子与信息大类,exact
湖北生态工程职业技术学院,物理,湖北生态工程职业技术学院02,523202,10,数字媒体艺术设计,文化艺术类,文化艺术大类,数字媒体艺术设计,艺术设计类,文化艺术大类,exact
长江工程职业技术学院,历史,长江工程职业技术学院01,525901,01,工业机器人技术(长江新城校区),电气自动化类,装备制造大类,工业机器人技术,自动化类,装备制造大类,exact
长江工程职业技术学院,历史,长江工程职业技术学院01,525901,02,智慧水利技术(文化大道校区),其他专业类,其他,智慧水利技术,水利工程与管理类,水利大类,exact
长江工程职业技术学院,历史,长江工程职业技术学院01,525901,03,智能建造技术(文化大道校区),其他专业类,其他,智能建造技术,土建施工类,土木建筑大类,exact
上海东海职业技术学院,历史,上海东海职业技术学院01,801701,01,财税大数据应用,其他专业类,其他,财税大数据应用,财政税务类,财经商贸大类,exact
上海东海职业技术学院,历史,上海东海职业技术学院01,801701,02,集成电路技术,电子信息类,电子与信息大类,集成电路技术,集成电路类,电子与信息大类,exact
安徽新闻出版职业技术学院,物理,安徽新闻出版职业技术学院01,232301,01,建筑室内设计,土木建筑类,土木建筑大类,建筑室内设计,建筑设计类,土木建筑大类,exact
安徽新闻出版职业技术学院,物理,安徽新闻出版职业技术学院01,232301,02,信息安全技术应用,计算机类,电子与信息大类,信息安全技术应用,计算机类,电子与信息大类,exact
安徽新闻出版职业技术学院,物理,安徽新闻出版职业技术学院01,232301,03,电气自动化技术,电气自动化类,装备制造大类,电气自动化技术,自动化类,装备制造大类,exact
安徽新闻出版职业技术学院,物理,安徽新闻出版职业技术学院01,232301,04,新能源汽车技术,汽车制造类,装备制造大类,新能源汽车技术,汽车制造类,装备制造大类,exact
安徽新闻出版职业技术学院,物理,安徽新闻出版职业技术学院01,232301,05,印刷媒体技术,其他专业类,其他,印刷媒体技术,印刷类,轻工纺织大类,exact
安徽新闻出版职业技术学院,物理,安徽新闻出版职业技术学院01,232301,06,包装策划与设计,文化艺术类,文化艺术大类,包装策划与设计,包装类,轻工纺织大类,exact
西安信息职业大学,物理,西安信息职业大学04,893804,05,信息安全技术应用,计算机类,电子与信息大类,信息安全技术应用,计算机类,电子与信息大类,exact
西安信息职业大学,物理,西安信息职业大学04,893804,06,人工智能技术应用,计算机类,电子与信息大类,人工智能技术应用,计算机类,电子与信息大类,exact
西安信息职业大学,物理,西安信息职业大学04,893804,07,集成电路技术,电子信息类,电子与信息大类,集成电路技术,集成电路类,电子与信息大类,exact
西安信息职业大学,物理,西安信息职业大学05,893805,08,城市轨道交通运营管理,铁道运输类,交通运输大类,城市轨道交通运营管理,城市轨道交通类,交通运输大类,exact
西安信息职业大学,物理,西安信息职业大学06,893806,09,机械制造及自动化,电气自动化类,装备制造大类,机械制造及自动化,机械设计制造类,装备制造大类,exact
西安信息职业大学,物理,西安信息职业大学06,893806,10,无人机应用技术,航空运输类,交通运输大类,无人机应用技术,航空装备类,装备制造大类,exact
镇江市高等专科学校,历史,镇江市高等专科学校01,141001,01,护理(与南京中医药大学分段培养项目),护理医学类,医药卫生大类,护理,护理类,医药卫生大类,exact
镇江市高等专科学校,历史,镇江市高等专科学校01,141001,02,电子商务(与江苏理工学院分段培养项目),财经商贸类,财经商贸大类,电子商务,电子商务类,财经商贸大类,exact
镇江市高等专科学校,历史,镇江市高等专科学校01,141001,03,学前教育(与江苏理工学院分段培养项目)(师范)(丹阳校区),教育体育类,教育与体育大类,学前教育,教育类,教育与体育大类,exact
镇江市高等专科学校,历史,镇江市高等专科学校02,141002,04,数字化设计与制造技术,机械设计制造类,装备制造大类,数字化设计与制造技术,机械设计制造类,装备制造大类,exact
镇江市高等专科学校,历史,镇江市高等专科学校02,141002,05,机械制造及自动化,电气自动化类,装备制造大类,机械制造及自动化,机械设计制造类,装备制造大类,exact
镇江市高等专科学校,历史,镇江市高等专科学校02,141002,06,机电一体化技术,电气自动化类,装备制造大类,机电一体化技术,自动化类,装备制造大类,exact
镇江市高等专科学校,历史,镇江市高等专科学校02,141002,07,工业机器人技术,电气自动化类,装备制造大类,工业机器人技术,自动化类,装备制造大类,exact
镇江市高等专科学校,历史,镇江市高等专科学校02,141002,08,电气自动化技术,电气自动化类,装备制造大类,电气自动化技术,自动化类,装备制造大类,exact
镇江市高等专科学校,历史,镇江市高等专科学校02,141002,09,新能源汽车技术,汽车制造类,装备制造大类,新能源汽车技术,汽车制造类,装备制造大类,exact
镇江市高等专科学校,历史,镇江市高等专科学校02,141002,10,智能网联汽车技术,汽车制造类,装备制造大类,智能网联汽车技术,汽车制造类,装备制造大类,exact
镇江市高等专科学校,历史,镇江市高等专科学校02,141002,11,分析检验技术,生物化工类,生物与化工大类,分析检验技术,化工技术类,生物与化工大类,exact
镇江市高等专科学校,历史,镇江市高等专科学校02,141002,12,药物制剂技术,其他专业类,其他,药物制剂技术,药品与医疗器械类,食品药品与粮食大类,exact
镇江市高等专科学校,历史,镇江市高等专科学校02,141002,13,药品质量与安全,药学类,医药卫生大类,药品质量与安全,药品与医疗器械类,食品药品与粮食大类,exact
镇江市高等专科学校,历史,镇江市高等专科学校02,141002,14,物联网应用技术,计算机类,电子与信息大类,物联网应用技术,电子信息类,电子与信息大类,exact
镇江市高等专科学校,历史,镇江市高等专科学校02,141002,15,计算机应用技术,计算机类,电子与信息大类,计算机应用技术,计算机类,电子与信息大类,exact
镇江市高等专科学校,历史,镇江市高等专科学校02,141002,16,人工智能技术应用,计算机类,电子与信息大类,人工智能技术应用,计算机类,电子与信息大类,exact
镇江市高等专科学校,历史,镇江市高等专科学校02,141002,17,护理,护理医学类,医药卫生大类,护理,护理类,医药卫生大类,exact
镇江市高等专科学校,历史,镇江市高等专科学校02,141002,18,医学检验技术,护理医学类,医药卫生大类,医学检验技术,医学技术类,医药卫生大类,exact
镇江市高等专科学校,历史,镇江市高等专科学校02,141002,19,康复治疗技术,护理医学类,医药卫生大类,康复治疗技术,康复治疗类,医药卫生大类,exact
镇江市高等专科学校,历史,镇江市高等专科学校02,141002,20,健康管理,护理医学类,医药卫生大类,健康管理,健康管理与促进类,医药卫生大类,exact
镇江市高等专科学校,历史,镇江市高等专科学校02,141002,21,眼视光技术,护理医学类,医药卫生大类,眼视光技术,眼视光类,医药卫生大类,exact
镇江市高等专科学校,历史,镇江市高等专科学校02,141002,22,视觉训练与康复,文化艺术类,文化艺术大类,视觉训练与康复,眼视光类,医药卫生大类,exact
镇江市高等专科学校,历史,镇江市高等专科学校02,141002,23,大数据与财务管理,财务会计类,财经商贸大类,大数据与财务管理,财务会计类,财经商贸大类,exact
镇江市高等专科学校,历史,镇江市高等专科学校02,141002,24,大数据与会计,财务会计类,财经商贸大类,大数据与会计,财务会计类,财经商贸大类,exact
镇江市高等专科学校,历史,镇江市高等专科学校02,141002,25,大数据与审计,财务会计类,财经商贸大类,大数据与审计,财务会计类,财经商贸大类,exact
镇江市高等专科学校,历史,镇江市高等专科学校02,141002,26,市场营销,财经商贸类,财经商贸大类,市场营销,工商管理类,财经商贸大类,exact
镇江市高等专科学校,历史,镇江市高等专科学校02,141002,27,电子商务,财经商贸类,财经商贸大类,电子商务,电子商务类,财经商贸大类,exact
镇江市高等专科学校,历史,镇江市高等专科学校02,141002,28,现代物流管理,财经商贸类,财经商贸大类,现代物流管理,物流类,财经商贸大类,exact
镇江市高等专科学校,历史,镇江市高等专科学校02,141002,29,旅游管理,旅游餐饮类,旅游大类,旅游管理,旅游类,旅游大类,exact
镇江市高等专科学校,历史,镇江市高等专科学校02,141002,30,酒店管理与数字化运营,旅游餐饮类,旅游大类,酒店管理与数字化运营,旅游类,旅游大类,exact
镇江市高等专科学校,历史,镇江市高等专科学校02,141002,31,学前教育(师范)(丹阳校区),教育体育类,教育与体育大类,学前教育,教育类,教育与体育大类,exact
镇江市高等专科学校,历史,镇江市高等专科学校02,141002,32,法律事务,公安司法类,公安司法大类,法律事务,法律实务类,公安与司法大类,exact
镇江市高等专科学校,历史,镇江市高等专科学校02,141002,33,法律文秘,公安司法类,公安司法大类,法律文秘,法律实务类,公安与司法大类,exact
镇江市高等专科学校,历史,镇江市高等专科学校02,141002,34,知识产权管理,其他专业类,其他,知识产权管理,公共管理类,公共管理与服务大类,exact
上海东海职业技术学院,物理,上海东海职业技术学院02,801702,03,财税大数据应用,其他专业类,其他,财税大数据应用,财政税务类,财经商贸大类,exact
上海东海职业技术学院,物理,上海东海职业技术学院02,801702,04,集成电路技术,电子信息类,电子与信息大类,集成电路技术,集成电路类,电子与信息大类,exact
湖北国土资源职业学院,物理,湖北国土资源职业学院02,522402,05,测绘地理信息技术,资源环境安全类,资源环境与安全大类,测绘地理信息技术,测绘地理信息类,资源环境与安全大类,exact
湖北国土资源职业学院,物理,湖北国土资源职业学院02,522402,06,导航与位置服务,其他专业类,其他,导航与位置服务,测绘地理信息类,资源环境与安全大类,exact
湖北国土资源职业学院,物理,湖北国土资源职业学院02,522402,07,无人机应用技术,航空运输类,交通运输大类,无人机应用技术,航空装备类,装备制造大类,exact
湖北国土资源职业学院,物理,湖北国土资源职业学院02,522402,08,水文与工程地质,资源环境安全类,资源环境与安全大类,水文与工程地质,地质类,资源环境与安全大类,exact
江苏建筑职业技术大学,历史,江苏建筑职业技术大学01,123001,01,工程造价,土木建筑类,土木建筑大类,工程造价,建设工程管理类,土木建筑大类,exact
江苏建筑职业技术大学,历史,江苏建筑职业技术大学01,123001,02,建筑智能化工程技术,土木建筑类,土木建筑大类,建筑智能化工程技术,建筑设备类,土木建筑大类,exact
