院校,科类,专业组,院校专业组代码,专业代码,专业名称,原专业类,原专业大类,目录专业,新专业类,新专业大类,匹配方式
江苏建筑职业技术大学,历史,江苏建筑职业技术大学01,123001,03,建筑电气工程技术,电气自动化类,装备制造大类,建筑电气工程技术,建筑设备类,土木建筑大类,exact
江苏建筑职业技术大学,历史,江苏建筑职业技术大学01,123001,04,建筑设计,土木建筑类,土木建筑大类,建筑设计,建筑设计类,土木建筑大类,exact
江苏建筑职业技术大学,历史,江苏建筑职业技术大学01,123001,05,装配化装修技术,其他专业类,其他,装配化装修技术,建筑设计类,土木建筑大类,exact
江苏建筑职业技术大学,历史,江苏建筑职业技术大学01,123001,06,供热通风与空调工程技术,其他专业类,其他,供热通风与空调工程技术,建筑设备类,土木建筑大类,exact
江苏建筑职业技术大学,历史,江苏建筑职业技术大学01,123001,07,给排水工程技术,其他专业类,其他,给排水工程技术,市政工程类,土木建筑大类,exact
江苏建筑职业技术大学,历史,江苏建筑职业技术大学01,123001,08,建筑消防技术,土木建筑类,土木建筑大类,建筑消防技术,建筑设备类,土木建筑大类,exact
江苏建筑职业技术大学,历史,江苏建筑职业技术大学01,123001,09,安全技术与管理,资源环境安全类,资源环境与安全大类,安全技术与管理,安全类,资源环境与安全大类,exact
江苏建筑职业技术大学,历史,江苏建筑职业技术大学01,123001,10,智慧城市管理技术,其他专业类,其他,智慧城市管理技术,城乡规划与管理类,土木建筑大类,exact
江苏建筑职业技术大学,历史,江苏建筑职业技术大学01,123001,11,机械制造及自动化,电气自动化类,装备制造大类,机械制造及自动化,机械设计制造类,装备制造大类,exact
江苏建筑职业技术大学,历史,江苏建筑职业技术大学01,123001,12,汽车制造与试验技术,机械设计制造类,装备制造大类,汽车制造与试验技术,汽车制造类,装备制造大类,exact
江苏建筑职业技术大学,历史,江苏建筑职业技术大学01,123001,13,新能源汽车技术,汽车制造类,装备制造大类,新能源汽车技术,汽车制造类,装备制造大类,exact
江苏建筑职业技术大学,历史,江苏建筑职业技术大学01,123001,14,城市轨道交通工程技术,铁道运输类,交通运输大类,城市轨道交通工程技术,城市轨道交通类,交通运输大类,exact
江苏建筑职业技术大学,历史,江苏建筑职业技术大学01,123001,15,高速铁路施工与维护,铁道运输类,交通运输大类,高速铁路施工与维护,铁道运输类,交通运输大类,exact
江苏建筑职业技术大学,历史,江苏建筑职业技术大学01,123001,16,智能工程机械运用技术,机械设计制造类,装备制造大类,智能工程机械运用技术,道路运输类,交通运输大类,exact
江苏建筑职业技术大学,历史,江苏建筑职业技术大学01,123001,17,"城市轨道交通运营管理(报考该专业有色觉要求,具体请查阅院校招生章程)",铁道运输类,交通运输大类,城市轨道交通运营管理,城市轨道交通类,交通运输大类,exact
江苏建筑职业技术大学,历史,江苏建筑职业技术大学01,123001,18,计算机网络技术,计算机类,电子与信息大类,计算机网络技术,计算机类,电子与信息大类,exact
江苏建筑职业技术大学,历史,江苏建筑职业技术大学01,123001,19,软件技术,计算机类,电子与信息大类,软件技术,计算机类,电子与信息大类,exact
江苏建筑职业技术大学,历史,江苏建筑职业技术大学01,123001,20,移动应用开发,其他专业类,其他,移动应用开发,计算机类,电子与信息大类,exact
江苏建筑职业技术大学,历史,江苏建筑职业技术大学01,123001,21,建筑动画技术,土木建筑类,土木建筑大类,建筑动画技术,建筑设计类,土木建筑大类,exact
江苏建筑职业技术大学,历史,江苏建筑职业技术大学01,123001,22,现代物流管理,财经商贸类,财经商贸大类,现代物流管理,物流类,财经商贸大类,exact
江苏建筑职业技术大学,历史,江苏建筑职业技术大学01,123001,23,电子商务,财经商贸类,财经商贸大类,电子商务,电子商务类,财经商贸大类,exact
江苏建筑职业技术大学,历史,江苏建筑职业技术大学01,123001,24,大数据与会计,财务会计类,财经商贸大类,大数据与会计,财务会计类,财经商贸大类,exact
江苏建筑职业技术大学,历史,江苏建筑职业技术大学01,123001,25,大数据与财务管理,财务会计类,财经商贸大类,大数据与财务管理,财务会计类,财经商贸大类,exact
江苏建筑职业技术大学,历史,江苏建筑职业技术大学02,123002,26,城市轨道交通供配电技术,铁道运输类,交通运输大类,城市轨道交通供配电技术,城市轨道交通类,交通运输大类,exact
江苏建筑职业技术大学,历史,江苏建筑职业技术大学02,123002,27,电气自动化技术,电气自动化类,装备制造大类,电气自动化技术,自动化类,装备制造大类,exact
江苏建筑职业技术大学,历史,江苏建筑职业技术大学02,123002,28,电子信息工程技术,电子信息类,电子与信息大类,电子信息工程技术,电子信息类,电子与信息大类,exact
江苏建筑职业技术大学,历史,江苏建筑职业技术大学03,123003,29,建筑工程技术(中外合作办学),土木建筑类,土木建筑大类,建筑工程技术,土建施工类,土木建筑大类,exact
湖北铁道运输职业学院,物理,湖北铁道运输职业学院02,528302,07,物联网应用技术,计算机类,电子与信息大类,物联网应用技术,电子信息类,电子与信息大类,exact
湖北铁道运输职业学院,物理,湖北铁道运输职业学院02,528302,08,城市轨道交通车辆制造与维护,铁道运输类,交通运输大类,城市轨道交通车辆制造与维护,轨道装备类,装备制造大类,exact
湖北铁道运输职业学院,物理,湖北铁道运输职业学院02,528302,09,城市轨道车辆应用技术,铁道运输类,交通运输大类,城市轨道车辆应用技术,城市轨道交通类,交通运输大类,exact
湖北铁道运输职业学院,物理,湖北铁道运输职业学院02,528302,10,铁道机车运用与维护(报考该专业须查阅院校招生章程),铁道运输类,交通运输大类,铁道机车运用与维护,铁道运输类,交通运输大类,exact
湖北铁道运输职业学院,物理,湖北铁道运输职业学院02,528302,11,铁道车辆技术,铁道运输类,交通运输大类,铁道车辆技术,铁道运输类,交通运输大类,exact
湖北铁道运输职业学院,物理,湖北铁道运输职业学院02,528302,12,铁道交通运营管理,铁道运输类,交通运输大类,铁道交通运营管理,铁道运输类,交通运输大类,exact
武汉生物工程学院,物理,武汉生物工程学院04,855404,18,药品生物技术,其他专业类,其他,药品生物技术,生物技术类,生物与化工大类,exact
武汉生物工程学院,物理,武汉生物工程学院04,855404,19,计算机应用技术,计算机类,电子与信息大类,计算机应用技术,计算机类,电子与信息大类,exact
武汉生物工程学院,物理,武汉生物工程学院04,855404,20,人工智能技术应用,计算机类,电子与信息大类,人工智能技术应用,计算机类,电子与信息大类,exact
武汉生物工程学院,物理,武汉生物工程学院04,855404,21,机电一体化技术,电气自动化类,装备制造大类,机电一体化技术,自动化类,装备制造大类,exact
四川大学锦江学院,物理,四川大学锦江学院07,877107,14,计算机应用技术,计算机类,电子与信息大类,计算机应用技术,计算机类,电子与信息大类,exact
四川大学锦江学院,物理,四川大学锦江学院07,877107,15,大数据与会计,财务会计类,财经商贸大类,大数据与会计,财务会计类,财经商贸大类,exact
徐州工业职业技术学院,物理,徐州工业职业技术学院03,123103,26,高分子材料智能制造技术,电气自动化类,装备制造大类,高分子材料智能制造技术,非金属材料类,能源动力与材料大类,exact
徐州工业职业技术学院,物理,徐州工业职业技术学院03,123103,27,橡胶智能制造技术,电气自动化类,装备制造大类,橡胶智能制造技术,非金属材料类,能源动力与材料大类,exact
徐州工业职业技术学院,物理,徐州工业职业技术学院03,123103,28,机械设计与制造,机械设计制造类,装备制造大类,机械设计与制造,机械设计制造类,装备制造大类,exact
徐州工业职业技术学院,物理,徐州工业职业技术学院03,123103,29,机械制造及自动化,电气自动化类,装备制造大类,机械制造及自动化,机械设计制造类,装备制造大类,exact
徐州工业职业技术学院,物理,徐州工业职业技术学院03,123103,30,机电一体化技术,电气自动化类,装备制造大类,机电一体化技术,自动化类,装备制造大类,exact
徐州工业职业技术学院,物理,徐州工业职业技术学院03,123103,31,工业机器人技术,电气自动化类,装备制造大类,工业机器人技术,自动化类,装备制造大类,exact
徐州工业职业技术学院,物理,徐州工业职业技术学院03,123103,32,智能制造装备技术,电气自动化类,装备制造大类,智能制造装备技术,机电设备类,装备制造大类,exact
徐州工业职业技术学院,物理,徐州工业职业技术学院03,123103,33,电气自动化技术,电气自动化类,装备制造大类,电气自动化技术,自动化类,装备制造大类,exact
徐州工业职业技术学院,物理,徐州工业职业技术学院03,123103,34,新能源汽车技术,汽车制造类,装备制造大类,新能源汽车技术,汽车制造类,装备制造大类,exact
