sourceExcelRow,ID,identityKey,subject,batch,school,schoolGroupCode,majorCode,majorName,plan26,score25,rank25,score24,rank24,score23,rank23,sourceRule
3927,12405,138149+B4,物理,本科批,扬州大学,138149,B4,物理学(含师范),73,580,54120,585,42594,592,37932,same-row only
3928,12406,138149+B5,物理,本科批,扬州大学,138149,B5,化学(师范),48,580,54120,581,46288,561,65452,same-row only
3929,12408,138150+B6,物理,本科批,扬州大学,138150,B6,电子信息工程,56,592,41600,585,42594,586,42828,same-row only
3930,12409,138150+B7,物理,本科批,扬州大学,138150,B7,自动化,61,591,42526,584,43563,584,44516,same-row only
3931,12410,138150+B8,物理,本科批,扬州大学,138150,B8,计算机科学与技术,59,594,39621,590,38211,592,37932,same-row only
3932,12411,138150+B9,物理,本科批,扬州大学,138150,B9,软件工程,61,593,40640,587,40817,589,40322,same-row only
3933,12412,138150+C0,物理,本科批,扬州大学,138150,C0,人工智能,69,591,42526,584,43563,585,43657,same-row only
3934,12414,138151+C1,物理,本科批,扬州大学,138151,C1,机械设计制造及其自动化,52,588,45634,577,50218,581,47114,same-row only
3935,12415,138151+C2,物理,本科批,扬州大学,138151,C2,车辆工程,51,582,51946,562,65950,579,48832,same-row only
3936,12416,138151+C3,物理,本科批,扬州大学,138151,C3,智能制造工程,85,583,50892,564,63763,579,48832,same-row only
3937,12417,138151+C4,物理,本科批,扬州大学,138151,C4,能源与动力工程,73,584,49807,570,57399,580,47955,same-row only
3938,12418,138151+C5,物理,本科批,扬州大学,138151,C5,新能源科学与工程,77,582,51946,565,62681,578,49756,same-row only
3939,12419,138151+C6,物理,本科批,扬州大学,138151,C6,测控技术与仪器,37,584,49807,565,62681,579,48832,same-row only
3940,12421,138152+C7,物理,本科批,扬州大学,138152,C7,微电子科学与工程,44,588,45634,584,43563,585,43657,same-row only
3941,12422,138152+C8,物理,本科批,扬州大学,138152,C8,光电信息科学与工程,42,588,45634,583,44462,583,45410,same-row only
3942,12423,138152+C9,物理,本科批,扬州大学,138152,C9,集成电路设计与集成系统,28,,,,,,,same-row only
3943,12425,138153+D0,物理,本科批,扬州大学,138153,D0,高分子材料与工程,19,570,65872,567,60585,559,67392,same-row only
3944,12426,138153+D1,物理,本科批,扬州大学,138153,D1,化学工程与工艺,19,573,62233,566,61605,564,62693,same-row only
3945,12427,138153+D2,物理,本科批,扬州大学,138153,D2,制药工程,10,572,63455,569,58418,570,56969,same-row only
3946,12428,138153+D3,物理,本科批,扬州大学,138153,D3,化学,40,570,65872,565,62681,561,65452,same-row only
3947,12429,138153+D4,物理,本科批,扬州大学,138153,D4,应用化学,26,570,65872,564,63763,561,65452,same-row only
3948,12431,138154+D5,物理,本科批,扬州大学,138154,D5,环境工程,42,560,78397,557,71600,562,64501,same-row only
3949,12432,138154+D6,物理,本科批,扬州大学,138154,D6,环境科学,43,557,82293,548,82304,557,69274,same-row only
3950,12433,138154+D7,物理,本科批,扬州大学,138154,D7,资源环境科学,55,557,82293,547,83548,557,69274,same-row only
3951,12435,138155+D8,物理,本科批,扬州大学,138155,D8,建筑环境与能源应用工程,16,564,73285,558,70430,576,51456,same-row only
3952,12436,138155+D9,物理,本科批,扬州大学,138155,D9,农业智能装备工程,20,564,73285,561,67048,,,same-row only
3953,12437,138155+E0,物理,本科批,扬州大学,138155,E0,材料成型及控制工程,29,563,74583,558,70430,576,51456,same-row only
3954,12439,138156+E1,物理,本科批,扬州大学,138156,E1,交通工程,11,561,77094,561,67048,556,70201,same-row only
3955,12440,138156+E2,物理,本科批,扬州大学,138156,E2,土木工程,3,560,78397,558,70430,577,50595,same-row only
3956,12442,138157+E3,物理,本科批,扬州大学,138157,E3,统计学,26,587,46627,583,44462,580,47955,same-row only
3957,12443,138157+E4,物理,本科批,扬州大学,138157,E4,数学与应用数学,38,,,,,,,same-row only
3958,12445,138158+E5,物理,本科批,扬州大学,138158,E5,中西医临床医学,65,572,63455,568,59523,586,42828,same-row only
3959,12446,138158+E6,物理,本科批,扬州大学,138158,E6,药学,67,564,73285,559,69270,580,47955,same-row only
3960,12447,138158+E7,物理,本科批,扬州大学,138158,E7,医学检验技术,44,564,73285,560,68149,555,71148,same-row only
3961,12448,138158+E8,物理,本科批,扬州大学,138158,E8,预防医学,27,564,73285,559,69270,580,47955,same-row only
3962,12450,138159+E9,物理,本科批,扬州大学,138159,E9,动植物检疫,44,576,58765,563,64887,571,56021,same-row only
3963,12451,138159+F0,物理,本科批,扬州大学,138159,F0,实验动物学,33,574,61030,559,69270,565,61774,same-row only
3964,12452,138159+F1,物理,本科批,扬州大学,138159,F1,兽医公共卫生,37,573,62233,555,73919,559,67392,same-row only
3965,12454,138160+F2,物理,本科批,扬州大学,138160,F2,智慧农业,56,559,79712,556,72744,560,66452,same-row only
3966,12455,138160+F3,物理,本科批,扬州大学,138160,F3,农学,168,558,81014,558,70430,565,61774,same-row only
3967,12456,138160+F4,物理,本科批,扬州大学,138160,F4,种子科学与工程,93,554,86193,554,75080,558,68331,same-row only
3968,12458,138161+F5,物理,本科批,扬州大学,138161,F5,草业科学,1,553,87529,548,82304,551,75103,same-row only
3969,12459,138161+F6,物理,本科批,扬州大学,138161,F6,设施农业科学与工程,64,552,88856,548,82304,553,73153,same-row only
3970,12460,138161+F7,物理,本科批,扬州大学,138161,F7,植物保护,104,552,88856,547,83548,551,75103,same-row only
3971,12461,138161+F8,物理,本科批,扬州大学,138161,F8,园艺,99,555,84863,546,84718,549,77083,same-row only
3972,12463,138162+F9,物理,本科批,扬州大学,138162,F9,生物科学(师范),16,566,70815,578,49219,580,47955,same-row only
3973,12464,138162+G0,物理,本科批,扬州大学,138162,G0,生物科学,28,,,,,,,same-row only
3974,12465,138162+G1,物理,本科批,扬州大学,138162,G1,生物技术,46,563,74583,562,65950,566,60725,same-row only
3975,12467,138163+G2,物理,本科批,扬州大学,138163,G2,给排水科学与工程,37,560,78397,559,69270,577,50595,same-row only
3976,12468,138163+G3,物理,本科批,扬州大学,138163,G3,农业水利工程,46,562,75838,559,69270,577,50595,same-row only
3977,12469,138163+G4,物理,本科批,扬州大学,138163,G4,水利水电工程,94,581,52997,564,63763,576,51456,same-row only
3978,12470,138163+G5,物理,本科批,扬州大学,138163,G5,智慧水利,16,569,67134,,,,,same-row only
3979,12472,138164+G6,物理,本科批,扬州大学,138164,G6,食品科学与工程,82,562,75838,553,76276,558,68331,same-row only
3980,12473,138164+G7,物理,本科批,扬州大学,138164,G7,食品质量与安全,81,559,79712,548,82304,558,68331,same-row only
3981,12474,138164+G8,物理,本科批,扬州大学,138164,G8,烹饪与营养教育,63,557,82293,547,83548,542,83978,same-row only
3982,12476,138165+G9,物理,本科批,扬州大学,138165,G9,"机械设计制造及其自动化(与英国布拉德福德大学合作办学,四年均在扬州大学学习)(中外合作办学)",100,563,74583,,,,,same-row only
3983,12477,138165+H0,物理,本科批,扬州大学,138165,H0,"计算机科学与技术(与英国布拉德福德大学合作办学,四年均在扬州大学学习)(中外合作办学)",100,568,68339,,,,,same-row only
3984,12479,138166+H1,物理,本科批,扬州大学,138166,H1,材料成型及控制工程(与中国机械总院集团北京机电研究所有限公司联合培养),40,587,46627,,,,,same-row only
3985,12480,138166+H2,物理,本科批,扬州大学,138166,H2,机械设计制造及其自动化(与中国机械总院集团北京机电研究所有限公司联合培养),40,589,44619,,,,,same-row only
3986,12482,138167+H3,物理,本科批,扬州大学,138167,H3,集成电路设计与集成系统(与扬州扬杰电子科技股份有限公司联合培养),30,,,,,,,same-row only
3987,12484,138168+H4,物理,本科批,扬州大学,138168,H4,动物科学(与顶能科技有限公司联合培养),40,566,70815,,,,,same-row only
3988,12486,138169+H5,物理,本科批,扬州大学,138169,H5,智慧牧业科学与工程(与江苏立华食品集团股份有限公司联合培养),40,,,,,,,same-row only
3989,12488,138170+H6,物理,本科批,扬州大学,138170,H6,草业科学(与中国科学院植物研究所饲草种质高效设计与利用全国重点实验室联合培养),20,,,,,,,same-row only
3990,12490,138171+H7,物理,本科批,扬州大学,138171,H7,制药工程(与江苏联环药业集团有限公司联合培养),17,,,,,,,same-row only
3991,12492,138172+H8,物理,本科批,扬州大学,138172,H8,应用化学(与江苏扬农化工股份有限公司联合培养),35,574,61030,569,58418,561,65452,same-row only
3992,12494,138173+H9,物理,本科批,扬州大学,138173,H9,生物技术(与中国农业科学院生物技术研究所联合培养),20,576,58765,,,,,same-row only
3993,12496,138174+I0,物理,本科批,扬州大学,138174,I0,智慧农业(与浙江托普云农科技股份有限公司联合培养),20,,,,,,,same-row only
3994,12498,138175+I1,物理,本科批,扬州大学,138175,I1,化学工程与工艺(与奥克控股集团股份公司联合培养),24,,,,,,,same-row only
3995,12500,138176+I2,物理,本科批,扬州大学,138176,I2,交通工程(与中国航空研究院研究生院联合培养),30,,,,,,,same-row only
3996,12502,138177+I3,物理,本科批,扬州大学,138177,I3,"资源环境科学(中美学分互认联合培养项目)(第二、三学年赴美国北阿拉巴马大学学习,学费按照美方标准收取)(以下为江苏高校中外学分互认联合培养项目,项目学生必须按中美大学制订的联合培养方案赴美学习攻读学位,学生第一、四学年在中国学习,第二、三学年赴美国学习。项目学生中方学费同其他普通专业学生,赴美学习费用按美方大学标准另行收取。本项目不招收无出国意愿的考生)(高校中外学分互认联合培养项目)",20,511,146161,511,129568,510,116464,same-row only
3997,12504,138178+I4,物理,本科批,扬州大学,138178,I4,园林,85,559,79712,555,73919,551,75103,same-row only
3998,1435,139001+01,历史,本科批,扬州职业技术大学,139001,01,服装工程技术(以下专业在高邮湖校区学习),20,528,33555,,,,,same-row only
3999,1436,139001+02,历史,本科批,扬州职业技术大学,139001,02,设施园艺(以下专业在高邮湖校区学习),18,,,,,,,same-row only
4000,1437,139001+03,历史,本科批,扬州职业技术大学,139001,03,婴幼儿发展与健康管理(以下专业在高邮湖校区学习),45,,,,,,,same-row only
4001,1438,139001+04,历史,本科批,扬州职业技术大学,139001,04,医养照护与管理(以下专业在高邮湖校区学习),30,,,,,,,same-row only
4002,12507,139004+31,物理,本科批,扬州职业技术大学,139004,31,机械设计制造及自动化(以下专业在瘦西湖校区学习),128,515,140609,,,,,same-row only
4003,12508,139004+32,物理,本科批,扬州职业技术大学,139004,32,机器人技术(以下专业在瘦西湖校区学习),133,,,,,,,same-row only
4004,12509,139004+33,物理,本科批,扬州职业技术大学,139004,33,机械电子工程技术(以下专业在瘦西湖校区学习),132,514,142069,,,,,same-row only
4005,12510,139004+34,物理,本科批,扬州职业技术大学,139004,34,新能源汽车工程技术(以下专业在瘦西湖校区学习),39,,,,,,,same-row only
4006,12512,139005+35,物理,本科批,扬州职业技术大学,139005,35,电子信息工程技术(以下专业在高邮湖校区学习),42,,,,,,,same-row only
4007,12513,139005+36,物理,本科批,扬州职业技术大学,139005,36,测绘工程技术(以下专业在高邮湖校区学习),77,507,151738,,,,,same-row only
4008,12514,139005+37,物理,本科批,扬州职业技术大学,139005,37,生态环境工程技术(以下专业在高邮湖校区学习),37,508,150365,,,,,same-row only
4009,12515,139005+38,物理,本科批,扬州职业技术大学,139005,38,制药工程技术(以下专业在高邮湖校区学习),41,,,,,,,same-row only
4010,12516,139005+39,物理,本科批,扬州职业技术大学,139005,39,服装工程技术(以下专业在高邮湖校区学习),16,508,150365,,,,,same-row only
4011,12517,139005+40,物理,本科批,扬州职业技术大学,139005,40,设施园艺(以下专业在高邮湖校区学习),23,,,,,,,same-row only
4012,12518,139005+41,物理,本科批,扬州职业技术大学,139005,41,医养照护与管理(以下专业在高邮湖校区学习),53,,,,,,,same-row only
4013,12519,139005+42,物理,本科批,扬州职业技术大学,139005,42,婴幼儿发展与健康管理(以下专业在高邮湖校区学习),39,,,,,,,same-row only
4014,12521,139006+43,物理,本科批,扬州职业技术大学,139006,43,机械设计制造及自动化(瘦西湖校区)(中外合作办学),90,,,,,,,same-row only
4015,1441,140101+01,历史,本科批,江苏大学,140101,01,汉语国际教育,33,572,14118,566,12261,562,13511,same-row only
4016,1442,140101+02,历史,本科批,江苏大学,140101,02,工商管理,38,573,13710,564,12899,560,14180,same-row only
4017,1443,140101+03,历史,本科批,江苏大学,140101,03,公共事业管理,35,572,14118,564,12899,561,13842,same-row only
4018,1444,140101+04,历史,本科批,江苏大学,140101,04,汉语言文学,61,578,11881,571,10690,566,12208,same-row only
4019,1445,140101+05,历史,本科批,江苏大学,140101,05,国际经济与贸易,42,573,13710,564,12899,560,14180,same-row only
4020,1446,140101+06,历史,本科批,江苏大学,140101,06,汉语言文学(师范),50,581,10857,577,8947,576,9337,same-row only
4021,1447,140101+07,历史,本科批,江苏大学,140101,07,人力资源管理,24,574,13340,565,12573,562,13511,same-row only
4022,1448,140101+08,历史,本科批,江苏大学,140101,08,法学,86,582,10539,573,10081,568,11596,same-row only
4023,1449,140101+09,历史,本科批,江苏大学,140101,09,会计学,105,579,11516,571,10690,566,12208,same-row only
4024,1450,140101+10,历史,本科批,江苏大学,140101,10,金融学,28,578,11881,568,11624,563,13156,same-row only
4025,1451,140101+11,历史,本科批,江苏大学,140101,11,知识产权,24,579,11516,570,10995,566,12208,same-row only
4026,1452,140101+12,历史,本科批,江苏大学,140101,12,英语(只招英语考生)(师范),52,574,13340,574,9799,565,12540,same-row only
4027,1453,140101+13,历史,本科批,江苏大学,140101,13,英语(只招英语考生),59,572,14118,566,12261,562,13511,same-row only
4028,1455,140102+14,历史,本科批,江苏大学,140102,14,"金融学(中澳学分互认联合培养项目)(第三、四学年赴澳大利亚麦考瑞大学学习,赴澳学费另算)(以下为江苏高校中外学分互认联合培养项目,项目学生必须按中外大学制订的联合培养方案赴国外合作大学学习两年攻读学位。项目学生中方学费同其他普通专业学生,外方学费由外方另行收取。本项目不招收无出国意愿的考生)(高校中外学分互认联合培养项目)",20,554,21406,540,22032,533,24524,same-row only
4029,1457,140103+15,历史,本科批,江苏大学,140103,15,思想政治教育(师范),60,581,10857,571,10690,571,10737,same-row only
4030,8862,140104+16,物理,提前本科批,江苏大学,140104,16,计算机科学与技术(地方专项计划),2,603,31363,598,31528,601,31135,same-row only
4031,8864,140105+17,物理,提前本科批,江苏大学,140105,17,临床医学(地方专项计划),2,598,35804,602,28486,604,28962,same-row only
4032,8865,140105+18,物理,提前本科批,江苏大学,140105,18,医学检验技术(地方专项计划),6,,,,,,,same-row only
4033,8867,140106+19,物理,提前本科批,江苏大学,140106,19,制药工程(地方专项计划),2,,,,,,,same-row only
4034,8868,140106+20,物理,提前本科批,江苏大学,140106,20,药学类(药学、药物制剂)(地方专项计划),10,571,64678,574,53204,589,40322,same-row only
4035,8870,140107+21,物理,提前本科批,江苏大学,140107,21,电气工程及其自动化(地方专项计划),2,605,29639,597,32342,,,same-row only
4036,8871,140107+22,物理,提前本科批,江苏大学,140107,22,农业电气化(地方专项计划),4,586,47687,579,48270,579,48832,same-row only
4037,8873,140108+23,物理,提前本科批,江苏大学,140108,23,材料成型及控制工程(地方专项计划),6,573,62233,572,55259,,,same-row only
4038,8874,140108+24,物理,提前本科批,江苏大学,140108,24,材料类(材料科学与工程、冶金工程)(地方专项计划),6,574,61030,568,59523,584,44516,same-row only
4039,8876,140109+25,物理,提前本科批,江苏大学,140109,25,复合材料与工程(地方专项计划),6,572,63455,567,60585,576,51456,same-row only
4040,8877,140109+26,物理,提前本科批,江苏大学,140109,26,金属材料工程(地方专项计划),3,572,63455,566,61605,,,same-row only
4041,8879,140110+27,物理,提前本科批,江苏大学,140110,27,化学工程与工艺(地方专项计划),5,578,56446,571,56324,,,same-row only
4042,8880,140110+28,物理,提前本科批,江苏大学,140110,28,化学类(化学、化学(师范)、应用化学)(地方专项计划),5,576,58765,570,57399,,,same-row only
4043,8882,140111+29,物理,提前本科批,江苏大学,140111,29,能源与动力工程(地方专项计划),3,589,44619,585,42594,580,47955,same-row only
4044,8883,140111+30,物理,提前本科批,江苏大学,140111,30,食品科学与工程类(食品科学与工程、食品质量与安全、食品营养与健康)(地方专项计划),7,572,63455,567,60585,580,47955,same-row only
4045,8885,140112+31,物理,提前本科批,江苏大学,140112,31,农业机械化及其自动化(地方专项计划),5,585,48741,578,49219,578,49756,same-row only
4046,8886,140112+32,物理,提前本科批,江苏大学,140112,32,农业智能装备工程(地方专项计划),4,584,49807,578,49219,578,49756,same-row only
4047,8888,140113+33,物理,提前本科批,江苏大学,140113,33,安全工程(地方专项计划),5,577,57592,565,62681,,,same-row only
4048,8889,140113+34,物理,提前本科批,江苏大学,140113,34,环保设备工程(地方专项计划),3,568,68339,,,,,same-row only
4049,8890,140113+35,物理,提前本科批,江苏大学,140113,35,环境工程(地方专项计划),4,569,67134,566,61605,,,same-row only
4050,9362,140114+36,物理,提前本科批,江苏大学,140114,36,临床医学(为无锡市江阴市定向培养)(农村订单定向医学生免费培养计划),20,589,44619,581,46288,590,39519,same-row only
4051,9363,140114+37,物理,提前本科批,江苏大学,140114,37,临床医学(为常州市武进区定向培养)(农村订单定向医学生免费培养计划),2,593,40640,597,32342,597,34107,same-row only
4052,9364,140114+38,物理,提前本科批,江苏大学,140114,38,临床医学(为常州市溧阳市定向培养)(农村订单定向医学生免费培养计划),6,582,51946,573,54264,583,45410,same-row only
4053,9365,140114+39,物理,提前本科批,江苏大学,140114,39,临床医学(为常州市金坛区定向培养)(农村订单定向医学生免费培养计划),5,575,59906,576,51191,596,34854,same-row only
4054,9366,140114+40,物理,提前本科批,江苏大学,140114,40,临床医学(为镇江市丹徒区定向培养)(农村订单定向医学生免费培养计划),1,581,52997,561,67048,594,36407,same-row only
4055,9367,140114+41,物理,提前本科批,江苏大学,140114,41,临床医学(为宿迁市泗阳县定向培养)(农村订单定向医学生免费培养计划),1,609,26331,586,41691,586,42828,same-row only
4056,12524,140115+42,物理,本科批,江苏大学,140115,42,计算机科学与技术(省拔尖学生培养基地),30,608,27151,604,27035,606,27545,same-row only
4057,12526,140116+43,物理,本科批,江苏大学,140116,43,临床医学(临床医学+智能科学与技术双学士学位复合型人才培养项目),30,,,,,,,same-row only
4058,12528,140117+44,物理,本科批,江苏大学,140117,44,临床医学,359,590,43571,594,34820,600,31866,same-row only
4059,12530,140118+45,物理,本科批,江苏大学,140118,45,口腔医学,47,596,37721,596,33188,,,same-row only
4060,12532,140119+46,物理,本科批,江苏大学,140119,46,智能科学与技术,68,598,35804,594,34820,596,34854,same-row only
4061,12533,140119+47,物理,本科批,江苏大学,140119,47,计算机科学与技术,41,604,30493,599,30769,601,31135,same-row only
4062,12534,140119+48,物理,本科批,江苏大学,140119,48,软件工程,61,602,32191,597,32342,599,32622,same-row only
4063,12535,140119+49,物理,本科批,江苏大学,140119,49,通信工程,53,601,33070,596,33188,597,34107,same-row only
4064,12536,140119+50,物理,本科批,江苏大学,140119,50,物联网工程,62,598,35804,594,34820,596,34854,same-row only
4065,12537,140119+51,物理,本科批,江苏大学,140119,51,信息安全,61,599,34889,595,33981,597,34107,same-row only
4066,12539,140120+52,物理,本科批,江苏大学,140120,52,电气工程及其自动化,136,601,33070,595,33981,595,35651,same-row only
4067,12540,140120+53,物理,本科批,江苏大学,140120,53,电子信息工程,75,598,35804,593,35657,594,36407,same-row only
4068,12541,140120+54,物理,本科批,江苏大学,140120,54,光电信息科学与工程,83,597,36725,592,36503,593,37179,same-row only
4069,12542,140120+55,物理,本科批,江苏大学,140120,55,机器人工程,18,598,35804,593,35657,593,37179,same-row only
4070,12543,140120+56,物理,本科批,江苏大学,140120,56,微电子科学与工程,39,598,35804,593,35657,593,37179,same-row only
4071,12544,140120+57,物理,本科批,江苏大学,140120,57,自动化,146,597,36725,591,37358,592,37932,same-row only
4072,12546,140121+58,物理,本科批,江苏大学,140121,58,智能制造工程,93,590,43571,583,44462,586,42828,same-row only
4073,12547,140121+59,物理,本科批,江苏大学,140121,59,测控技术与仪器,47,591,42526,583,44462,586,42828,same-row only
4074,12548,140121+60,物理,本科批,江苏大学,140121,60,智慧交通,6,,,,,,,same-row only
4075,12549,140121+61,物理,本科批,江苏大学,140121,61,交通运输,6,590,43571,583,44462,581,47114,same-row only
4076,12550,140121+62,物理,本科批,江苏大学,140121,62,机械设计制造及其自动化,186,593,40640,587,40817,588,41159,same-row only
4077,12551,140121+63,物理,本科批,江苏大学,140121,63,机械电子工程,106,593,40640,585,42594,588,41159,same-row only
4078,12552,140121+64,物理,本科批,江苏大学,140121,64,车辆工程,183,590,43571,584,43563,587,42009,same-row only
4079,12553,140121+65,物理,本科批,江苏大学,140121,65,新能源汽车工程,127,590,43571,583,44462,585,43657,same-row only
4080,12555,140122+66,物理,本科批,江苏大学,140122,66,能源与动力工程(与中国科学院工程热物理研究所联合培养),28,597,36725,592,36503,591,38768,same-row only
4081,12556,140122+67,物理,本科批,江苏大学,140122,67,能源与动力工程,236,589,44619,583,44462,584,44516,same-row only
4082,12557,140122+68,物理,本科批,江苏大学,140122,68,新能源科学与工程,83,590,43571,586,41691,586,42828,same-row only
4083,12558,140122+69,物理,本科批,江苏大学,140122,69,储能科学与工程,56,588,45634,583,44462,584,44516,same-row only
4084,12559,140122+70,物理,本科批,江苏大学,140122,70,氢能科学与工程,23,588,45634,,,,,same-row only
4085,12561,140123+71,物理,本科批,江苏大学,140123,71,预防医学,7,577,57592,574,53204,592,37932,same-row only
4086,12562,140123+72,物理,本科批,江苏大学,140123,72,制药工程,7,582,51946,572,55259,582,46258,same-row only
4087,12563,140123+73,物理,本科批,江苏大学,140123,73,药学类(药学、药物制剂),20,576,58765,570,57399,584,44516,same-row only
4088,12564,140123+74,物理,本科批,江苏大学,140123,74,医学影像学,60,581,52997,580,47278,593,37179,same-row only
4089,12565,140123+75,物理,本科批,江苏大学,140123,75,医学检验技术,34,576,58765,574,53204,567,59799,same-row only
4090,12567,140124+76,物理,本科批,江苏大学,140124,76,食品科学与工程类(食品科学与工程、食品质量与安全、食品营养与健康),25,582,51946,575,52210,571,56021,same-row only
4091,12568,140124+77,物理,本科批,江苏大学,140124,77,化学工程与工艺(与中国科学院过程工程研究所联合培养),30,584,49807,,,,,same-row only
4092,12569,140124+78,物理,本科批,江苏大学,140124,78,化学工程与工艺,15,583,50892,576,51191,581,47114,same-row only
4093,12570,140124+79,物理,本科批,江苏大学,140124,79,化学类(化学、化学(师范)、应用化学),15,581,52997,576,51191,563,63654,same-row only
4094,12571,140124+80,物理,本科批,江苏大学,140124,80,材料类(材料科学与工程、冶金工程),43,582,51946,575,52210,571,56021,same-row only
4095,12572,140124+81,物理,本科批,江苏大学,140124,81,材料成型及控制工程,13,582,51946,575,52210,568,58808,same-row only
4096,12573,140124+82,物理,本科批,江苏大学,140124,82,复合材料与工程,13,581,52997,575,52210,566,60725,same-row only
4097,12574,140124+83,物理,本科批,江苏大学,140124,83,金属材料工程,20,582,51946,576,51191,572,55138,same-row only
4098,12576,140125+84,物理,本科批,江苏大学,140125,84,环境工程(环境工程+工业工程双学士学位复合型人才培养项目),17,578,56446,571,56324,581,47114,same-row only
4099,12577,140125+85,物理,本科批,江苏大学,140125,85,工程力学,10,579,55262,575,52210,567,59799,same-row only
4100,12578,140125+86,物理,本科批,江苏大学,140125,86,智能建造,12,577,57592,572,55259,,,same-row only
4101,12579,140125+87,物理,本科批,江苏大学,140125,87,应急技术与管理,8,576,58765,571,56324,557,69274,same-row only
4102,12580,140125+88,物理,本科批,江苏大学,140125,88,环保设备工程,5,576,58765,570,57399,566,60725,same-row only
4103,12582,140126+89,物理,本科批,江苏大学,140126,89,农业电气化,54,588,45634,583,44462,581,47114,same-row only
4104,12583,140126+90,物理,本科批,江苏大学,140126,90,农业机械化及其自动化,80,587,46627,581,46288,581,47114,same-row only
4105,12584,140126+91,物理,本科批,江苏大学,140126,91,农业智能装备工程,67,586,47687,581,46288,582,46258,same-row only
4106,12585,140126+92,物理,本科批,江苏大学,140126,92,农业机器人,21,,,,,,,same-row only
4107,12587,140127+93,物理,本科批,江苏大学,140127,93,数学与应用数学,33,587,46627,585,42594,586,42828,same-row only
4108,12588,140127+94,物理,本科批,江苏大学,140127,94,数据计算及应用,49,579,55262,577,50218,581,47114,same-row only
4109,12589,140127+95,物理,本科批,江苏大学,140127,95,物理学(师范),58,578,56446,577,50218,577,50595,same-row only
4110,12590,140127+96,物理,本科批,江苏大学,140127,96,统计学,36,580,54120,577,50218,579,48832,same-row only
4111,12591,140127+97,物理,本科批,江苏大学,140127,97,数学与应用数学(师范),75,580,54120,579,48270,584,44516,same-row only
4112,12593,140128+98,物理,本科批,江苏大学,140128,98,法学,24,591,42526,586,41691,588,41159,same-row only
4113,12594,140128+99,物理,本科批,江苏大学,140128,99,知识产权,10,588,45634,583,44462,583,45410,same-row only
4114,12596,140129+A0,物理,本科批,江苏大学,140129,A0,会计学,21,585,48741,582,45390,579,48832,same-row only
4115,12597,140129+A1,物理,本科批,江苏大学,140129,A1,金融学,10,585,48741,579,48270,577,50595,same-row only
4116,12598,140129+A2,物理,本科批,江苏大学,140129,A2,信息管理与信息系统(信息管理与信息系统+智能制造工程双学士学位复合型人才培养项目),30,587,46627,,,,,same-row only
4117,12599,140129+A3,物理,本科批,江苏大学,140129,A3,信息管理与信息系统,15,586,47687,580,47278,575,52350,same-row only
4118,12600,140129+A4,物理,本科批,江苏大学,140129,A4,工商管理(工商管理+农业机械化及其自动化双学士学位复合型人才培养项目),15,,,,,575,52350,same-row only
4119,12601,140129+A5,物理,本科批,江苏大学,140129,A5,工业工程,10,590,43571,581,46288,571,56021,same-row only
4120,12603,140130+A6,物理,本科批,江苏大学,140130,A6,"信息管理与信息系统(中美学分互认联合培养项目)(第二、三学年赴美国北亚利桑那大学学习,赴美学费另算)(以下为江苏高校中外学分互认联合培养项目,项目学生必须按中外大学制订的联合培养方案赴国外合作大学学习两年攻读学位。项目学生中方学费同其他普通专业学生,外方学费由外方另行收取。本项目不招收无出国意愿的考生)(高校中外学分互认联合培养项目)",20,527,123540,530,104893,540,85962,same-row only
4121,12604,140130+A7,物理,本科批,江苏大学,140130,A7,"金融学(中澳学分互认联合培养项目)(第三、四学年赴澳大利亚麦考瑞大学学习,赴澳学费另算)(以下为江苏高校中外学分互认联合培养项目,项目学生必须按中外大学制订的联合培养方案赴国外合作大学学习两年攻读学位。项目学生中方学费同其他普通专业学生,外方学费由外方另行收取。本项目不招收无出国意愿的考生)(高校中外学分互认联合培养项目)",10,541,103950,541,90894,546,79957,same-row only
4122,12606,140131+A8,物理,本科批,江苏大学,140131,A8,"数学与应用数学(第四学年赴美国阿卡迪亚大学学习,学费按照美方标准收取)(中外合作办学)",60,540,105342,547,83548,544,81927,same-row only
4123,12608,140132+A9,物理,本科批,江苏大学,140132,A9,"生物科学(第四学年赴美国阿卡迪亚大学学习,学费按照美方标准收取)(中外合作办学)",30,534,113740,,,,,same-row only
4124,12610,140133+B0,物理,本科批,江苏大学,140133,B0,"计算机科学与技术(中澳学分互认联合培养项目)(第三、四学年赴澳大利亚昆士兰大学学习,赴澳学费另算)(以下为江苏高校中外学分互认联合培养项目,项目学生必须按中外大学制订的联合培养方案赴国外合作大学学习两年或两年半攻读学位。项目学生中方学费同其他普通专业学生,外方学费由外方另行收取。本项目不招收无出国意愿的考生)(高校中外学分互认联合培养项目)",20,542,102527,554,75080,553,73153,same-row only
4125,12611,140133+B1,物理,本科批,江苏大学,140133,B1,"电气工程及其自动化(中澳学分互认联合培养项目)(第三、四学年赴澳大利亚昆士兰大学学习,赴澳学费另算)(以下为江苏高校中外学分互认联合培养项目,项目学生必须按中外大学制订的联合培养方案赴国外合作大学学习两年或两年半攻读学位。项目学生中方学费同其他普通专业学生,外方学费由外方另行收取。本项目不招收无出国意愿的考生)(高校中外学分互认联合培养项目)",20,545,98332,550,79874,549,77083,same-row only
