"学校","专业组","专业代码","专业名称","专业类","梯队","桶","严格提示类型"
"国防科技大学","国防科技大学06","15","数学与应用数学(新兴高技术初级技术军官)(只招男生)(体检标准:通用标准合格)","数学类","2","数学/物理","理学基础"
"国防科技大学","国防科技大学06","16","物理学类(新兴高技术初级技术军官)(只招男生)(体检标准:通用标准合格)","物理学类","2","数学/物理","理学基础"
"国防科技大学","国防科技大学06","17","大气科学类(新兴高技术初级技术军官)(只招男生)(体检标准:通用标准合格)","大气科学类","3","三梯队行业方向","理学基础"
"国防科技大学","国防科技大学06","18","大气科学类(战场环境保障、武器研发初级指挥与技术军官)(只招男生)(体检标准:通用标准合格)","大气科学类","3","三梯队行业方向","理学基础"
"国防科技大学","国防科技大学06","19","海洋技术(战场环境保障、武器研发初级技术军官)(只招男生)(体检标准:通用标准合格)","海洋科学类","3","三梯队行业方向","理学基础"
"国防科技大学","国防科技大学06","21","理论与应用力学(新兴高技术初级技术军官)(只招男生)(体检标准:通用标准合格)","力学类","3","三梯队行业方向","理学基础"
"国防科技大学","国防科技大学06","24","材料科学与工程(武器研发试验、技术保障初级技术军官)(只招男生)(体检标准:通用标准合格)","材料类","3","三梯队行业方向","材料"
"国防科技大学","国防科技大学06","25","纳米材料与技术(新兴高技术初级技术军官)(只招另生)(体检标准:通用标准合格)","材料类","3","三梯队行业方向","材料"
"国防科技大学","国防科技大学06","33","导航工程(新兴高技术初级技术军官)(只招男生)(体检标准:通用标准合格)","测绘类","4","低热度远缘方向","低热度远缘"
"国防科技大学","国防科技大学06","35","武器系统与工程(武器研发试验、技术保障初级技术军官)(只招男生)(体检标准:通用标准合格)","兵器类","3","三梯队行业方向","三梯队"
"国防科技大学","国防科技大学06","47","新概念武器技术与工程(新兴高技术初级技术军官)(只招男生)(体检标准:通用标准合格)","军事类","3","三梯队行业方向","三梯队"
"国防科技大学","国防科技大学09","56","大气科学类(战场环境保障、武器研发初级指挥与技术军官)(只招女生)(体检标准:通用标准合格)","大气科学类","3","三梯队行业方向","理学基础"
"陆军工程大学","陆军工程大学01","06","军事设施工程(工程建筑、维护分队指挥与技术军官)(只招男生)(体检标准:通用标准合格)","军事类","4","低热度远缘方向","低热度远缘"
"陆军工程大学","陆军工程大学10","43","土木工程(金国人防工程建筑结构设计与施工工程师)(只招英语考生)(以下专业为全国人防系统定向招生,招生对象应符合生源地高考报名条件具为中共堂员或者共青团员的普通高中应届毕业生,学员入校后不参军,毕业后面向人防系统自主就业,入学后按照教育部《高等学校学生学籍学历电子注册办法》进行注册)","土木类","4","低热度远缘方向","低热度远缘"
"陆军工程大学","陆军工程大学10","44","建筑环境与能源应用工程(全国人防通风空调与给排水工程师)(只招英语考生)(以下专业为全国人防系统定向招生,招生对象应符合生源地高考报名条件具为中共堂员或者共青团员的普通高中应届毕业生,学员入校后不参军,毕业后面向人防系统自主就业,入学后按照教育部《高等学校学生学籍学历电子注册办法》进行注册)","土木类","4","低热度远缘方向","能动"
"陆军兵种大学","陆军兵种大学06","35","武器系统与工程(空降兵炮兵分队指挥军官)(只招男生)(体检标准:通用标准合格)","兵器类","3","三梯队行业方向","三梯队"
"陆军兵种大学","陆军兵种大学06","36","武器系统与工程(海军陆战队炮兵分队指挥军官)(只招男生)(体检标准:通用标准合格)","兵器类","3","三梯队行业方向","三梯队"
"陆军兵种大学","陆军兵种大学06","37","武器系统与工程(弹炮结合分队指挥军官)(只招男生)(体检标准:通用标准合格)","兵器类","3","三梯队行业方向","三梯队"
"陆军兵种大学","陆军兵种大学06","38","弹药工程与爆炸技术(防空导弹分队指挥军官)(只招男生)(体检标准:通用标准合格)","兵器类","3","三梯队行业方向","三梯队"
"陆军兵种大学","陆军兵种大学06","39","弹药工程与爆炸技术(炮兵分队指挥军官)(只招男生)(体检标准:通用标准合格)","兵器类","3","三梯队行业方向","三梯队"
"陆军兵种大学","陆军兵种大学07","41","材料科学与工程(海军陆战队装甲步兵分队指挥军官)(只招男生)(体检标准:装甲岗位合格)","材料类","3","三梯队行业方向","材料"
"陆军兵种大学","陆军兵种大学07","42","材料科学与工程(坦克装甲突击分队指挥军官)(只招男生)(体检标准:装甲岗位合格)","材料类","3","三梯队行业方向","材料"
"陆军兵种大学","陆军兵种大学07","46","武器系统与工程(装甲步兵分队指挥军官)(只招男生)(体检标准:装甲岗位合格)","兵器类","3","三梯队行业方向","三梯队"
"联勤保障部队工程大学","联勤保障部队工程大学03","13","智能运输工程(无人运输投送分队指挥军官)(只招男生)(体检标准:通用标准合格)","交通运输类","3","三梯队行业方向","三梯队"
"海军工程大学","海军工程大学01","01","物理学(舰艇装备监测诊断、腐蚀防控初级技术军官)(只招男生)(体检标准:通用标准合格)","物理学类","2","数学/物理","理学基础"
"海军工程大学","海军工程大学01","05","辐射防护与核安全(辐射防护与安全初级技术军官)(只招男生)(体检标准:通用标准合格)","核工程类","3","三梯队行业方向","能动"
"海军工程大学","海军工程大学01","10","导弹工程(舰艇导弹武器初级技术军官)(只招男生)(体检标准:通用标准合格)","军事类","3","三梯队行业方向","三梯队"
"海军工程大学","海军工程大学02","13","能源与动力工程(舰艇机电初级指挥与技术军官)(只招男生)(体检标准:舰艇岗位合格)","能源动力类","3","三梯队行业方向","能动"
"海军工程大学","海军工程大学02","16","轮机工程(海警舰艇机电初级指挥警官)(只招男生)(体检标准:舰艇岗位合格)","交通运输类","3","三梯队行业方向","三梯队"
"海军工程大学","海军工程大学02","17","轮机工程(舰艇机电初级指挥与技术军官)(只招男生)(体检标准:舰艇岗位合格)","交通运输类","3","三梯队行业方向","三梯队"
"海军工程大学","海军工程大学02","18","船舶与海洋工程(海运补给初级指挥军官)(只招男生)(体检标准:舰艇岗位合格)","海洋工程类","3","三梯队行业方向","三梯队"
"海军工程大学","海军工程大学03","21","轮机工程(潜艇机电初级指挥与技术军官)(只招男生)(体检标准:潜艇岗位合格)","交通运输类","3","三梯队行业方向","三梯队"
"海军工程大学","海军工程大学03","22","核工程与核技术(潜艇核动力初级指挥与技术军官)(只招男生)(体检标准:潜艇岗位合格)","核工程类","3","三梯队行业方向","能动"
"海军大连舰艇学院","海军大连舰艇学院01","03","导航工程(舰艇航海初级指挥军官)(只招男生)(体检标准:舰艇岗位合格)","测绘类","4","低热度远缘方向","低热度远缘"
"海军大连舰艇学院","海军大连舰艇学院01","04","航海技术(海警舰艇航通初级指挥警官)(只招男生)(体检标准:舰艇岗位合格)","交通运输类","3","三梯队行业方向","三梯队"
"海军大连舰艇学院","海军大连舰艇学院01","05","航海技术(舰艇航通初级指挥军官)(只招男生)(体检标准:舰艇岗位合格)","交通运输类","3","三梯队行业方向","三梯队"
"海军大连舰艇学院","海军大连舰艇学院01","07","探测制导与控制技术(舰艇对海(枪炮、导弹)初级指挥军官)(只招男生)(体检标准:舰艇岗位合格)","兵器类","3","三梯队行业方向","三梯队"
"海军大连舰艇学院","海军大连舰艇学院01","08","探测制导与控制技术(海警舰艇枪炮初级指挥警官)(只招男生)(体检标准:舰艇岗位合格)","兵器类","3","三梯队行业方向","三梯队"
"海军大连舰艇学院","海军大连舰艇学院01","09","探测制导与控制技术(舰艇对空(枪炮、导弹)初级指挥军官)(只招男生)(体检标准:舰艇岗位合格)","兵器类","3","三梯队行业方向","三梯队"
"海军潜艇学院","海军潜艇学院01","02","武器发射工程(潜艇作战部门初级指挥军官)(只招男生)(体检标准:潜艇岗位合格)","兵器类","3","三梯队行业方向","三梯队"
"网络空间部队信息工程大学","网络空间部队信息工程大学02","02","数学与应用数学(密码研究初级技术军官)(只招男生)(体检标准:通用标准合格)","数学类","2","数学/物理","理学基础"
"网络空间部队信息工程大学","网络空间部队信息工程大学02","03","量子信息科学(量子计算技术军官)(只招男生)(体检标准:通用标准合格)","物理学类","2","数学/物理","理学基础"
"网络空间部队信息工程大学","网络空间部队信息工程大学02","14","信息对抗技术(网络防御初级指挥与技术军官)(只招男生)(体检标准:通用标准合格)","兵器类","3","三梯队行业方向","三梯队"
"网络空间部队信息工程大学","网络空间部队信息工程大学02","15","智能无人系统技术(无人系统应用初级技术军官)(只招男生)(体检标准:通用标准合格)","兵器类","3","三梯队行业方向","三梯队"
"网络空间部队信息工程大学","网络空间部队信息工程大学04","32","信息对抗技术(网络防御初级指挥与技术军官)(只招女生)(体检标准:通用标准合格)","兵器类","3","三梯队行业方向","三梯队"
"火箭军工程大学","火箭军工程大学03","14","武器发射工程(发射、装填转运初级指挥与技术军官)(只招男生)(体检标准:导弹岗位合格)","兵器类","3","三梯队行业方向","三梯队"
"火箭军工程大学","火箭军工程大学03","15","核工程与核技术(器材装配检测、转载运输初级技术军官)(只招男生)(体检标准:导弹岗位合格)","核工程类","3","三梯队行业方向","能动"
"武警工程大学","武警工程大学03","13","智能无人系统技术(无人系统初级指挥与技术警官)(只招男生)(体检标准:通用标准合格)","兵器类","3","三梯队行业方向","三梯队"
"武警工程大学","武警工程大学03","15","作战环境工程(机动分队指挥警官)(只招男生)(体检标准:通用标准合格)","军事类","4","低热度远缘方向","低热度远缘"
"武警工程大学","武警工程大学03","16","非致命武器与装备工程(机动分队指挥警官)(只招男生)(体检标准:通用标准合格)","军事类","3","三梯队行业方向","三梯队"
"武警工程大学","武警工程大学03","17","管理科学(保障分队指挥警官)(只招男生)(体检标准:通用标准合格)","管理科学与工程类","3","三梯队行业方向","三梯队"
"武警工程大学","武警工程大学03","18","管理科学(执勤分队指挥警官)(只招男生)(体检标准:通用标准合格)","管理科学与工程类","3","三梯队行业方向","三梯队"
"中国人民警察大学","中国人民警察大学09","24","消防工程(非公安类招生)(以下专业在校本部学习。报考以下专业须查阅院校招生章程)","公安技术类","4","低热度远缘方向","低热度远缘"
"中国人民警察大学","中国人民警察大学09","28","核生化消防(非公安类招生)(以下专业在校本部学习。报考以下专业须查阅院校招生章程)","公安技术类","4","低热度远缘方向","低热度远缘"
"中国民用航空飞行学院","中国民用航空飞行学院04","16","安全工程(校本部)(报考该专业组有色觉要求,具体请查阅院校招生章程。以下专业除注明外在成都天府校区学习)","安全科学与工程类","4","低热度远缘方向","低热度远缘"
"中国民用航空飞行学院","中国民用航空飞行学院04","18","消防工程(校本部)(报考该专业组有色觉要求,具体请查阅院校招生章程。以下专业除注明外在成都天府校区学习)","公安技术类","4","低热度远缘方向","低热度远缘"
"中国民用航空飞行学院","中国民用航空飞行学院04","21","导航工程(导航应用与规划、空管保障设施)(报考该专业组有色觉要求,具体请查阅院校招生章程。以下专业除注明外在成都天府校区学习)","测绘类","4","低热度远缘方向","低热度远缘"
"中国民用航空飞行学院","中国民用航空飞行学院04","22","智慧交通(报考该专业组有色觉要求,具体请查阅院校招生章程。以下专业除注明外在成都天府校区学习)","交通运输类","3","三梯队行业方向","三梯队"
"中国民用航空飞行学院","中国民用航空飞行学院04","23","交通运输(空中交通管制、飞行签派、航行情报)(报考该专业组有色觉要求,具体请查阅院校招生章程。以下专业除注明外在成都天府校区学习)","交通运输类","3","三梯队行业方向","三梯队"
"中国民用航空飞行学院","中国民用航空飞行学院04","25","交通工程(机场管理与工程)(校本部)(报考该专业组有色觉要求,具体请查阅院校招生章程。以下专业除注明外在成都天府校区学习)","交通运输类","3","三梯队行业方向","三梯队"
"中国民用航空飞行学院","中国民用航空飞行学院04","27","信息与计算科学(报考该专业组有色觉要求,具体请查阅院校招生章程。以下专业除注明外在成都天府校区学习)","数学类","2","数学/物理","理学基础"
"中国消防救援学院","中国消防救援学院02","02","核生化消防(城乡消防救援队伍)(只招男生)(报考以下专业须参加生源地省级消防员招录工作办公室组织的政治考核、体格检查、心理测试、面试,结论均为合格)","公安技术类","4","低热度远缘方向","低热度远缘"
"中国消防救援学院","中国消防救援学院02","03","核生化消防(机动消防救援队伍)(只招男生)(报考以下专业须参加生源地省级消防员招录工作办公室组织的政治考核、体格检查、心理测试、面试,结论均为合格)","公安技术类","4","低热度远缘方向","低热度远缘"
"中国消防救援学院","中国消防救援学院02","07","消防工程(城乡消防救援队伍)(只招男生)(报考以下专业须参加生源地省级消防员招录工作办公室组织的政治考核、体格检查、心理测试、面试,结论均为合格)","公安技术类","4","低热度远缘方向","低热度远缘"
"中国消防救援学院","中国消防救援学院02","08","火灾勘查(城乡消防救援队伍)(只招男生)(报考以下专业须参加生源地省级消防员招录工作办公室组织的政治考核、体格检查、心理测试、面试,结论均为合格)","公安技术类","4","低热度远缘方向","低热度远缘"
"南京大学","南京大学06","12","数学与应用数学(以下专业(类)只招收该校测试合格的考生,在鼓楼校区和仙林校区学习)","数学类","2","数学/物理","理学基础"
"南京大学","南京大学06","13","物理学(以下专业(类)只招收该校测试合格的考生,在鼓楼校区和仙林校区学习)","物理学类","2","数学/物理","理学基础"
"南京大学","南京大学06","15","建筑类(智慧人居实验班)(建筑学、城乡规划)(以下专业(类)只招收该校测试合格的考生,在鼓楼校区和仙林校区学习)","建筑类","4","低热度远缘方向","低热度远缘"
"南京大学","南京大学06","17","大气科学(以下专业(类)只招收该校测试合格的考生,在鼓楼校区和仙林校区学习)","大气科学类","3","三梯队行业方向","理学基础"
"南京大学","南京大学06","18","地理科学类(地理信息科学、自然地理与资源环境、人文地理与城乡规划、海洋科学、地理科学)(以下专业(类)只招收该校测试合格的考生,在鼓楼校区和仙林校区学习)","地理科学类","4","低热度远缘方向","理学基础"
"南京大学","南京大学06","19","地质学类(地质学、地质工程、水文与水资源工程、地球物理学、行星科学)(以下专业(类)只招收该校测试合格的考生,在鼓楼校区和仙林校区学习)","地质学类","2","数学/物理","理学基础"
"南京大学","南京大学06","20","环境科学与工程类(环境与健康实验班)(环境工程、环境科学)(以下专业(类)只招收该校测试合格的考生,在鼓楼校区和仙林校区学习)","环境科学与工程类","4","低热度远缘方向","低热度远缘"
"南京大学","南京大学06","21","化学(以下专业(类)只招收该校测试合格的考生,在鼓楼校区和仙林校区学习)","化学类","4","低热度远缘方向","理学基础"
"南京大学","南京大学06","22","生物科学(以下专业(类)只招收该校测试合格的考生,在鼓楼校区和仙林校区学习)","生物科学类","4","低热度远缘方向","理学基础"
"南京大学","南京大学07","24","理科试验班类(化学与生命科学类)(生物科学、生物技术、生态学、化学、应用化学)(鼓楼校区和仙林校区)(以下专业考生投档成绩需达到特殊类型招生控制线上100分(含))(高校专项计划)","理科试验班类","4","低热度远缘方向","理学基础"
"南京大学","南京大学07","25","理科试验班类(地球科学与资源环境类)(大气科学、应用气象学、环境科学与工程类、地理科学类、地质学类)(鼓楼校区和仙林校区)(以下专业考生投档成绩需达到特殊类型招生控制线上100分(含))(高校专项计划)","理科试验班类","3","三梯队行业方向","理学基础"
"南京大学","南京大学11","48","理科试验班类(化学与生命科学类)(生物科学、生物技术、生态学、化学、应用化学)(以下专业除注明外在鼓楼校区和仙林校区学习)","理科试验班类","4","低热度远缘方向","理学基础"
"东南大学","东南大学12","42","能源与动力工程(能源与动力工程+经济学双学士学位复合型人才培养项目)","能源动力类","3","三梯队行业方向","能动"
"东南大学","东南大学15","53","新能源科学与工程(以下专业第一、二学年由东南大学一蒙纳士大学国际学院(苏州)管理,第三、四学年赴澳大利亚蒙纳士大学学习,期间学费按照澳方标准收取)(中外合作办学)","能源动力类","3","三梯队行业方向","能动"
"南京航空航天大学","南京航空航天大学04","14","能源与动力工程(大飞机)(南京市将军路校区)(以下专业除注明外第一、二学年在常州市天目湖校区学习,第三、四学年在南京市将军路校区学习。以下专业考生投档成绩需达到特殊类型招生控制线上50分(含))(高校专项计划)","能源动力类","3","三梯队行业方向","能动"
"南京航空航天大学","南京航空航天大学04","16","储能科学与工程(南京市将军路校区)(以下专业除注明外第一、二学年在常州市天目湖校区学习,第三、四学年在南京市将军路校区学习。以下专业考生投档成绩需达到特殊类型招生控制线上50分(含))(高校专项计划)","能源动力类","3","三梯队行业方向","能动"
"南京航空航天大学","南京航空航天大学04","20","探测制导与控制技术(以下专业除注明外第一、二学年在常州市天目湖校区学习,第三、四学年在南京市将军路校区学习。以下专业考生投档成绩需达到特殊类型招生控制线上50分(含))(高校专项计划)","兵器类","3","三梯队行业方向","三梯队"
"南京航空航天大学","南京航空航天大学04","27","材料科学与工程(以下专业除注明外第一、二学年在常州市天目湖校区学习,第三、四学年在南京市将军路校区学习。以下专业考生投档成绩需达到特殊类型招生控制线上50分(含))(高校专项计划)","材料类","3","三梯队行业方向","材料"
"南京航空航天大学","南京航空航天大学04","28","核工程类(核工程与核技术、辐射防护与核安全)(以下专业除注明外第一、二学年在常州市天目湖校区学习,第三、四学年在南京市将军路校区学习。以下专业考生投档成绩需达到特殊类型招生控制线上50分(含))(高校专项计划)","核工程类","3","三梯队行业方向","能动"
"南京航空航天大学","南京航空航天大学04","32","信息与计算科学(以下专业除注明外第一、二学年在常州市天目湖校区学习,第三、四学年在南京市将军路校区学习。以下专业考生投档成绩需达到特殊类型招生控制线上50分(含))(高校专项计划)","数学类","2","数学/物理","理学基础"
"南京航空航天大学","南京航空航天大学04","37","信息管理与信息系统(以下专业除注明外第一、二学年在常州市天目湖校区学习,第三、四学年在南京市将军路校区学习。以下专业考生投档成绩需达到特殊类型招生控制线上50分(含))(高校专项计划)","管理科学与工程类","3","三梯队行业方向","三梯队"
"南京航空航天大学","南京航空航天大学04","46","应用物理学(以下专业除注明外第一、二学年在常州市天目湖校区学习,第三、四学年在南京市将军路校区学习。以下专业考生投档成绩需达到特殊类型招生控制线上50分(含))(高校专项计划)","物理学类","2","数学/物理","理学基础"
"南京航空航天大学","南京航空航天大学06","51","工程力学(钱伟长拔尖创新班)(南京市将军路校区)(以下专业除注明外第一、二学年在常州市天目湖校区学习,第三、四学年在南京市将军路校区学习)","力学类","3","三梯队行业方向","理学基础"
"南京航空航天大学","南京航空航天大学06","55","能源与动力工程(拔尖创新班)(南京市将军路校区)(以下专业除注明外第一、二学年在常州市天目湖校区学习,第三、四学年在南京市将军路校区学习)","能源动力类","3","三梯队行业方向","能动"
"南京航空航天大学","南京航空航天大学07","60","工程力学(钱伟长班)(南京市将军路校区)(以下专业除注明外第一、二学年在常州市天目湖校区学习,第三、四学年在南京市将军路校区学习)","力学类","3","三梯队行业方向","理学基础"
"南京航空航天大学","南京航空航天大学07","63","能源与动力工程(大飞机)(南京市将军路校区)(以下专业除注明外第一、二学年在常州市天目湖校区学习,第三、四学年在南京市将军路校区学习)","能源动力类","3","三梯队行业方向","能动"
"南京航空航天大学","南京航空航天大学07","64","储能科学与工程(南京市将军路校区)(以下专业除注明外第一、二学年在常州市天目湖校区学习,第三、四学年在南京市将军路校区学习)","能源动力类","3","三梯队行业方向","能动"
"南京航空航天大学","南京航空航天大学07","72","材料科学与工程(以下专业除注明外第一、二学年在常州市天目湖校区学习,第三、四学年在南京市将军路校区学习)","材料类","3","三梯队行业方向","材料"
"南京航空航天大学","南京航空航天大学07","73","新能源材料与器件(以下专业除注明外第一、二学年在常州市天目湖校区学习,第三、四学年在南京市将军路校区学习)","材料类","3","三梯队行业方向","材料"
"南京航空航天大学","南京航空航天大学07","81","信息管理与信息系统(以下专业除注明外第一、二学年在常州市天目湖校区学习,第三、四学年在南京市将军路校区学习)","管理科学与工程类","3","三梯队行业方向","三梯队"
"南京理工大学","南京理工大学03","17","兵器类(大成创新人才班)(武器系统与工程、弹药工程与爆炸技术)(以下专业在南京校区学习)","兵器类","3","三梯队行业方向","三梯队"
"南京理工大学","南京理工大学04","22","材料化学(智慧储能器件实验班)(以下专业第一学年在江阴校区学习,第二、三、四学年在南京校区学习)","材料类","3","三梯队行业方向","材料"
"南京理工大学","南京理工大学04","23","特种能源技术与工程(泽山特能实验班)(以下专业第一学年在江阴校区学习,第二、三、四学年在南京校区学习)","兵器类","3","三梯队行业方向","三梯队"
"南京理工大学","南京理工大学04","25","能源与动力工程(芯片热控实验班)(以下专业第一学年在江阴校区学习,第二、三、四学年在南京校区学习)","能源动力类","3","三梯队行业方向","能动"
"南京理工大学","南京理工大学04","26","应用物理学(半导体黄昆实验班)(与中国科学院半导体研究所联合培养)(以下专业第一学年在江阴校区学习,第二、三、四学年在南京校区学习)","物理学类","2","数学/物理","理学基础"
"南京理工大学","南京理工大学04","28","材料科学与工程(空天材料工程实验班)(以下专业第一学年在江阴校区学习,第二、三、四学年在南京校区学习)","材料类","3","三梯队行业方向","材料"
"南京理工大学","南京理工大学04","29","材料物理(半导体AI芯片实验班)(以下专业第一学年在江阴校区学习,第二、三、四学年在南京校区学习)","材料类","2","数学/物理","理学基础"
"南京理工大学","南京理工大学04","30","辐射防护与核安全(沿海核电实验班)(以下专业第一学年在江阴校区学习,第二、三、四学年在南京校区学习)","核工程类","3","三梯队行业方向","能动"
"南京理工大学","南京理工大学04","32","数学与应用数学(英才实验班)(以下专业第一学年在江阴校区学习,第二、三、四学年在南京校区学习)","数学类","2","数学/物理","理学基础"
"南京理工大学","南京理工大学04","33","安全工程(数智安全魁元实验班)(以下专业第一学年在江阴校区学习,第二、三、四学年在南京校区学习)","安全科学与工程类","4","低热度远缘方向","低热度远缘"
"南京理工大学","南京理工大学04","35","兵器类(智能无人系统方向)(武器系统与工程、弹药工程与爆炸技术)(以下专业第一学年在江阴校区学习,第二、三、四学年在南京校区学习)","兵器类","3","三梯队行业方向","三梯队"
"南京理工大学","南京理工大学04","47","兵器类(含能材料方向)(制药工程、高分子材料与工程)(以下专业第一学年在江阴校区学习,第二、三、四学年在南京校区学习)","兵器类","3","三梯队行业方向","材料"
"南京理工大学","南京理工大学04","48","兵器类(智能发射与动力方向)(能源与动力工程、储能科学与工程、武器发射工程)(以下专业第一学年在江阴校区学习,第二、三、四学年在南京校区学习)","兵器类","3","三梯队行业方向","能动"
"河海大学","河海大学04","15","安全工程(以下专业除注明外第一、三、四学年在南京相应校区学习,第二学年在常州校区学习)(高校专项计划)","安全科学与工程类","4","低热度远缘方向","低热度远缘"
"河海大学","河海大学04","16","船舶与海洋工程(以下专业除注明外第一、三、四学年在南京相应校区学习,第二学年在常州校区学习)(高校专项计划)","海洋工程类","3","三梯队行业方向","三梯队"
"河海大学","河海大学04","17","海洋资源开发技术(以下专业除注明外第一、三、四学年在南京相应校区学习,第二学年在常州校区学习)(高校专项计划)","海洋工程类","3","三梯队行业方向","三梯队"
"河海大学","河海大学04","18","土木工程(以下专业除注明外第一、三、四学年在南京相应校区学习,第二学年在常州校区学习)(高校专项计划)","土木类","4","低热度远缘方向","低热度远缘"
"河海大学","河海大学04","19","交通工程(以下专业除注明外第一、三、四学年在南京相应校区学习,第二学年在常州校区学习)(高校专项计划)","交通运输类","3","三梯队行业方向","三梯队"
"河海大学","河海大学04","20","给排水科学与工程(以下专业除注明外第一、三、四学年在南京相应校区学习,第二学年在常州校区学习)(高校专项计划)","土木类","4","低热度远缘方向","低热度远缘"
"河海大学","河海大学04","21","环境工程(以下专业除注明外第一、三、四学年在南京相应校区学习,第二学年在常州校区学习)(高校专项计划)","环境科学与工程类","4","低热度远缘方向","低热度远缘"
"河海大学","河海大学04","22","能源与动力工程(以下专业除注明外第一、三、四学年在南京相应校区学习,第二学年在常州校区学习)(高校专项计划)","能源动力类","3","三梯队行业方向","能动"
"河海大学","河海大学04","24","应用物理学(以下专业除注明外第一、三、四学年在南京相应校区学习,第二学年在常州校区学习)(高校专项计划)","物理学类","2","数学/物理","理学基础"
"河海大学","河海大学04","25","测绘工程(以下专业除注明外第一、三、四学年在南京相应校区学习,第二学年在常州校区学习)(高校专项计划)","测绘类","4","低热度远缘方向","低热度远缘"
"河海大学","河海大学04","26","地质工程(以下专业除注明外第一、三、四学年在南京相应校区学习,第二学年在常州校区学习)(高校专项计划)","地质类","4","低热度远缘方向","低热度远缘"
"河海大学","河海大学04","27","农业水利工程(以下专业除注明外第一、三、四学年在南京相应校区学习,第二学年在常州校区学习)(高校专项计划)","农业工程类","4","低热度远缘方向","低热度远缘"
"河海大学","河海大学04","28","海洋科学(以下专业除注明外第一、三、四学年在南京相应校区学习,第二学年在常州校区学习)(高校专项计划)","海洋科学类","4","低热度远缘方向","理学基础"
"河海大学","河海大学04","29","自然地理与资源环境(以下专业除注明外第一、三、四学年在南京相应校区学习,第二学年在常州校区学习)(高校专项计划)","地理科学类","4","低热度远缘方向","理学基础"
"河海大学","河海大学04","30","数学类(数学与应用数学、信息与计算科学)(以下专业除注明外第一、三、四学年在南京相应校区学习,第二学年在常州校区学习)(高校专项计划)","数学类","2","数学/物理","理学基础"
"河海大学","河海大学04","34","新能源科学与工程(第一学年在南京相应校区学习,第二学年起在常州校区学习)(以下专业除注明外第一、三、四学年在南京相应校区学习,第二学年在常州校区学习)(高校专项计划)","能源动力类","3","三梯队行业方向","能动"
"河海大学","河海大学04","35","材料科学与工程(第一学年在南京相应校区学习,第二学年起在常州校区学习)(以下专业除注明外第一、三、四学年在南京相应校区学习,第二学年在常州校区学习)(高校专项计划)","材料类","3","三梯队行业方向","材料"
"河海大学","河海大学06","42","交通工程(以下专业第一、三、四学年在南京相应校区学习,第二学年在常州校区学习)","交通运输类","3","三梯队行业方向","三梯队"
"河海大学","河海大学06","43","能源与动力工程(以下专业第一、三、四学年在南京相应校区学习,第二学年在常州校区学习)","能源动力类","3","三梯队行业方向","能动"
"河海大学","河海大学06","47","地质工程(产教融合卓越班)(以下专业第一、三、四学年在南京相应校区学习,第二学年在常州校区学习)","地质类","4","低热度远缘方向","低热度远缘"
"河海大学","河海大学06","48","农业水利工程(产教融合卓越班)(以下专业第一、三、四学年在南京相应校区学习,第二学年在常州校区学习)","农业工程类","4","低热度远缘方向","低热度远缘"
"河海大学","河海大学06","49","海洋科学(科教融汇菁英班)(以下专业第一、三、四学年在南京相应校区学习,第二学年在常州校区学习)","海洋科学类","4","低热度远缘方向","理学基础"
"河海大学","河海大学06","50","地理信息科学(以下专业第一、三、四学年在南京相应校区学习,第二学年在常州校区学习)","地理科学类","4","低热度远缘方向","理学基础"
"河海大学","河海大学06","51","数学类(数学与应用数学、信息与计算科学)(以下专业第一、三、四学年在南京相应校区学习,第二学年在常州校区学习)","数学类","2","数学/物理","理学基础"
"河海大学","河海大学06","52","工程力学(徐芝纶拔尖人才培养班)(以下专业第一、三、四学年在南京相应校区学习,第二学年在常州校区学习)","力学类","3","三梯队行业方向","理学基础"
"河海大学","河海大学06","53","土木工程(茅以升拔尖人才培养班)(以下专业第一、三、四学年在南京相应校区学习,第二学年在常州校区学习)","土木类","4","低热度远缘方向","低热度远缘"
"河海大学","河海大学06","54","环境工程(大禹拔尖人才培养班)(以下专业第一、三、四学年在南京相应校区学习,第二学年在常州校区学习)","环境科学与工程类","4","低热度远缘方向","低热度远缘"
"河海大学","河海大学07","58","材料科学与工程(产教融合卓越班)(以下专业第一学年在南京相应校区学习,第二学年起在常州校区学习)","材料类","3","三梯队行业方向","材料"
"河海大学","河海大学08","69","新能源科学与工程(以下专业第一学年在南京相应校区学习,第二学年起在常州校区学习)","能源动力类","3","三梯队行业方向","能动"
"河海大学","河海大学08","70","储能科学与工程(以下专业第一学年在南京相应校区学习,第二学年起在常州校区学习)","能源动力类","3","三梯队行业方向","能动"
"河海大学","河海大学08","71","材料科学与工程(以下专业第一学年在南京相应校区学习,第二学年起在常州校区学习)","材料类","3","三梯队行业方向","材料"
"河海大学","河海大学10","74","信息管理与信息系统(以下专业第一、三、四学年在南京相应校区学习,第二学年在常州校区学习)","管理科学与工程类","3","三梯队行业方向","三梯队"
"河海大学","河海大学10","78","应急管理(应急管理+环境工程双学士学位复合型人才培养项目)(以下专业第一、三、四学年在南京相应校区学习,第二学年在常州校区学习)","管理科学与工程类","3","三梯队行业方向","三梯队"
"南京信息工程大学","南京信息工程大学30","79","数学与应用数学(省拔尖学生培养基地)","数学类","2","数学/物理","理学基础"
"南京信息工程大学","南京信息工程大学30","81","数学与应用数学","数学类","2","数学/物理","理学基础"
