key,M列专业板块,C列简化专业组名,风险等级,亲缘判断,院校专业组代码,完整专业类覆盖
物理|本科批|哈尔滨工程大学|哈尔滨工程大学17,交通航空,海洋工程组,低,同族,430217,海洋工程类
物理|本科批|哈尔滨工程大学|哈尔滨工程大学18,交通航空,航空航天组,低,同族,430218,航空航天类
物理|本科批|哈尔滨工程大学|哈尔滨工程大学19,机械能源,核工程组,低,同族,430219,核工程类
物理|本科批|哈尔滨工程大学|哈尔滨工程大学20,机械能源,机械组,低,同族,430220,机械类
物理|本科批|哈尔滨工程大学|哈尔滨工程大学21,机械能源、化材药、带电工科,带电工科组（夹材料）,中,跨界混合,430221,机械类、材料类、电子信息类
物理|本科批|哈尔滨工程大学|哈尔滨工程大学22,土建测绘,土木组,中,同族,430222,土木类
历史|本科批|东北林业大学|东北林业大学01,土建测绘、经管商贸、文法教育,文法教育组（夹建筑/工商管理）,高,冷热混放,430301,建筑类、工商管理类、法学类、社会学类、新闻传播学类、外国语言文学类
物理|提前本科批|东北林业大学|东北林业大学02,农林动物,林学组,低,同族,430302,林学类
物理|本科批|东北林业大学|东北林业大学03,经管商贸,管工组,低,同族,430303,管理科学与工程类
物理|本科批|东北林业大学|东北林业大学04,机械能源、带电工科、生环食品、交通航空,大理工组（夹生物科学/生物工程）,中,大杂烩,430304,机械类、计算机类、电子信息类、生物科学类、生物工程类、交通运输类、电气类、自动化类
物理|本科批|东北林业大学|东北林业大学05,带电工科、生环食品、化材药,带电工科组（夹生物科学/化学）,中,跨界混合,430305,计算机类、生物科学类、化学类
物理|本科批|东北林业大学|东北林业大学06,带电工科,计算机组,低,同族,430306,计算机类
历史|本科批|东北农业大学|东北农业大学01,经管商贸、文法教育,经管+文法组,低,相近混合,430401,工商管理类、公共管理类、中国语言文学类
物理|本科批|东北农业大学|东北农业大学02,农林动物、机械能源、生环食品、土建测绘、带电工科,大理工组（夹动物医学/食品工程/水利）,高,大杂烩,430402,动物医学类、能源动力类、食品科学与工程类、水利类、电气类、计算机类、电子信息类
历史|本科批|黑龙江中医药大学|黑龙江中医药大学01,医药护理,中医组,低,同族,430501,中医学类
物理|本科批|黑龙江中医药大学|黑龙江中医药大学02,医药护理,中医组,低,同族,430502,中医学类
物理|本科批|黑龙江中医药大学|黑龙江中医药大学03,化材药、生环食品,化材药组（含生物科学）,低,相近混合,430503,中药学类、药学类、化工与制药类、生物科学类
历史|本科批|黑龙江工程学院|黑龙江工程学院01,文法教育,社会学组,低,同族,430601,社会学类
物理|本科批|黑龙江工程学院|黑龙江工程学院02,经管商贸、文法教育,经管+文法组,低,相近混合,430602,管理科学与工程类、金融学类、社会学类
物理|本科批|黑龙江工程学院|黑龙江工程学院03,带电工科、土建测绘、机械能源、化材药,大理工组（夹测绘/材料/土木）,高,大杂烩,430603,电气类、测绘类、机械类、材料类、电子信息类、土木类
物理|本科批|黑龙江工程学院|黑龙江工程学院04,理学基础,地理科学组,低,同族,430604,地理科学类
历史|本科批|哈尔滨商业大学|哈尔滨商业大学01,经管商贸、文法教育,经管+文法组,低,相近混合,430701,经济与贸易类、金融学类、物流管理与工程类、法学类、新闻传播学类
物理|本科批|哈尔滨商业大学|哈尔滨商业大学02,经管商贸,经管商贸组,低,同族,430702,经济学类、财政学类、物流管理与工程类、工商管理类
物理|本科批|哈尔滨商业大学|哈尔滨商业大学03,生环食品、化材药,化材药组（含食品工程/生物工程）,低,相近混合,430703,食品科学与工程类、生物工程类、化工与制药类、药学类、中药学类
物理|本科批|哈尔滨商业大学|哈尔滨商业大学04,机械能源、生环食品、带电工科,带电工科组（夹轻工）,高,冷热混放,430704,机械类、轻工类、自动化类、电子信息类、计算机类、能源动力类
物理|本科批|哈尔滨理工大学|哈尔滨理工大学01,经管商贸,经管商贸组,低,同族,430801,管理科学与工程类、工商管理类、金融学类
物理|本科批|哈尔滨理工大学|哈尔滨理工大学02,机械能源,机械能源组,低,同族,430802,机械类、能源动力类
物理|本科批|哈尔滨理工大学|哈尔滨理工大学03,带电工科、机械能源、地矿安全,带电工科组（夹安全工程）,高,冷热混放,430803,电子信息类、仪器类、安全科学与工程类、能源动力类、自动化类
物理|本科批|哈尔滨理工大学|哈尔滨理工大学04,带电工科,电气组,低,同族,430804,电气类
物理|本科批|哈尔滨理工大学|哈尔滨理工大学05,化材药、机械能源,化材药+机械混合组,低,跨界混合,430805,材料类、机械类、化工与制药类
物理|本科批|哈尔滨理工大学|哈尔滨理工大学06,带电工科,计算机电子组,低,同族,430806,计算机类、电子信息类
历史|本科批|哈尔滨医科大学|哈尔滨医科大学01,医药护理,护理组,中,同族,430901,护理学类
历史|本科批|哈尔滨医科大学|哈尔滨医科大学02,医药护理,护理组,中,同族,430902,护理学类
物理|本科批|哈尔滨医科大学|哈尔滨医科大学03,医药护理,临床组,低,同族,430903,临床医学类
物理|本科批|哈尔滨医科大学|哈尔滨医科大学04,化材药,化材药组,低,同族,430904,药学类、中药学类
物理|本科批|哈尔滨医科大学|哈尔滨医科大学05,带电工科、医药护理,带电工科组（夹医学技术）,中,跨界混合,430905,电子信息类、医学技术类
物理|本科批|哈尔滨医科大学|哈尔滨医科大学06,生环食品,生物科学组,低,同族,430906,生物科学类
物理|本科批|哈尔滨医科大学|哈尔滨医科大学07,医药护理、化材药,医药+化材药组,低,相近混合,430907,基础医学类、公共卫生与预防医学类、药学类
物理|本科批|哈尔滨医科大学|哈尔滨医科大学08,医药护理,临床口腔组,低,同族,430908,临床医学类、口腔医学类
物理|本科批|哈尔滨医科大学|哈尔滨医科大学09,医药护理,护理组,中,同族,430909,护理学类
物理|本科批|哈尔滨医科大学|哈尔滨医科大学10,医药护理,护理组,中,同族,430910,护理学类
历史|本科批|黑龙江科技大学|黑龙江科技大学01,土建测绘,建筑组,中,同族,431001,建筑类
物理|本科批|黑龙江科技大学|黑龙江科技大学02,土建测绘、机械能源,机械能源组（含建筑）,中,相近混合,431002,建筑类、工业工程类
物理|本科批|黑龙江科技大学|黑龙江科技大学03,带电工科,带电工科组,低,同族,431003,电气类、电子信息类、计算机类
物理|本科批|黑龙江科技大学|黑龙江科技大学04,机械能源、带电工科、土建测绘、生环食品,大理工组（夹测绘/环境）,高,大杂烩,431004,机械类、电气类、电子信息类、计算机类、测绘类、环境科学与工程类
物理|本科批|黑龙江科技大学|黑龙江科技大学05,土建测绘,土木组,中,同族,431005,土木类
历史|提前本科批|黑龙江大学|黑龙江大学01,文法教育,外语组,低,同族,431101,外国语言文学类
历史|提前本科批|黑龙江大学|黑龙江大学02,文法教育,外语组,低,同族,431102,外国语言文学类
历史|提前本科批|黑龙江大学|黑龙江大学03,经管商贸,电商组,低,同族,431103,电子商务类
历史|本科批|黑龙江大学|黑龙江大学04,文法教育,哲学组,低,同族,431104,哲学类
历史|本科批|黑龙江大学|黑龙江大学05,文法教育,中文组,低,同族,431105,中国语言文学类
历史|本科批|黑龙江大学|黑龙江大学06,经管商贸,财经组,低,同族,431106,经济学类、金融学类
历史|本科批|黑龙江大学|黑龙江大学07,文法教育,政治学组,低,同族,431107,政治学类
物理|提前本科批|黑龙江大学|黑龙江大学08,文法教育,外语组,低,同族,431108,外国语言文学类
物理|提前本科批|黑龙江大学|黑龙江大学09,农林动物,农业工程组,低,同族,431109,农业工程类
物理|本科批|黑龙江大学|黑龙江大学10,经管商贸,经管商贸组,低,同族,431110,工商管理类、金融学类
物理|本科批|黑龙江大学|黑龙江大学11,带电工科、机械能源,带电+机械组,低,相近混合,431111,电气类、机械类
物理|本科批|黑龙江大学|黑龙江大学12,理学基础,物理组,低,同族,431112,物理学类
物理|本科批|黑龙江大学|黑龙江大学13,化材药,化学组,低,同族,431113,化学类
物理|本科批|黑龙江大学|黑龙江大学14,理学基础,数学组,低,同族,431114,数学类
物理|本科批|黑龙江大学|黑龙江大学15,土建测绘,土建水利组,中,同族,431115,土木类、水利类
物理|本科批|黑龙江大学|黑龙江大学16,带电工科,计算机组,低,同族,431116,计算机类
历史|本科批|哈尔滨师范大学|哈尔滨师范大学01,经管商贸,经管商贸组,低,同族,431201,工商管理类、公共管理类、电子商务类
历史|本科批|哈尔滨师范大学|哈尔滨师范大学02,文法教育,外语组,低,同族,431202,外国语言文学类
历史|本科批|哈尔滨师范大学|哈尔滨师范大学03,文法教育,外语组,低,同族,431203,外国语言文学类
历史|本科批|哈尔滨师范大学|哈尔滨师范大学04,文法教育,新闻传播组,低,同族,431204,新闻传播学类
历史|本科批|哈尔滨师范大学|哈尔滨师范大学05,文法教育,中文组,低,同族,431205,中国语言文学类
物理|本科批|哈尔滨师范大学|哈尔滨师范大学06,文法教育,中文组,低,同族,431206,中国语言文学类
物理|本科批|哈尔滨师范大学|哈尔滨师范大学07,文法教育,外语组,低,同族,431207,外国语言文学类
物理|本科批|哈尔滨师范大学|哈尔滨师范大学08,经管商贸,经管商贸组,低,同族,431208,工商管理类、电子商务类
物理|本科批|哈尔滨师范大学|哈尔滨师范大学09,文法教育,新闻传播组,低,同族,431209,新闻传播学类
物理|本科批|哈尔滨师范大学|哈尔滨师范大学10,理学基础,数学组,低,同族,431210,数学类
物理|本科批|哈尔滨师范大学|哈尔滨师范大学11,生环食品,生物科学组,低,同族,431211,生物科学类
物理|本科批|哈尔滨师范大学|哈尔滨师范大学12,理学基础,物理组,低,同族,431212,物理学类
物理|本科批|哈尔滨师范大学|哈尔滨师范大学13,理学基础,地理科学组,低,同族,431213,地理科学类
物理|本科批|哈尔滨师范大学|哈尔滨师范大学14,化材药,化材药组,低,同族,431214,材料类、化工与制药类
物理|本科批|哈尔滨师范大学|哈尔滨师范大学15,理学基础,地理科学组,低,同族,431215,地理科学类
历史|本科批|牡丹江师范学院|牡丹江师范学院01,文法教育,文法教育组,低,同族,431401,法学类、外国语言文学类
物理|本科批|牡丹江师范学院|牡丹江师范学院02,经管商贸、文法教育,文法+经管组,低,相近混合,431402,经济学类、外国语言文学类、法学类
物理|本科批|牡丹江师范学院|牡丹江师范学院03,生环食品、带电工科,带电工科组（夹生物科学）,中,跨界混合,431403,生物科学类、电气类、计算机类
历史|本科批|哈尔滨金融学院|哈尔滨金融学院01,经管商贸、文法教育,经管+文法组,低,相近混合,431501,工商管理类、金融学类、外国语言文学类、公共管理类
物理|本科批|哈尔滨金融学院|哈尔滨金融学院02,经管商贸、文法教育,经管+文法组,低,相近混合,431502,经济与贸易类、金融学类、工商管理类、法学类
物理|本科批|哈尔滨金融学院|哈尔滨金融学院03,理学基础,数学组,低,同族,431503,数学类
历史|本科批|东北石油大学|东北石油大学01,经管商贸,工商管理组,低,同族,432101,工商管理类
物理|本科批|东北石油大学|东北石油大学02,带电工科、机械能源、化材药、生环食品、地矿安全、土建测绘,大理工组（夹化工制药/环境/矿业/地质工程等）,高,大杂烩,432102,电气类、电子信息类、机械类、化工与制药类、环境科学与工程类、计算机类、矿业类、地质类、自动化类、能源动力类、土木类
历史|本科批|哈尔滨学院|哈尔滨学院01,文法教育,文法教育组,低,同族,432301,社会学类、中国语言文学类
历史|本科批|哈尔滨学院|哈尔滨学院02,文法教育、经管商贸,经管+文法组,低,相近混合,432302,教育学类、金融学类、工商管理类
历史|本科批|哈尔滨学院|哈尔滨学院03,理学基础,地理科学组,低,同族,432303,地理科学类
物理|本科批|哈尔滨学院|哈尔滨学院04,文法教育、经管商贸,经管+文法组,低,相近混合,432304,教育学类、金融学类
物理|本科批|哈尔滨学院|哈尔滨学院05,土建测绘、带电工科、理学基础、化材药、机械能源,大理工组（夹土木/化学/化工制药）,高,大杂烩,432305,土木类、电气类、数学类、计算机类、化学类、化工与制药类、电子信息类、机械类
物理|本科批|哈尔滨学院|哈尔滨学院06,理学基础,地理科学组,低,同族,432306,地理科学类
历史|本科批|大庆师范学院|大庆师范学院01,文法教育,教育组,低,同族,432401,教育学类
物理|本科批|大庆师范学院|大庆师范学院02,文法教育,教育组,低,同族,432402,教育学类
物理|本科批|大庆师范学院|大庆师范学院03,带电工科,计算机组,低,同族,432403,计算机类
物理|本科批|大庆师范学院|大庆师范学院04,化材药、地矿安全、生环食品,化材药组（含矿业/生物科学）,中,跨界混合,432404,化学类、矿业类、生物科学类
物理|本科批|大庆师范学院|大庆师范学院05,化材药,化工制药组,低,同族,432405,化工与制药类
物理|本科批|大庆师范学院|大庆师范学院06,化材药,化学组,低,同族,432406,化学类
物理|本科批|大庆师范学院|大庆师范学院07,理学基础,数学组,低,同族,432407,数学类
历史|本科批|齐齐哈尔医学院|齐齐哈尔医学院01,文法教育,心理组,低,同族,433101,心理学类
物理|本科批|齐齐哈尔医学院|齐齐哈尔医学院02,化材药,药学组,低,同族,433102,药学类
物理|本科批|齐齐哈尔医学院|齐齐哈尔医学院03,医药护理,临床口腔组,低,同族,433103,临床医学类、口腔医学类
历史|本科批|齐齐哈尔大学|齐齐哈尔大学01,文法教育、经管商贸,文法教育组（含工商管理）,低,相近混合,433201,外国语言文学类、工商管理类、新闻传播学类
物理|本科批|齐齐哈尔大学|齐齐哈尔大学02,土建测绘,建筑组,中,同族,433202,建筑类
物理|本科批|齐齐哈尔大学|齐齐哈尔大学03,理学基础、机械能源、带电工科,带电+理学+机械组,中,相近混合,433203,数学类、机械类、电气类
物理|本科批|齐齐哈尔大学|齐齐哈尔大学04,化材药,化材药组,低,同族,433204,化工与制药类、材料类
物理|本科批|齐齐哈尔大学|齐齐哈尔大学05,化材药、机械能源、生环食品,机械能源组（含材料/纺织）,中,跨界混合,433205,材料类、机械类、纺织类
物理|本科批|齐齐哈尔大学|齐齐哈尔大学06,带电工科,计算机电子组,低,同族,433206,计算机类、电子信息类
物理|本科批|齐齐哈尔大学|齐齐哈尔大学07,生环食品、土建测绘,生环食品组（含土木）,中,跨界混合,433207,食品科学与工程类、轻工类、土木类
物理|本科批|齐齐哈尔大学|齐齐哈尔大学08,农林动物,林学组,低,同族,433208,林学类
历史|本科批|黑河学院|黑河学院01,文法教育,外语组,低,同族,433301,外国语言文学类
物理|本科批|黑河学院|黑河学院02,文法教育,外语组,低,同族,433302,外国语言文学类
物理|本科批|黑河学院|黑河学院03,化材药、生环食品、带电工科,带电工科组（夹材料/生物科学）,中,跨界混合,433303,材料类、生物科学类、计算机类
物理|本科批|黑龙江工业学院|黑龙江工业学院01,带电工科、机械能源、生环食品、化材药、地矿安全,大理工组（夹食品工程/材料/化工制药/矿业）,高,大杂烩,434101,计算机类、电子信息类、电气类、机械类、食品科学与工程类、材料类、化工与制药类、矿业类
物理|本科批|哈尔滨职业技术大学|哈尔滨职业技术大学01,机械能源、土建测绘、带电工科,带电工科组（夹市政）,高,冷热混放,434301,航空装备类、市政工程类、电子信息类、自动化类
物理|本科批|佳木斯大学|佳木斯大学01,土建测绘,建筑组,中,同族,435101,建筑类
物理|本科批|佳木斯大学|佳木斯大学02,带电工科,电气自动化组,低,同族,435102,电气类、自动化类
物理|本科批|佳木斯大学|佳木斯大学03,医药护理、化材药、农林动物,医药护理组（含化工制药/植物生产）,中,跨界混合,435103,医学技术类、公共卫生与预防医学类、化工与制药类、植物生产类
物理|本科批|佳木斯大学|佳木斯大学04,生环食品,生物科学组,低,同族,435104,生物科学类
物理|本科批|佳木斯大学|佳木斯大学05,带电工科,自动化组,低,同族,435105,自动化类
物理|本科批|佳木斯大学|佳木斯大学06,医药护理,口腔组,低,同族,435106,口腔医学类
物理|本科批|佳木斯大学|佳木斯大学07,医药护理,医学技术组,低,同族,435107,医学技术类
物理|本科批|佳木斯大学|佳木斯大学08,医药护理,临床组,低,同族,435108,临床医学类
物理|本科批|黑龙江八一农垦大学|黑龙江八一农垦大学01,经管商贸,工商管理组,低,同族,435201,工商管理类
物理|本科批|黑龙江八一农垦大学|黑龙江八一农垦大学02,经管商贸,农经管组,低,同族,435202,农业经济管理类
物理|本科批|黑龙江八一农垦大学|黑龙江八一农垦大学03,生环食品,食品工程组,低,同族,435203,食品科学与工程类
物理|本科批|黑龙江八一农垦大学|黑龙江八一农垦大学04,机械能源、土建测绘,机械能源组（含土木）,中,相近混合,435204,机械类、土木类
物理|本科批|黑龙江八一农垦大学|黑龙江八一农垦大学05,生环食品、化材药、土建测绘,化材药组（含轻工/建筑）,中,跨界混合,435205,轻工类、化工与制药类、化学类、建筑类
物理|本科批|黑龙江八一农垦大学|黑龙江八一农垦大学06,农林动物、生环食品,农林动物组（含食品工程）,低,相近混合,435206,植物生产类、农业工程类、食品科学与工程类
物理|本科批|黑龙江八一农垦大学|黑龙江八一农垦大学07,理学基础,数学组,低,同族,435207,数学类
物理|本科批|黑龙江八一农垦大学|黑龙江八一农垦大学08,农林动物,林学组,低,同族,435208,林学类
历史|本科批|延边大学|延边大学01,文法教育、经管商贸,文法教育组（夹工商管理）,中,相近混合,437101,法学类、工商管理类、外国语言文学类
历史|本科批|延边大学|延边大学02,文法教育,外语组,低,同族,437102,外国语言文学类
物理|本科批|延边大学|延边大学03,经管商贸,工商管理组,低,同族,437103,工商管理类
物理|本科批|延边大学|延边大学04,带电工科、机械能源、生环食品、化材药,大理工组（夹环境）,高,大杂烩,437104,电子信息类、机械类、环境科学与工程类、药学类
物理|本科批|延边大学|延边大学05,医药护理,临床组,低,同族,437105,临床医学类
物理|本科批|牡丹江医科大学|牡丹江医科大学01,医药护理、化材药,医药+化材药组,低,相近混合,438101,公共卫生与预防医学类、药学类、医学技术类
物理|本科批|牡丹江医科大学|牡丹江医科大学02,医药护理,临床口腔组,低,同族,438102,临床医学类、口腔医学类
物理|本科批|牡丹江医科大学|牡丹江医科大学03,医药护理,临床组,低,同族,438103,临床医学类
物理|本科批|牡丹江医科大学|牡丹江医科大学04,医药护理、生环食品,医药护理组（含生物科学）,低,相近混合,438104,医学技术类、生物科学类
历史|本科批|郑州大学|郑州大学01,文法教育,文法教育组,低,同族,510101,中国语言文学类、哲学类
历史|本科批|郑州大学|郑州大学02,经管商贸、文法教育,经管+文法组,低,相近混合,510102,工商管理类、法学类
物理|本科批|郑州大学|郑州大学03,带电工科,带电工科组,低,同族,510103,电子信息类、计算机类、电气类
物理|本科批|郑州大学|郑州大学04,医药护理,临床口腔组,低,同族,510104,口腔医学类、临床医学类
物理|本科批|郑州大学|郑州大学05,理学基础、化材药、带电工科、生环食品,大理工组（夹化学/生物科学）,中,大杂烩,510105,数学类、化学类、电子信息类、生物科学类
物理|本科批|郑州大学|郑州大学06,土建测绘、生环食品,生环食品组（含水利）,中,跨界混合,510106,水利类、环境科学与工程类
物理|本科批|郑州大学|郑州大学07,化材药、机械能源,机械能源组（含材料）,低,跨界混合,510107,材料类、机械类
物理|本科批|郑州大学|郑州大学08,医药护理,公卫组,低,同族,510108,公共卫生与预防医学类
物理|本科批|华北水利水电大学|华北水利水电大学01,土建测绘、地矿安全、带电工科、机械能源、农林动物、理学基础,大理工组（夹水利/安全工程/土木/自然保护）,高,大杂烩,510201,水利类、安全科学与工程类、土木类、电气类、自动化类、机械类、自然保护与环境生态类、数学类、统计学类、地理科学类、计算机类、电子信息类
历史|本科批|中原工学院|中原工学院01,经管商贸,工商管理组,低,同族,510301,工商管理类
物理|本科批|中原工学院|中原工学院02,经管商贸,物流组,低,同族,510302,物流管理与工程类
物理|本科批|中原工学院|中原工学院03,化材药、带电工科、生环食品、土建测绘,大理工组（夹化工制药/纺织/土木）,高,大杂烩,510303,化工与制药类、计算机类、电子信息类、纺织类、土木类、电气类
历史|本科批|河南工业大学|河南工业大学01,经管商贸、文法教育,经管+文法组,中,相近混合,510401,财政学类、电子商务类、法学类、工商管理类、新闻传播学类、外国语言文学类、物流管理与工程类
物理|本科批|河南工业大学|河南工业大学02,经管商贸、土建测绘、文法教育,经管商贸组（夹建筑）,高,冷热混放,510402,管理科学与工程类、工商管理类、经济与贸易类、建筑类、金融学类、经济学类、新闻传播学类
物理|本科批|河南工业大学|河南工业大学03,机械能源、带电工科,带电+机械组,低,相近混合,510403,仪器类、电气类、计算机类、电子信息类、自动化类
物理|本科批|河南工业大学|河南工业大学04,带电工科,计算机组,低,同族,510404,计算机类
物理|本科批|河南工业大学|河南工业大学05,化材药、生环食品、农林动物,化材药组（含食品工程/环境/生物工程/动物生产）,中,跨界混合,510405,材料类、食品科学与工程类、化学类、化工与制药类、环境科学与工程类、生物工程类、动物生产类
物理|本科批|河南工业大学|河南工业大学06,生环食品、化材药,化材药组（含生物工程）,低,相近混合,510406,生物工程类、化工与制药类
物理|本科批|河南工业大学|河南工业大学07,土建测绘、机械能源、理学基础、带电工科,大理工组（夹土木）,高,大杂烩,510407,土木类、机械类、数学类、统计学类、物理学类、能源动力类、仪器类、计算机类
物理|本科批|河南工业大学|河南工业大学08,带电工科,计算机组,低,同族,510408,计算机类
物理|本科批|河南工业大学|河南工业大学09,生环食品,生环食品组,低,同族,510409,生物科学类、食品科学与工程类
历史|本科批|郑州航空工业管理学院|郑州航空工业管理学院01,文法教育,文新外语组,低,同族,510501,中国语言文学类、外国语言文学类
历史|本科批|郑州航空工业管理学院|郑州航空工业管理学院02,经管商贸、文法教育,经管+文法组,低,相近混合,510502,经济与贸易类、图书情报与档案管理类、法学类
物理|本科批|郑州航空工业管理学院|郑州航空工业管理学院03,机械能源、经管商贸,经管+机械混合组,低,跨界混合,510503,工业工程类、管理科学与工程类
物理|本科批|郑州航空工业管理学院|郑州航空工业管理学院04,经管商贸,工商管理组,低,同族,510504,工商管理类
物理|本科批|郑州航空工业管理学院|郑州航空工业管理学院05,经管商贸、机械能源,经管+机械混合组,低,跨界混合,510505,管理科学与工程类、工业工程类
物理|本科批|郑州航空工业管理学院|郑州航空工业管理学院06,土建测绘、文法教育、经管商贸,经管商贸组（夹建筑）,高,冷热混放,510506,建筑类、法学类、公共管理类
物理|本科批|郑州航空工业管理学院|郑州航空工业管理学院07,经管商贸,财经组,低,同族,510507,经济学类、金融学类、经济与贸易类
物理|本科批|郑州航空工业管理学院|郑州航空工业管理学院08,交通航空,航空航天组,低,同族,510508,航空航天类
物理|本科批|郑州航空工业管理学院|郑州航空工业管理学院09,交通航空、试验班,交通组,低,同族,510509,航空航天类、交叉学科类
物理|本科批|郑州航空工业管理学院|郑州航空工业管理学院10,机械能源、带电工科,带电+机械组,低,相近混合,510510,机械类、自动化类
物理|本科批|郑州航空工业管理学院|郑州航空工业管理学院11,机械能源,机械组,低,同族,510511,机械类
物理|本科批|郑州航空工业管理学院|郑州航空工业管理学院12,带电工科、理学基础,带电+理学组,低,相近混合,510512,计算机类、数学类
物理|本科批|郑州航空工业管理学院|郑州航空工业管理学院13,土建测绘,土木组,中,同族,510513,土木类
物理|本科批|郑州航空工业管理学院|郑州航空工业管理学院14,机械能源,机械组,低,同族,510514,机械类
物理|本科批|郑州航空工业管理学院|郑州航空工业管理学院15,带电工科、军警安全,带电+军警混合组,低,跨界混合,510515,电子信息类、电气类、自动化类、兵器类
物理|本科批|郑州航空工业管理学院|郑州航空工业管理学院16,交通航空、地矿安全、化材药、生环食品,大理工组（含安全工程/环境）,高,大杂烩,510516,交通运输类、安全科学与工程类、材料类、环境科学与工程类
历史|本科批|郑州轻工业大学|郑州轻工业大学01,经管商贸、文法教育,经管+文法组,中,相近混合,510601,工商管理类、物流管理与工程类、电子商务类、经济学类、公共管理类、中国语言文学类
物理|本科批|郑州轻工业大学|郑州轻工业大学02,带电工科、机械能源、生环食品、农林动物、化材药、理学基础、试验班、土建测绘、地矿安全,大理工组（夹食品工程/生物工程/生物科学/植物生产等）,高,大杂烩,510602,电气类、自动化类、机械类、食品科学与工程类、生物工程类、生物科学类、植物生产类、轻工类、化学类、计算机类、数学类、统计学类、电子信息类、交叉学科类、能源动力类、土木类、安全科学与工程类
物理|本科批|郑州轻工业大学|郑州轻工业大学03,带电工科,计算机组,低,同族,510603,计算机类
物理|本科批|郑州轻工业大学|郑州轻工业大学04,生环食品,食品工程组,低,同族,510604,食品科学与工程类
历史|本科批|河南科技学院|河南科技学院01,文法教育,文法教育组,低,同族,511001,教育学类、外国语言文学类、中国语言文学类
物理|本科批|河南科技学院|河南科技学院02,带电工科、生环食品、化材药、农林动物,大理工组（夹化工制药/植物生产）,高,大杂烩,511002,电子信息类、食品科学与工程类、生物科学类、生物工程类、化工与制药类、植物生产类、环境科学与工程类
历史|本科批|河南中医药大学|河南中医药大学01,经管商贸,公管组,低,同族,511401,公共管理类
物理|本科批|河南中医药大学|河南中医药大学02,医药护理,中医组,低,同族,511402,中医学类
物理|本科批|河南中医药大学|河南中医药大学03,医药护理,中西医组,低,同族,511403,中西医结合类
物理|本科批|河南中医药大学|河南中医药大学04,医药护理,公卫组,低,同族,511404,公共卫生与预防医学类
物理|本科批|河南中医药大学|河南中医药大学05,医药护理,护理组,中,同族,511405,护理学类
历史|本科批|河南农业大学|河南农业大学01,经管商贸,经管商贸组,低,同族,511701,经济学类、农业经济管理类
历史|本科批|河南农业大学|河南农业大学02,理学基础,地理科学组,低,同族,511702,地理科学类
物理|本科批|河南农业大学|河南农业大学03,土建测绘、经管商贸,经管商贸组（含建筑）,中,跨界混合,511703,建筑类、管理科学与工程类
物理|本科批|河南农业大学|河南农业大学04,生环食品,食品工程组,低,同族,511704,食品科学与工程类
物理|本科批|河南农业大学|河南农业大学05,生环食品,生环食品组,低,同族,511705,生物科学类、食品科学与工程类
物理|本科批|河南农业大学|河南农业大学06,农林动物,农林动物组,低,同族,511706,农业工程类、植物生产类
物理|本科批|河南农业大学|河南农业大学07,带电工科,计算机组,低,同族,511707,计算机类
物理|本科批|河南农业大学|河南农业大学08,生环食品,环境组,中,同族,511708,环境科学与工程类
物理|本科批|河南农业大学|河南农业大学09,农林动物,植物生产组,低,同族,511709,植物生产类
物理|本科批|河南农业大学|河南农业大学10,农林动物,动物生产组,低,同族,511710,动物生产类
物理|本科批|河南农业大学|河南农业大学11,农林动物,林学组,低,同族,511711,林学类
历史|本科批|信阳师范大学|信阳师范大学01,文法教育、经管商贸,文法教育组（夹工商管理）,中,相近混合,511801,法学类、外国语言文学类、工商管理类
物理|本科批|信阳师范大学|信阳师范大学02,带电工科,计算机组,低,同族,511802,计算机类
物理|本科批|信阳师范大学|信阳师范大学03,带电工科,电子信息组,低,同族,511803,电子信息类
物理|本科批|信阳师范大学|信阳师范大学04,化材药,化工制药组,低,同族,511804,化工与制药类
历史|本科批|河南财经政法大学|河南财经政法大学01,经管商贸,财经组,低,同族,511901,金融学类、财政学类
历史|本科批|河南财经政法大学|河南财经政法大学02,经管商贸,工商管理组,低,同族,511902,工商管理类
历史|本科批|河南财经政法大学|河南财经政法大学03,文法教育,文法教育组,低,同族,511903,法学类、中国语言文学类
物理|本科批|河南财经政法大学|河南财经政法大学04,文法教育,法学组,低,同族,511904,法学类
物理|本科批|河南财经政法大学|河南财经政法大学05,经管商贸,工商管理组,低,同族,511905,工商管理类
物理|本科批|河南财经政法大学|河南财经政法大学06,经管商贸,财经组,低,同族,511906,金融学类、财政学类
物理|本科批|河南财经政法大学|河南财经政法大学07,带电工科、理学基础,带电+理学组,低,相近混合,511907,电子信息类、计算机类、数学类
物理|本科批|河南财经政法大学|河南财经政法大学08,带电工科,计算机组,低,同族,511908,计算机类
历史|本科批|河南工程学院|河南工程学院01,经管商贸、文法教育,经管+文法组,低,相近混合,512201,经济与贸易类、外国语言文学类、工商管理类
历史|本科批|河南工程学院|河南工程学院02,文法教育,法学组,低,同族,512202,法学类
物理|本科批|河南工程学院|河南工程学院03,生环食品、经管商贸,经管商贸组（含纺织）,中,跨界混合,512203,纺织类、工商管理类、物流管理与工程类
物理|本科批|河南工程学院|河南工程学院04,理学基础、机械能源、化材药、生环食品,大理工组（夹化工制药/纺织/轻工/材料）,高,大杂烩,512204,数学类、物理学类、机械类、化工与制药类、纺织类、轻工类、材料类
