key,M列专业板块,C列简化专业组名,风险等级,亲缘判断,院校专业组代码,完整专业类覆盖
物理|本科批|兰州大学|兰州大学20,生环食品,生物工程组,低,同族,720120,生物工程类
历史|本科批|兰州理工大学|兰州理工大学01,经管商贸、文法教育,经管+文法组,低,相近混合,720201,工商管理类、法学类
物理|本科批|兰州理工大学|兰州理工大学02,经管商贸、土建测绘、文法教育,经管商贸组（夹建筑）,高,冷热混放,720202,工商管理类、建筑类、法学类
物理|本科批|兰州理工大学|兰州理工大学03,机械能源、土建测绘、经管商贸、化材药、地矿安全、生环食品、带电工科、理学基础、交通航空,大理工组（夹土木/测绘/化工制药/安全工程等）,高,大杂烩,720203,机械类、能源动力类、土木类、测绘类、管理科学与工程类、工业工程类、化工与制药类、安全科学与工程类、仪器类、食品科学与工程类、生物工程类、电子信息类、数学类、材料类、电气类、自动化类、计算机类、航空航天类
历史|本科批|兰州财经大学|兰州财经大学01,经管商贸、文法教育,经管+文法组,中,相近混合,720301,工商管理类、金融学类、经济与贸易类、电子商务类、公共管理类、财政学类、法学类
物理|本科批|兰州财经大学|兰州财经大学02,经管商贸、文法教育,经管+文法组,中,相近混合,720302,金融学类、旅游管理类、物流管理与工程类、经济学类、经济与贸易类、社会学类、财政学类
物理|本科批|兰州财经大学|兰州财经大学03,带电工科,电子信息组,低,同族,720303,电子信息类
历史|本科批|兰州交通大学|兰州交通大学01,文法教育、经管商贸,经管+文法组,低,相近混合,720401,中国语言文学类、经济与贸易类、工商管理类、外国语言文学类
物理|本科批|兰州交通大学|兰州交通大学02,交通航空,铁道运输组,低,同族,720402,铁道运输类
物理|本科批|兰州交通大学|兰州交通大学03,经管商贸、土建测绘,经管商贸组（含建筑）,中,跨界混合,720403,物流管理与工程类、管理科学与工程类、建筑类
物理|本科批|兰州交通大学|兰州交通大学04,交通航空、带电工科,带电+交通组,低,相近混合,720404,交通运输类、计算机类
物理|本科批|兰州交通大学|兰州交通大学05,交通航空、土建测绘、机械能源、带电工科、理学基础、化材药,大理工组（夹土木/水利/测绘/材料等）,高,大杂烩,720405,交通运输类、土木类、水利类、机械类、能源动力类、电气类、自动化类、电子信息类、数学类、物理学类、测绘类、材料类、化工与制药类
物理|本科批|兰州交通大学|兰州交通大学06,带电工科、机械能源,带电+机械组,低,相近混合,720406,电气类、机械类
历史|本科批|西北民族大学|西北民族大学01,文法教育,文法教育组,低,同族,720501,社会学类、新闻传播学类
历史|本科批|西北民族大学|西北民族大学02,文法教育,民族学组,低,同族,720502,民族学类
历史|本科批|西北民族大学|西北民族大学03,艺术传媒,戏剧影视组,低,同族,720503,戏剧与影视学类
历史|本科批|西北民族大学|西北民族大学04,文法教育,外语组,低,同族,720504,外国语言文学类
历史|本科批|西北民族大学|西北民族大学05,文法教育,法学组,低,同族,720505,法学类
物理|本科批|西北民族大学|西北民族大学06,文法教育,教育组,低,同族,720506,教育学类
物理|本科批|西北民族大学|西北民族大学07,土建测绘,土木组,中,同族,720507,土木类
物理|本科批|西北民族大学|西北民族大学08,带电工科,带电工科组,低,同族,720508,电子信息类、电气类、自动化类
物理|本科批|西北民族大学|西北民族大学09,带电工科,计算机组,低,同族,720509,计算机类
物理|本科批|西北民族大学|西北民族大学10,带电工科,计算机组,低,同族,720510,计算机类
物理|本科批|西北民族大学|西北民族大学11,生环食品、农林动物,生环食品组（含动物生产）,低,相近混合,720511,生物科学类、动物生产类、生物工程类
物理|本科批|西北民族大学|西北民族大学12,化材药、生环食品,化材药组（含环境）,中,相近混合,720512,化工与制药类、化学类、材料类、环境科学与工程类
历史|本科批|甘肃农业大学|甘肃农业大学01,经管商贸,金融组,低,同族,720601,金融学类
物理|本科批|甘肃农业大学|甘肃农业大学02,经管商贸,经管商贸组,低,同族,720602,金融学类、工商管理类
历史|本科批|甘肃政法大学|甘肃政法大学01,经管商贸、文法教育,经管+文法组,低,相近混合,720701,公共管理类、工商管理类、法学类、社会学类
物理|本科批|甘肃政法大学|甘肃政法大学02,文法教育、经管商贸,经管+文法组,中,相近混合,720702,法学类、金融学类、工商管理类、经济学类、新闻传播学类、外国语言文学类
物理|本科批|甘肃政法大学|甘肃政法大学03,带电工科,计算机组,低,同族,720703,计算机类
物理|本科批|陇东学院|陇东学院01,经管商贸,经管商贸组,低,同族,721101,工商管理类、经济学类、公共管理类
物理|本科批|陇东学院|陇东学院02,化材药、机械能源、生环食品、农林动物、带电工科,大理工组（夹化学/化工制药/生物工程/食品工程等）,中,大杂烩,721102,化学类、机械类、化工与制药类、生物工程类、食品科学与工程类、自然保护与环境生态类、计算机类、自动化类
物理|本科批|陇东学院|陇东学院03,医药护理,护理组,中,同族,721103,护理学类
历史|本科批|西北师范大学|西北师范大学01,文法教育、艺术传媒、经管商贸,文商组（夹工商管理）,中,大杂烩,721401,哲学类、中国语言文学类、法学类、社会学类、历史学类、外国语言文学类、戏剧与影视学类、工商管理类
历史|本科批|西北师范大学|西北师范大学02,文法教育,马理论组,低,同族,721402,马克思主义理论类
物理|本科批|西北师范大学|西北师范大学03,文法教育、经管商贸,文法+经管组,低,相近混合,721403,心理学类、外国语言文学类、教育学类、金融学类、经济学类
物理|本科批|西北师范大学|西北师范大学04,生环食品、理学基础、化材药、带电工科,大理工组（夹生物科学/化学）,中,大杂烩,721404,生物科学类、物理学类、化学类、数学类、电子信息类
物理|本科批|西北师范大学|西北师范大学05,理学基础,地理科学组,低,同族,721405,地理科学类
历史|本科批|天水师范大学|天水师范大学01,文法教育,中文组,低,同族,721601,中国语言文学类
历史|本科批|天水师范大学|天水师范大学02,经管商贸、文法教育,经管+文法组,低,相近混合,721602,工商管理类、法学类
物理|本科批|天水师范大学|天水师范大学03,机械能源、土建测绘,土建测绘+机械组,中,相近混合,721603,机械类、土木类、测绘类
物理|本科批|兰州工业学院|兰州工业学院01,机械能源、带电工科、化材药,带电工科组（夹化工制药）,中,跨界混合,721701,机械类、能源动力类、电气类、计算机类、电子信息类、化工与制药类
历史|本科批|兰州城市学院|兰州城市学院01,文法教育,中文组,低,同族,721801,中国语言文学类
物理|本科批|兰州城市学院|兰州城市学院02,理学基础、带电工科,带电+理学组,低,相近混合,721802,数学类、计算机类
物理|本科批|兰州城市学院|兰州城市学院03,地矿安全、机械能源、土建测绘,机械能源组（含地质工程/土木）,中,跨界混合,721803,地质类、能源动力类、土木类
物理|本科批|兰州城市学院|兰州城市学院04,化材药,化材药组,低,同族,721804,化学类、化工与制药类
物理|本科批|兰州城市学院|兰州城市学院05,理学基础、带电工科,带电+理学组,低,相近混合,721805,物理学类、电子信息类
物理|本科批|兰州城市学院|兰州城市学院06,带电工科、地矿安全、机械能源,带电工科组（夹矿业）,高,冷热混放,721806,计算机类、矿业类、机械类
物理|本科批|兰州城市学院|兰州城市学院07,化材药、带电工科、机械能源、生环食品,大理工组（夹材料/环境）,高,大杂烩,721807,材料类、自动化类、机械类、环境科学与工程类
历史|本科批|兰州文理学院|兰州文理学院01,文法教育,中文组,低,同族,721901,中国语言文学类
物理|本科批|兰州文理学院|兰州文理学院02,带电工科,计算机组,低,同族,721902,计算机类
物理|本科批|甘肃医学院|甘肃医学院01,医药护理、化材药,医药+化材药组,低,相近混合,722001,公共卫生与预防医学类、药学类、中药学类、医学技术类
物理|本科批|甘肃医学院|甘肃医学院02,医药护理,临床组,低,同族,722002,临床医学类
