school,subject,batch,group,groupCode,code,major,majorClass,discipline,strictCategory,strictTone,sourceTone,plan26,score25,rank25
盐城师范学院,物理,本科批,盐城师范学院06,136206,46,统计学,统计学类,理学,理学/基础类,orange,green,100,516,139204
扬州大学,物理,提前本科批,扬州大学18,138118,42,统计学(地方专项计划),统计学类,理学,理学/基础类,orange,green,3,580,54120
扬州大学,物理,提前本科批,扬州大学18,138118,47,能源与动力工程(地方专项计划),能源动力类,工学,能源动力类,orange,green,3,585,48741
扬州大学,物理,提前本科批,扬州大学18,138118,48,水利水电工程(地方专项计划),水利类,工学,远缘低接受度方向,red,yellow,3,582,51946
扬州大学,物理,提前本科批,扬州大学18,138118,49,智慧水利(地方专项计划),水利类,工学,远缘低接受度方向,red,yellow,3,585,48741
扬州大学,物理,本科批,扬州大学51,138151,C4,能源与动力工程,能源动力类,工学,能源动力类,orange,green,73,584,49807
扬州大学,物理,本科批,扬州大学51,138151,C5,新能源科学与工程,能源动力类,工学,能源动力类,orange,green,77,582,51946
扬州大学,物理,本科批,扬州大学66,138166,H1,材料成型及控制工程(与中国机械总院集团北京机电研究所有限公司联合培养),机械类,工学,材料类,orange,green,40,587,46627
扬州职业技术大学,物理,本科批,扬州职业技术大学04,139004,34,新能源汽车工程技术(以下专业在瘦西湖校区学习),汽车制造类,装备制造大类,能源动力类,orange,green,39,,
扬州职业技术大学,物理,本科批,扬州职业技术大学05,139005,36,测绘工程技术(以下专业在高邮湖校区学习),测绘地理信息类,资源环境与安全大类,理学/基础类,orange,green,77,507,151738
扬州职业技术大学,物理,本科批,扬州职业技术大学05,139005,37,生态环境工程技术(以下专业在高邮湖校区学习),环境保护类,资源环境与安全大类,远缘低接受度方向,red,green,37,508,150365
扬州职业技术大学,物理,本科批,扬州职业技术大学05,139005,38,制药工程技术(以下专业在高邮湖校区学习),药品与医疗器械类,食品药品与粮食大类,远缘低接受度方向,red,green,41,,
扬州职业技术大学,物理,本科批,扬州职业技术大学05,139005,39,服装工程技术(以下专业在高邮湖校区学习),纺织服装类,轻工纺织大类,远缘低接受度方向,red,green,16,508,150365
扬州职业技术大学,物理,本科批,扬州职业技术大学05,139005,40,设施园艺(以下专业在高邮湖校区学习),农业类,农林牧渔大类,远缘低接受度方向,red,green,23,,
江苏大学,物理,提前本科批,江苏大学12,140112,32,农业智能装备工程(地方专项计划),农业工程类,工学,远缘低接受度方向,red,green,4,584,49807
江苏大学,物理,本科批,江苏大学21,140121,65,新能源汽车工程,机械类,工学,能源动力类,orange,green,127,590,43571
江苏大学,物理,本科批,江苏大学26,140126,91,农业智能装备工程,农业工程类,工学,远缘低接受度方向,red,green,67,586,47687
江苏大学,物理,本科批,江苏大学26,140126,92,农业机器人,农业工程类,工学,远缘低接受度方向,red,green,21,,
江苏大学,物理,本科批,江苏大学33,140133,B2,"新能源科学与工程(中澳学分互认联合培养项目)(第三、四学年赴澳大利亚新南威尔士大学学习,赴澳学费另算)(以下为江苏高校中外学分互认联合培养项目,项目学生必须按中外大学制订的联合培养方案赴国外合作大学学习两年或两年半攻读学位。项目学生中方学费同其他普通专业学生,外方学费由外方另行收取。本项目不招收无出国意愿的考生)(高校中外学分互认联合培养项目)",能源动力类,工学,能源动力类,orange,green,30,533,115116
江苏大学,物理,本科批,江苏大学33,140133,B4,"材料科学与工程(中英学分互认联合培养项目)(第三、四学年赴英国拉夫堡大学学习,赴英学费另算)(以下为江苏高校中外学分互认联合培养项目,项目学生必须按中外大学制订的联合培养方案赴国外合作大学学习两年或两年半攻读学位。项目学生中方学费同其他普通专业学生,外方学费由外方另行收取。本项目不招收无出国意愿的考生)(高校中外学分互认联合培养项目)",材料类,工学,材料类,orange,green,20,512,144773
江苏科技大学,物理,本科批,江苏科技大学09,140209,36,能源动力类(能源与动力工程、新能源科学与工程)(镇江校区),能源动力类,工学,能源动力类,orange,green,111,575,59906
江苏科技大学,物理,本科批,江苏科技大学11,140211,44,焊接技术与工程(镇江校区),材料类,工学,材料类,orange,green,83,565,72123
江苏科技大学,物理,本科批,江苏科技大学11,140211,45,金属材料工程(镇江校区),材料类,工学,材料类,orange,green,47,560,78397
江苏科技大学,物理,本科批,江苏科技大学11,140211,46,高分子材料与工程(镇江校区),材料类,工学,材料类,orange,green,43,559,79712
江苏科技大学,物理,本科批,江苏科技大学11,140211,47,食品科学与工程类(食品质量与安全、食品科学与工程)(镇江校区),食品科学与工程类,工学,远缘低接受度方向,red,green,88,556,83618
江苏科技大学,物理,本科批,江苏科技大学11,140211,48,粮食工程(镇江校区),食品科学与工程类,工学,远缘低接受度方向,red,green,22,556,83618
江苏科技大学,物理,本科批,江苏科技大学11,140211,49,新能源材料与器件(镇江校区),材料类,工学,材料类,orange,green,43,565,72123
江苏科技大学,物理,本科批,江苏科技大学11,140211,50,能源化学工程(镇江校区),化工与制药类,工学,理学/基础类,orange,green,39,559,79712
江苏科技大学,物理,本科批,江苏科技大学11,140211,51,材料成型及控制工程(镇江校区),机械类,工学,材料类,orange,green,31,561,77094
江苏科技大学,物理,本科批,江苏科技大学11,140211,53,应用化学(镇江校区),化学类,理学,理学/基础类,orange,green,21,557,82293
江苏科技大学,物理,本科批,江苏科技大学11,140211,54,生物工程(镇江校区),生物工程类,工学,远缘低接受度方向,red,green,31,556,83618
江苏科技大学,物理,本科批,江苏科技大学11,140211,55,生物技术(镇江校区),生物科学类,理学,理学/基础类,orange,green,24,556,83618
江苏科技大学,物理,本科批,江苏科技大学11,140211,56,环境工程(镇江校区),环境科学与工程类,工学,远缘低接受度方向,red,green,20,556,83618
江苏科技大学,物理,本科批,江苏科技大学12,140212,59,新能源汽车工程(张家港校区),机械类,工学,能源动力类,orange,green,110,562,75838
江苏科技大学,物理,本科批,江苏科技大学12,140212,60,冶金工程(张家港校区),材料类,工学,材料类,orange,green,200,556,83618
江苏科技大学,物理,本科批,江苏科技大学14,140214,67,"能源与动力工程(以下专业与俄罗斯国家研究型莫尔多瓦国立大学合作办学,四年均在江苏科技大学学习)(中外合作办学)(镇江校区)",能源动力类,工学,能源动力类,orange,green,70,,
泰州学院,物理,本科批,泰州学院05,142105,23,数学与应用数学(师范),数学类,理学,理学/基础类,orange,green,66,510,147537
泰州学院,物理,本科批,泰州学院05,142105,24,应用统计学,统计学类,理学,理学/基础类,orange,green,72,510,147537
泰州学院,物理,本科批,泰州学院05,142105,37,"制药工程(报考该专业有色觉要求,具体请查阅院校招生章程)",化工与制药类,工学,远缘低接受度方向,red,green,60,510,147537
泰州学院,物理,本科批,泰州学院05,142105,38,"生物制药(报考该专业有色觉要求,具体请查阅院校招生章程)",生物工程类,工学,远缘低接受度方向,red,orange,68,510,147537
泰州学院,物理,本科批,泰州学院05,142105,39,"食品营养与健康(报考该专业有色觉要求,具体请查阅院校招生章程)",食品科学与工程类,工学,远缘低接受度方向,red,green,80,,
泰州学院,物理,本科批,泰州学院05,142105,40,"应用化学(报考该专业有色觉要求,具体请查阅院校招生章程)",化学类,理学,理学/基础类,orange,green,100,510,147537
泰州学院,物理,本科批,泰州学院05,142105,41,"环境工程(报考该专业有色觉要求,具体请查阅院校招生章程)",环境科学与工程类,工学,远缘低接受度方向,red,orange,30,510,147537
泰州学院,物理,本科批,泰州学院05,142105,42,"新能源材料与器件(报考该专业有色觉要求,具体请查阅院校招生章程)",材料类,工学,材料类,orange,green,40,,
宿迁学院,物理,本科批,宿迁学院05,142605,32,物理学(师范),物理学类,理学,理学/基础类,orange,green,50,506,153113
宿迁学院,物理,本科批,宿迁学院05,142605,33,数学与应用数学(师范),数学类,理学,理学/基础类,orange,green,90,506,153113
宿迁学院,物理,本科批,宿迁学院05,142605,34,信息与计算科学,数学类,理学,理学/基础类,orange,green,50,507,151738
宿迁学院,物理,本科批,宿迁学院05,142605,41,材料科学与工程(集萃创新班),材料类,工学,材料类,orange,green,30,,
宿迁学院,物理,本科批,宿迁学院05,142605,42,材料科学与工程,材料类,工学,材料类,orange,green,31,506,153113
宿迁学院,物理,本科批,宿迁学院05,142605,43,材料成型及控制工程,机械类,工学,材料类,orange,yellow,31,507,151738
宿迁学院,物理,本科批,宿迁学院05,142605,45,新能源汽车工程,机械类,工学,能源动力类,orange,yellow,83,508,150365
宿迁学院,物理,本科批,宿迁学院05,142605,46,高分子材料与工程,材料类,工学,材料类,orange,green,40,,
宿迁学院,物理,本科批,宿迁学院05,142605,47,生物工程,生物工程类,工学,远缘低接受度方向,red,orange,50,506,153113
宿迁学院,物理,本科批,宿迁学院05,142605,49,测绘工程,测绘类,工学,远缘低接受度方向,red,orange,65,506,153113
宿迁学院,物理,本科批,宿迁学院05,142605,50,土木工程(创新班),土木类,工学,远缘低接受度方向,red,orange,43,506,153113
宿迁学院,物理,本科批,宿迁学院05,142605,51,智能建造,土木类,工学,远缘低接受度方向,red,orange,55,506,153113
南京航空航天大学金城学院,物理,本科批,南京航空航天大学金城学院07,180307,35,新能源汽车工程,机械类,工学,能源动力类,orange,green,77,492,171882
南京航空航天大学金城学院,物理,本科批,南京航空航天大学金城学院07,180307,49,智能建造,土木类,工学,远缘低接受度方向,red,orange,48,489,175733
南京理工大学紫金学院,物理,本科批,南京理工大学紫金学院11,180411,37,"智能建造(以下专业第一学年在高淳校区学习,第二、三、四学年在仙林校区学习)",土木类,工学,远缘低接受度方向,red,orange,47,500,161262
南京工业大学浦江学院,物理,本科批,南京工业大学浦江学院08,181008,34,新能源汽车工程(以下专业在南京市溧水区励学路9号学习),机械类,工学,能源动力类,orange,green,15,498,163927
中国矿业大学徐海学院,物理,本科批,中国矿业大学徐海学院03,182603,12,"机械工程(学校目前办学地址为徐州市金山东路1号(中国矿业大学文昌校区),正履行大学路校区(徐州市铜山区大学路369号)报批程序,若审批通过,2026级新生将在大学路校区学习)",机械类,工学,远缘低接受度方向,red,green,105,483,183222
中国矿业大学徐海学院,物理,本科批,中国矿业大学徐海学院03,182603,13,"工业设计(学校目前办学地址为徐州市金山东路1号(中国矿业大学文昌校区),正履行大学路校区(徐州市铜山区大学路369号)报批程序,若审批通过,2026级新生将在大学路校区学习)",机械类,工学,远缘低接受度方向,red,green,53,479,187939
中国矿业大学徐海学院,物理,本科批,中国矿业大学徐海学院03,182603,15,"材料科学与工程(学校目前办学地址为徐州市金山东路1号(中国矿业大学文昌校区),正履行大学路校区(徐州市铜山区大学路369号)报批程序,若审批通过,2026级新生将在大学路校区学习)",材料类,工学,材料类,orange,green,79,479,187939
中国矿业大学徐海学院,物理,本科批,中国矿业大学徐海学院03,182603,16,"能源与动力工程(学校目前办学地址为徐州市金山东路1号(中国矿业大学文昌校区),正履行大学路校区(徐州市铜山区大学路369号)报批程序,若审批通过,2026级新生将在大学路校区学习)",能源动力类,工学,能源动力类,orange,green,104,481,185583
中国矿业大学徐海学院,物理,本科批,中国矿业大学徐海学院03,182603,22,"土木工程(学校目前办学地址为徐州市金山东路1号(中国矿业大学文昌校区),正履行大学路校区(徐州市铜山区大学路369号)报批程序,若审批通过,2026级新生将在大学路校区学习)",土木类,工学,远缘低接受度方向,red,orange,30,479,187939
中国矿业大学徐海学院,物理,本科批,中国矿业大学徐海学院03,182603,24,"安全工程(学校目前办学地址为徐州市金山东路1号(中国矿业大学文昌校区),正履行大学路校区(徐州市铜山区大学路369号)报批程序,若审批通过,2026级新生将在大学路校区学习)",安全科学与工程类,工学,远缘低接受度方向,red,yellow,68,479,187939
中国矿业大学徐海学院,物理,本科批,中国矿业大学徐海学院03,182603,25,"工程管理(学校目前办学地址为徐州市金山东路1号(中国矿业大学文昌校区),正履行大学路校区(徐州市铜山区大学路369号)报批程序,若审批通过,2026级新生将在大学路校区学习)",管理科学与工程类,管理学,远缘低接受度方向,red,orange,50,479,187939
江苏科技大学苏州理工学院,物理,本科批,江苏科技大学苏州理工学院03,183703,12,土木工程,土木类,工学,远缘低接受度方向,red,orange,10,489,175733
江苏科技大学苏州理工学院,物理,本科批,江苏科技大学苏州理工学院03,183703,15,能源与动力工程,能源动力类,工学,能源动力类,orange,green,14,491,173224
江苏科技大学苏州理工学院,物理,本科批,江苏科技大学苏州理工学院03,183703,20,材料成型及控制工程,机械类,工学,材料类,orange,green,53,489,175733
江苏科技大学苏州理工学院,物理,本科批,江苏科技大学苏州理工学院03,183703,21,焊接技术与工程,材料类,工学,材料类,orange,green,32,489,175733
江苏科技大学苏州理工学院,物理,本科批,江苏科技大学苏州理工学院03,183703,22,新能源材料与器件,材料类,工学,材料类,orange,green,9,490,174489
南通大学杏林学院,物理,本科批,南通大学杏林学院04,183804,40,土木工程(以下专业在启东市近海镇南海路1号学习),土木类,工学,远缘低接受度方向,red,orange,65,474,193551
扬州大学广陵学院,物理,本科批,扬州大学广陵学院05,184405,27,水利水电工程,水利类,工学,远缘低接受度方向,red,yellow,68,481,185583
扬州大学广陵学院,物理,本科批,扬州大学广陵学院05,184405,28,新能源科学与工程,能源动力类,工学,能源动力类,orange,green,62,482,184371
扬州大学广陵学院,物理,本科批,扬州大学广陵学院05,184405,29,高分子材料与工程,材料类,工学,材料类,orange,green,23,483,183222
扬州大学广陵学院,物理,本科批,扬州大学广陵学院05,184405,30,给排水科学与工程,土木类,工学,远缘低接受度方向,red,orange,23,481,185583
扬州大学广陵学院,物理,本科批,扬州大学广陵学院05,184405,31,化学工程与工艺,化工与制药类,工学,理学/基础类,orange,green,23,485,180772
扬州大学广陵学院,物理,本科批,扬州大学广陵学院05,184405,32,制药工程,化工与制药类,工学,远缘低接受度方向,red,green,60,482,184371
扬州大学广陵学院,物理,本科批,扬州大学广陵学院05,184405,33,环境工程,环境科学与工程类,工学,远缘低接受度方向,red,green,13,481,185583
扬州大学广陵学院,物理,本科批,扬州大学广陵学院05,184405,34,生物制药,生物工程类,工学,远缘低接受度方向,red,green,26,485,180772
江苏大学京江学院,物理,本科批,江苏大学京江学院05,184505,25,食品科学与工程,食品科学与工程类,工学,远缘低接受度方向,red,orange,32,484,182031
江苏大学京江学院,物理,本科批,江苏大学京江学院05,184505,26,统计学,统计学类,理学,理学/基础类,orange,green,55,480,186728
江苏大学京江学院,物理,本科批,江苏大学京江学院06,184506,30,材料成型及控制工程,机械类,工学,材料类,orange,green,65,478,189077
江苏大学京江学院,物理,本科批,江苏大学京江学院06,184506,31,金属材料工程,材料类,工学,材料类,orange,green,35,478,189077
江苏大学京江学院,物理,本科批,江苏大学京江学院07,184507,34,能源与动力工程(动力流体、动力机械),能源动力类,工学,能源动力类,orange,green,55,483,183222
南京医科大学康达学院,物理,本科批,南京医科大学康达学院06,184606,33,"制药工程(报考该专业有色觉要求,具体请查阅院校招生章程)",化工与制药类,工学,远缘低接受度方向,red,green,100,490,174489
南京师范大学泰州学院,物理,本科批,南京师范大学泰州学院04,184704,18,数学与应用数学(师范),数学类,理学,理学/基础类,orange,green,20,496,166592
南京理工大学泰州科技学院,物理,本科批,南京理工大学泰州科技学院04,184804,29,"制药工程(报考该专业有色觉要求,具体请查阅院校招生章程)",化工与制药类,工学,远缘低接受度方向,red,orange,55,486,179557
南京理工大学泰州科技学院,物理,本科批,南京理工大学泰州科技学院04,184804,30,"环境工程(报考该专业有色觉要求,具体请查阅院校招生章程)",环境科学与工程类,工学,远缘低接受度方向,red,orange,45,486,179557
常州大学怀德学院,物理,本科批,常州大学怀德学院04,185504,20,环境工程,环境科学与工程类,工学,远缘低接受度方向,red,orange,60,472,195769
常州大学怀德学院,物理,本科批,常州大学怀德学院04,185504,21,给排水科学与工程,土木类,工学,远缘低接受度方向,red,orange,50,472,195769
常州大学怀德学院,物理,本科批,常州大学怀德学院04,185504,22,土木工程,土木类,工学,远缘低接受度方向,red,orange,40,472,195769
常州大学怀德学院,物理,本科批,常州大学怀德学院04,185504,25,高分子材料与工程,材料类,工学,材料类,orange,green,81,473,194704
南京师范大学中北学院,物理,本科批,南京师范大学中北学院05,185805,35,能源与动力工程,能源动力类,工学,能源动力类,orange,green,60,481,185583
南京师范大学中北学院,物理,本科批,南京师范大学中北学院05,185805,42,"环境工程(报考该专业有色觉要求,具体请查阅院校招生章程)",环境科学与工程类,工学,远缘低接受度方向,red,orange,45,479,187939
无锡太湖学院,物理,本科批,无锡太湖学院05,191505,51,土木工程,土木类,工学,远缘低接受度方向,red,orange,39,481,185583
无锡太湖学院,物理,本科批,无锡太湖学院05,191505,52,智能建造,土木类,工学,远缘低接受度方向,red,orange,40,481,185583
南通理工学院,物理,本科批,南通理工学院03,192803,18,"金属材料工程(第一学年在海安校区学习,第二、三、四学年在南通校区学习)",材料类,工学,材料类,orange,green,48,463,204992
南通理工学院,物理,本科批,南通理工学院03,192803,21,"新能源材料与器件(第一学年在海安校区学习,第二、三、四学年在南通校区学习)",材料类,工学,材料类,orange,green,65,465,202993
南通理工学院,物理,本科批,南通理工学院03,192803,22,"复合材料与工程(第一学年在海安校区学习,第二、三、四学年在南通校区学习)",材料类,工学,材料类,orange,green,50,,
南通理工学院,物理,本科批,南通理工学院03,192803,23,"新能源科学与工程(第一学年在海安校区学习,第二、三、四学年在南通校区学习)",能源动力类,工学,能源动力类,orange,green,67,465,202993
南通理工学院,物理,本科批,南通理工学院03,192803,30,"焊接技术与工程(第一学年在海安校区学习,第二、三、四学年在南通校区学习)",材料类,工学,材料类,orange,green,32,463,204992
南通理工学院,物理,本科批,南通理工学院03,192803,32,"新能源汽车工程(第一学年在海安校区学习,第二、三、四学年在南通校区学习)",机械类,工学,能源动力类,orange,green,106,464,204005
南通理工学院,物理,本科批,南通理工学院03,192803,35,土木工程(海安校区),土木类,工学,远缘低接受度方向,red,green,75,463,204992
南通理工学院,物理,本科批,南通理工学院03,192803,36,智能建造(海安校区),土木类,工学,远缘低接受度方向,red,green,69,463,204992
南通理工学院,物理,本科批,南通理工学院03,192803,38,土木、水利与海洋工程(海安校区),土木类,工学,远缘低接受度方向,red,green,67,463,204992
南通理工学院,物理,本科批,南通理工学院03,192803,39,测绘工程(海安校区),测绘类,工学,远缘低接受度方向,red,green,50,,
南通理工学院,物理,本科批,南通理工学院03,192803,40,安全工程(海安校区),安全科学与工程类,工学,远缘低接受度方向,red,green,93,463,204992
南通理工学院,物理,本科批,南通理工学院03,192803,42,化工安全工程(海安校区),化工与制药类,工学,远缘低接受度方向,red,yellow,80,463,204992
复旦大学,物理,本科批,复旦大学07,210107,33,理科试验班(相辉学堂相辉计划)(数学与应用数学、物理学、化学、生物科学)(含数学、物理、化学、生物科学英才班),理科试验班类,试验班,理学/基础类,orange,blue,3,679,197
复旦大学,物理,本科批,复旦大学07,210107,36,核工程与核技术(聚变领军人才班)(含核工程与核技术+国际政治(全球领导力)双学士学位),核工程类,工学,能源动力类,orange,yellow,2,,
复旦大学,物理,本科批,复旦大学07,210107,50,工科试验班(变革性材料与能源)(材料科学与工程、新能源科学与工程),工科试验班类,试验班,材料类,orange,blue,3,,
上海交通大学,物理,本科批,上海交通大学06,210306,17,机械类(钱学森工程科学试点班)(机械工程、能源与动力工程)(含机械动力类+数学与应用数学、能源与动力工程+化学双学士学位),机械类,工学,能源动力类,orange,green,2,679,197
上海交通大学,物理,本科批,上海交通大学06,210306,18,船舶与海洋工程(船舶与海洋工程+数学与应用数学双学士学位),海洋工程类,工学,理学/基础类,orange,green,1,673,444
上海交通大学,物理,本科批,上海交通大学06,210306,20,材料科学与工程(徐祖耀荣誉班)(含材料科学与工程+应用物理学双学士学位),材料类,工学,材料类,orange,green,2,673,444
上海交通大学,物理,本科批,上海交通大学06,210306,28,工科试验班类(机电类)(机械类、航空航天工程、智慧能源工程、可持续能源)(含机械动力类+数学与应用数学、能源与动力工程+化学双学士学位),工科试验班类,试验班,能源动力类,orange,blue,10,673,444
华东理工大学,历史,本科批,华东理工大学01,210401,05,"风景园林(未来人居环境方向)(报考该专业有色觉要求,具体请查阅院校招生章程)(以下专业在奉贤校区和徐汇校区学习,新生入校后首先进入奉贤校区就读,后续阶段根据学校发展规划及专业特点,适时调整就读校区)",建筑类,工学,远缘低接受度方向,red,green,4,595,6766
华东理工大学,物理,提前本科批,华东理工大学02,210402,10,"信息与计算科学(以下专业在奉贤校区和徐汇校区学习,新生入校后首先进入奉贤校区就读,后续阶段根据学校发展规划及专业特点,适时调整就读校区。报考该专业组部分专业有色觉等要求,具体请查阅院校招生章程)(高校专项计划)",数学类,理学,理学/基础类,orange,yellow,2,626,14488
华东理工大学,物理,提前本科批,华东理工大学02,210402,11,"化学工程与工艺(第一学年学费为7000元/年)(以下专业在奉贤校区和徐汇校区学习,新生入校后首先进入奉贤校区就读,后续阶段根据学校发展规划及专业特点,适时调整就读校区。报考该专业组部分专业有色觉等要求,具体请查阅院校招生章程)(高校专项计划)",化工与制药类,工学,理学/基础类,orange,green,2,626,14488
华东理工大学,物理,提前本科批,华东理工大学02,210402,12,"资源循环科学与工程(第一学年学费为7000元/年)(以下专业在奉贤校区和徐汇校区学习,新生入校后首先进入奉贤校区就读,后续阶段根据学校发展规划及专业特点,适时调整就读校区。报考该专业组部分专业有色觉等要求,具体请查阅院校招生章程)(高校专项计划)",化工与制药类,工学,远缘低接受度方向,red,green,2,616,21044
华东理工大学,物理,提前本科批,华东理工大学02,210402,14,"生物工程(以下专业在奉贤校区和徐汇校区学习,新生入校后首先进入奉贤校区就读,后续阶段根据学校发展规划及专业特点,适时调整就读校区。报考该专业组部分专业有色觉等要求,具体请查阅院校招生章程)(高校专项计划)",生物工程类,工学,远缘低接受度方向,red,green,2,619,19005
华东理工大学,物理,提前本科批,华东理工大学02,210402,15,"食品科学与工程(以下专业在奉贤校区和徐汇校区学习,新生入校后首先进入奉贤校区就读,后续阶段根据学校发展规划及专业特点,适时调整就读校区。报考该专业组部分专业有色觉等要求,具体请查阅院校招生章程)(高校专项计划)",食品科学与工程类,工学,远缘低接受度方向,red,green,2,,
华东理工大学,物理,提前本科批,华东理工大学02,210402,16,"高分子材料与工程(以下专业在奉贤校区和徐汇校区学习,新生入校后首先进入奉贤校区就读,后续阶段根据学校发展规划及专业特点,适时调整就读校区。报考该专业组部分专业有色觉等要求,具体请查阅院校招生章程)(高校专项计划)",材料类,工学,材料类,orange,green,4,622,17029
华东理工大学,物理,提前本科批,华东理工大学02,210402,17,"能源与动力工程(以下专业在奉贤校区和徐汇校区学习,新生入校后首先进入奉贤校区就读,后续阶段根据学校发展规划及专业特点,适时调整就读校区。报考该专业组部分专业有色觉等要求,具体请查阅院校招生章程)(高校专项计划)",能源动力类,工学,能源动力类,orange,yellow,2,625,15100
华东理工大学,物理,本科批,华东理工大学03,210403,19,"工科试验班(生物医药)(生物工程、制药工程)(以下专业在奉贤校区和徐汇校区学习,新生入校后首先进入奉贤校区就读,后续阶段根据学校发展规划及专业特点,适时调整就读校区。报考该专业组部分专业有色觉等要求,具体请查阅院校招生章程)",工科试验班类,试验班,远缘低接受度方向,red,blue,14,631,11770
华东理工大学,物理,本科批,华东理工大学03,210403,20,"工科试验班(智慧化工)(化学工程与工艺、油气储运工程、资源循环科学与工程、轻化工程)(大类分流前学费标准为7000元/学年,分流后按具体专业学费标准收费)(以下专业在奉贤校区和徐汇校区学习,新生入校后首先进入奉贤校区就读,后续阶段根据学校发展规划及专业特点,适时调整就读校区。报考该专业组部分专业有色觉等要求,具体请查阅院校招生章程)",工科试验班类,试验班,理学/基础类,orange,blue,20,628,13360
华东理工大学,物理,本科批,华东理工大学03,210403,21,"工科试验班(能源与环境)(能源与动力工程、储能科学与工程、环境工程)(以下专业在奉贤校区和徐汇校区学习,新生入校后首先进入奉贤校区就读,后续阶段根据学校发展规划及专业特点,适时调整就读校区。报考该专业组部分专业有色觉等要求,具体请查阅院校招生章程)",工科试验班类,试验班,能源动力类,orange,blue,14,626,14488
华东理工大学,物理,本科批,华东理工大学03,210403,26,"数学类(数学与应用数学、信息与计算科学)(以下专业在奉贤校区和徐汇校区学习,新生入校后首先进入奉贤校区就读,后续阶段根据学校发展规划及专业特点,适时调整就读校区。报考该专业组部分专业有色觉等要求,具体请查阅院校招生章程)",数学类,理学,理学/基础类,orange,yellow,2,635,9766
华东理工大学,物理,本科批,华东理工大学03,210403,30,"化学(教育部拔尖基地班)(以下专业在奉贤校区和徐汇校区学习,新生入校后首先进入奉贤校区就读,后续阶段根据学校发展规划及专业特点,适时调整就读校区。报考该专业组部分专业有色觉等要求,具体请查阅院校招生章程)",化学类,理学,理学/基础类,orange,green,4,635,9766
华东理工大学,物理,本科批,华东理工大学03,210403,32,"化学类(智创化学实验班)(化学、材料化学(绿色与能源催化方向))(以下专业在奉贤校区和徐汇校区学习,新生入校后首先进入奉贤校区就读,后续阶段根据学校发展规划及专业特点,适时调整就读校区。报考该专业组部分专业有色觉等要求,具体请查阅院校招生章程)",化学类,理学,材料类,orange,green,10,627,13916
华东理工大学,物理,本科批,华东理工大学03,210403,33,"生物工程类(生物工程、生物科学、生物技术、食品科学与工程、食品质量与安全)(以下专业在奉贤校区和徐汇校区学习,新生入校后首先进入奉贤校区就读,后续阶段根据学校发展规划及专业特点,适时调整就读校区。报考该专业组部分专业有色觉等要求,具体请查阅院校招生章程)",生物工程类,工学,理学/基础类,orange,green,26,625,15100
华东理工大学,物理,本科批,华东理工大学03,210403,34,"制药工程(智能制药班)(以下专业在奉贤校区和徐汇校区学习,新生入校后首先进入奉贤校区就读,后续阶段根据学校发展规划及专业特点,适时调整就读校区。报考该专业组部分专业有色觉等要求,具体请查阅院校招生章程)",化工与制药类,工学,远缘低接受度方向,red,green,5,,
华东理工大学,物理,本科批,华东理工大学03,210403,37,"化学工程与工艺(化学工程与工艺+工程管理双学士学位)(以下专业在奉贤校区和徐汇校区学习,新生入校后首先进入奉贤校区就读,后续阶段根据学校发展规划及专业特点,适时调整就读校区。报考该专业组部分专业有色觉等要求,具体请查阅院校招生章程)",化工与制药类,工学,理学/基础类,orange,green,4,636,9280
华东理工大学,物理,本科批,华东理工大学03,210403,38,"应用化学(应用化学+生物科学双学士学位)(以下专业在奉贤校区和徐汇校区学习,新生入校后首先进入奉贤校区就读,后续阶段根据学校发展规划及专业特点,适时调整就读校区。报考该专业组部分专业有色觉等要求,具体请查阅院校招生章程)",化学类,理学,理学/基础类,orange,green,2,629,12830
华东理工大学,物理,本科批,华东理工大学03,210403,39,"能源与动力工程(能源与动力工程+经济学双学士学位)(以下专业在奉贤校区和徐汇校区学习,新生入校后首先进入奉贤校区就读,后续阶段根据学校发展规划及专业特点,适时调整就读校区。报考该专业组部分专业有色觉等要求,具体请查阅院校招生章程)",能源动力类,工学,能源动力类,orange,yellow,2,637,8838
华东理工大学,物理,本科批,华东理工大学03,210403,41,"化学工程与工艺(中外合作办学)(精英班)(只录取有专业志愿的考生)(以下专业在奉贤校区和徐汇校区学习,新生入校后首先进入奉贤校区就读,后续阶段根据学校发展规划及专业特点,适时调整就读校区。报考该专业组部分专业有色觉等要求,具体请查阅院校招生章程)",化工与制药类,工学,理学/基础类,orange,green,5,627,13916
华东理工大学,物理,本科批,华东理工大学03,210403,42,"应用化学(中外合作办学)(精英班)(只录取有专业志愿的考生)(以下专业在奉贤校区和徐汇校区学习,新生入校后首先进入奉贤校区就读,后续阶段根据学校发展规划及专业特点,适时调整就读校区。报考该专业组部分专业有色觉等要求,具体请查阅院校招生章程)",化学类,理学,理学/基础类,orange,green,5,,
华东理工大学,物理,本科批,华东理工大学03,210403,43,"高分子材料与工程(中外合作办学)(精英班)(只录取有专业志愿的考生)(以下专业在奉贤校区和徐汇校区学习,新生入校后首先进入奉贤校区就读,后续阶段根据学校发展规划及专业特点,适时调整就读校区。报考该专业组部分专业有色觉等要求,具体请查阅院校招生章程)",材料类,工学,材料类,orange,green,5,631,11770
