code,name,discipline,categoryCode,category,contentStatus,summaryExact,majorTextExact,classTextExact,courseSheet,careerSheet,universitySource,sources
083105TK,公安视听技术,工学,0831,公安技术类,major,False,True,True,,,,普通高等学校本科专业目录（2026年） | 专业大类详解
083106TK,抢险救援指挥与技术,工学,0831,公安技术类,major,True,True,True,,,,普通高等学校本科专业目录（2026年） | 专业详解.xlsx | 专业大类详解
083107TK,火灾勘查,工学,0831,公安技术类,major,True,True,True,,,,普通高等学校本科专业目录（2026年） | 专业详解.xlsx | 专业大类详解
083108TK,网络安全与执法,工学,0831,公安技术类,major,False,True,True,,,,普通高等学校本科专业目录（2026年） | 专业大类详解
083109TK,核生化消防,工学,0831,公安技术类,major,True,True,True,,,,普通高等学校本科专业目录（2026年） | 专业详解.xlsx | 专业大类详解
083110TK,海警舰艇指挥与技术,工学,0831,公安技术类,major,False,True,True,,,,普通高等学校本科专业目录（2026年） | 专业大类详解
083111TK,数据警务技术,工学,0831,公安技术类,major,False,True,True,,,,普通高等学校本科专业目录（2026年） | 专业大类详解
083112TK,食品药品环境犯罪侦查技术,工学,0831,公安技术类,major,False,True,True,,,,普通高等学校本科专业目录（2026年） | 专业大类详解
083113TK,低空安全管理,工学,0831,公安技术类,major,False,True,True,,,,普通高等学校本科专业目录（2026年） | 专业大类详解
090101,农学,农学,0901,植物生产类,major,True,True,True,,,,普通高等学校本科专业目录（2026年） | 专业详解.xlsx | 专业大类详解
090102,园艺,农学,0901,植物生产类,major,True,True,True,,,,普通高等学校本科专业目录（2026年） | 专业详解.xlsx | 专业大类详解
090103,植物保护,农学,0901,植物生产类,major,True,True,True,,,,普通高等学校本科专业目录（2026年） | 专业详解.xlsx | 专业大类详解
090104,植物科学与技术,农学,0901,植物生产类,major,True,True,True,,,,普通高等学校本科专业目录（2026年） | 专业详解.xlsx | 专业大类详解
090105,种子科学与工程,农学,0901,植物生产类,major,True,True,True,,,,普通高等学校本科专业目录（2026年） | 专业详解.xlsx | 专业大类详解
090106,设施农业科学与工程,农学,0901,植物生产类,major,True,True,True,,,,普通高等学校本科专业目录（2026年） | 专业详解.xlsx | 专业大类详解
090107T,茶学,农学,0901,植物生产类,major,True,True,True,,,,普通高等学校本科专业目录（2026年） | 专业详解.xlsx | 专业大类详解
090108T,烟草,农学,0901,植物生产类,major,True,True,True,,,,普通高等学校本科专业目录（2026年） | 专业详解.xlsx | 专业大类详解
090109T,应用生物科学,农学,0901,植物生产类,major,True,True,True,,,,普通高等学校本科专业目录（2026年） | 专业详解.xlsx | 专业大类详解
090110T,农艺教育,农学,0901,植物生产类,major,False,True,True,,,,普通高等学校本科专业目录（2026年） | 专业大类详解
090111T,园艺教育,农学,0901,植物生产类,major,False,True,True,,,,普通高等学校本科专业目录（2026年） | 专业大类详解
090112T,智慧农业,农学,0901,植物生产类,major,True,True,True,,,,普通高等学校本科专业目录（2026年） | 专业详解.xlsx | 专业大类详解
090113T,菌物科学与工程,农学,0901,植物生产类,major,True,True,True,,,,普通高等学校本科专业目录（2026年） | 专业详解.xlsx | 专业大类详解
090114T,农药化肥,农学,0901,植物生产类,major,True,True,True,,,,普通高等学校本科专业目录（2026年） | 专业详解.xlsx | 专业大类详解
090115T,生物农药科学与工程,农学,0901,植物生产类,major,True,True,True,,,,普通高等学校本科专业目录（2026年） | 专业详解.xlsx | 专业大类详解
090116TK,生物育种科学,农学,0901,植物生产类,major,True,True,True,,,,普通高等学校本科专业目录（2026年） | 专业详解.xlsx | 专业大类详解
090117TK,生物育种技术,农学,0901,植物生产类,major,True,True,True,,,,普通高等学校本科专业目录（2026年） | 专业详解.xlsx | 专业大类详解
090201,农业资源与环境,农学,0902,自然保护与环境生态类,major,True,True,True,,,,普通高等学校本科专业目录（2026年） | 专业详解.xlsx | 专业大类详解
090202,野生动物与自然保护区管理,农学,0902,自然保护与环境生态类,major,True,True,True,,,,普通高等学校本科专业目录（2026年） | 专业详解.xlsx | 专业大类详解
090203,水土保持与荒漠化防治,农学,0902,自然保护与环境生态类,major,True,True,True,,,,普通高等学校本科专业目录（2026年） | 专业详解.xlsx | 专业大类详解
090204T,生物质科学与工程,农学,0902,自然保护与环境生态类,major,True,True,True,,,,普通高等学校本科专业目录（2026年） | 专业详解.xlsx | 专业大类详解
090205T,土地科学与技术,农学,0902,自然保护与环境生态类,major,True,True,True,,,,普通高等学校本科专业目录（2026年） | 专业详解.xlsx | 专业大类详解
090206T,湿地保护与恢复,农学,0902,自然保护与环境生态类,major,True,True,True,,,,普通高等学校本科专业目录（2026年） | 专业详解.xlsx | 专业大类详解
090207TK,国家公园建设与管理,农学,0902,自然保护与环境生态类,major,False,True,True,,,,普通高等学校本科专业目录（2026年） | 专业大类详解
090208TK,生态修复学,农学,0902,自然保护与环境生态类,major,True,True,True,,,,普通高等学校本科专业目录（2026年） | 专业详解.xlsx | 专业大类详解
090209T,盐碱地科学与工程,农学,0902,自然保护与环境生态类,major,False,True,True,,,,普通高等学校本科专业目录（2026年） | 专业大类详解
090301,动物科学,农学,0903,动物生产类,major,True,True,True,,,,普通高等学校本科专业目录（2026年） | 专业详解.xlsx | 专业大类详解
090302T,蚕学,农学,0903,动物生产类,major,True,True,True,,,,普通高等学校本科专业目录（2026年） | 专业详解.xlsx | 专业大类详解
090303T,蜂学,农学,0903,动物生产类,major,False,True,True,,,,普通高等学校本科专业目录（2026年） | 专业大类详解
090304T,经济动物学,农学,0903,动物生产类,major,False,True,True,,,,普通高等学校本科专业目录（2026年） | 专业大类详解
090305T,马业科学,农学,0903,动物生产类,major,False,True,True,,,,普通高等学校本科专业目录（2026年） | 专业大类详解
090306T,饲料工程,农学,0903,动物生产类,major,True,True,True,,,,普通高等学校本科专业目录（2026年） | 专业详解.xlsx | 专业大类详解
090307T,智慧牧业科学与工程,农学,0903,动物生产类,major,True,True,True,,,,普通高等学校本科专业目录（2026年） | 专业详解.xlsx | 专业大类详解
090401,动物医学,农学,0904,动物医学类,major,True,True,True,,兽,,普通高等学校本科专业目录（2026年） | 专业详解.xlsx | 专业大类详解 | 专业就业去向.xlsx
090402,动物药学,农学,0904,动物医学类,major,True,True,True,,兽,,普通高等学校本科专业目录（2026年） | 专业详解.xlsx | 专业大类详解 | 专业就业去向.xlsx
090403T,动植物检疫,农学,0904,动物医学类,major,True,True,True,,兽,,普通高等学校本科专业目录（2026年） | 专业详解.xlsx | 专业大类详解 | 专业就业去向.xlsx
090404T,实验动物学,农学,0904,动物医学类,major,True,True,True,,兽,,普通高等学校本科专业目录（2026年） | 专业详解.xlsx | 专业大类详解 | 专业就业去向.xlsx
090405T,中兽医学,农学,0904,动物医学类,major,False,True,True,,兽,,普通高等学校本科专业目录（2026年） | 专业大类详解 | 专业就业去向.xlsx
090406TK,兽医公共卫生,农学,0904,动物医学类,major,True,True,True,,兽,,普通高等学校本科专业目录（2026年） | 专业详解.xlsx | 专业大类详解 | 专业就业去向.xlsx
090501,林学,农学,0905,林学类,major,True,True,True,,,,普通高等学校本科专业目录（2026年） | 专业详解.xlsx | 专业大类详解
090502,园林,农学,0905,林学类,major,True,True,True,,,,普通高等学校本科专业目录（2026年） | 专业详解.xlsx | 专业大类详解
090503,森林保护,农学,0905,林学类,major,True,True,True,,,,普通高等学校本科专业目录（2026年） | 专业详解.xlsx | 专业大类详解
090504T,经济林,农学,0905,林学类,major,False,True,True,,,,普通高等学校本科专业目录（2026年） | 专业大类详解
090505T,智慧林业,农学,0905,林学类,major,True,True,True,,,,普通高等学校本科专业目录（2026年） | 专业详解.xlsx | 专业大类详解
090601,水产养殖学,农学,0906,水产类,major,True,True,True,,,,普通高等学校本科专业目录（2026年） | 专业详解.xlsx | 专业大类详解
090602,海洋渔业科学与技术,农学,0906,水产类,major,True,True,True,,,,普通高等学校本科专业目录（2026年） | 专业详解.xlsx | 专业大类详解
090603T,水族科学与技术,农学,0906,水产类,major,True,True,True,,,,普通高等学校本科专业目录（2026年） | 专业详解.xlsx | 专业大类详解
090604TK,水生动物医学,农学,0906,水产类,major,True,True,True,,,,普通高等学校本科专业目录（2026年） | 专业详解.xlsx | 专业大类详解
090605T,智慧渔业,农学,0906,水产类,major,False,True,True,,,,普通高等学校本科专业目录（2026年） | 专业大类详解
090701,草业科学,农学,0907,草学类,major,True,True,True,,,,普通高等学校本科专业目录（2026年） | 专业详解.xlsx | 专业大类详解
090702T,草坪科学与工程,农学,0907,草学类,major,True,True,True,,,,普通高等学校本科专业目录（2026年） | 专业详解.xlsx | 专业大类详解
100101K,基础医学,医学,1001,基础医学类,major,True,True,True,,,,普通高等学校本科专业目录（2026年） | 专业详解.xlsx | 专业大类详解
100102TK,生物医学,医学,1001,基础医学类,major,True,True,True,,,,普通高等学校本科专业目录（2026年） | 专业详解.xlsx | 专业大类详解
100103T,生物医学科学,医学,1001,基础医学类,major,True,True,True,,,,普通高等学校本科专业目录（2026年） | 专业详解.xlsx | 专业大类详解
100201K,临床医学,医学,1002,临床医学类,major,True,True,True,临床医学类,临床,,普通高等学校本科专业目录（2026年） | 专业详解.xlsx | 专业大类详解 | 大学专业课程.xlsx | 专业就业去向.xlsx
100202TK,麻醉学,医学,1002,临床医学类,major,True,True,True,临床医学类,临床,,普通高等学校本科专业目录（2026年） | 专业详解.xlsx | 专业大类详解 | 大学专业课程.xlsx | 专业就业去向.xlsx
100203TK,医学影像学,医学,1002,临床医学类,major,True,True,True,临床医学类,临床,,普通高等学校本科专业目录（2026年） | 专业详解.xlsx | 专业大类详解 | 大学专业课程.xlsx | 专业就业去向.xlsx
100204TK,眼视光医学,医学,1002,临床医学类,major,True,True,True,临床医学类,临床,,普通高等学校本科专业目录（2026年） | 专业详解.xlsx | 专业大类详解 | 大学专业课程.xlsx | 专业就业去向.xlsx
100205TK,精神医学,医学,1002,临床医学类,major,True,True,True,临床医学类,临床,,普通高等学校本科专业目录（2026年） | 专业详解.xlsx | 专业大类详解 | 大学专业课程.xlsx | 专业就业去向.xlsx
100206TK,放射医学,医学,1002,临床医学类,major,True,True,True,临床医学类,临床,,普通高等学校本科专业目录（2026年） | 专业详解.xlsx | 专业大类详解 | 大学专业课程.xlsx | 专业就业去向.xlsx
100207TK,儿科学,医学,1002,临床医学类,major,True,True,True,临床医学类,临床,,普通高等学校本科专业目录（2026年） | 专业详解.xlsx | 专业大类详解 | 大学专业课程.xlsx | 专业就业去向.xlsx
100301K,口腔医学,医学,1003,口腔医学类,major,True,True,True,,,,普通高等学校本科专业目录（2026年） | 专业详解.xlsx | 专业大类详解
100401K,预防医学,医学,1004,公共卫生与预防医学类,major,True,True,True,,,,普通高等学校本科专业目录（2026年） | 专业详解.xlsx | 专业大类详解
100402,食品卫生与营养学,医学,1004,公共卫生与预防医学类,major,True,True,True,,,,普通高等学校本科专业目录（2026年） | 专业详解.xlsx | 专业大类详解
100403TK,妇幼保健医学,医学,1004,公共卫生与预防医学类,major,True,True,True,,,,普通高等学校本科专业目录（2026年） | 专业详解.xlsx | 专业大类详解
100404TK,卫生监督,医学,1004,公共卫生与预防医学类,major,False,True,True,,,,普通高等学校本科专业目录（2026年） | 专业大类详解
100405TK,全球健康学,医学,1004,公共卫生与预防医学类,major,False,True,True,,,,普通高等学校本科专业目录（2026年） | 专业大类详解
100406T,运动与公共健康,医学,1004,公共卫生与预防医学类,major,False,True,True,,,,普通高等学校本科专业目录（2026年） | 专业大类详解
100501K,中医学,医学,1005,中医学类,major,True,False,False,,中,,普通高等学校本科专业目录（2026年） | 专业详解.xlsx | 专业就业去向.xlsx
100502K,针灸推拿学,医学,1005,中医学类,major,True,False,False,,中,,普通高等学校本科专业目录（2026年） | 专业详解.xlsx | 专业就业去向.xlsx
100503K,藏医学,医学,1005,中医学类,catalog,False,False,False,,中,,普通高等学校本科专业目录（2026年） | 专业就业去向.xlsx
100504K,蒙医学,医学,1005,中医学类,catalog,False,False,False,,中,,普通高等学校本科专业目录（2026年） | 专业就业去向.xlsx
100505K,维医学,医学,1005,中医学类,catalog,False,False,False,,中,,普通高等学校本科专业目录（2026年） | 专业就业去向.xlsx
100506K,壮医学,医学,1005,中医学类,catalog,False,False,False,,中,,普通高等学校本科专业目录（2026年） | 专业就业去向.xlsx
100507K,哈医学,医学,1005,中医学类,catalog,False,False,False,,中,,普通高等学校本科专业目录（2026年） | 专业就业去向.xlsx
100508TK,傣医学,医学,1005,中医学类,catalog,False,False,False,,中,,普通高等学校本科专业目录（2026年） | 专业就业去向.xlsx
100509TK,回医学,医学,1005,中医学类,catalog,False,False,False,,中,,普通高等学校本科专业目录（2026年） | 专业就业去向.xlsx
100510TK,中医康复学,医学,1005,中医学类,major,True,False,False,,中,,普通高等学校本科专业目录（2026年） | 专业详解.xlsx | 专业就业去向.xlsx
100511TK,中医养生学,医学,1005,中医学类,major,True,False,False,,中,,普通高等学校本科专业目录（2026年） | 专业详解.xlsx | 专业就业去向.xlsx
100512TK,中医儿科学,医学,1005,中医学类,major,True,False,False,,中,,普通高等学校本科专业目录（2026年） | 专业详解.xlsx | 专业就业去向.xlsx
100513TK,中医骨伤科学,医学,1005,中医学类,major,True,False,False,,中,,普通高等学校本科专业目录（2026年） | 专业详解.xlsx | 专业就业去向.xlsx
100601K,中西医临床医学,医学,1006,中西医结合类,major,True,True,True,,,,普通高等学校本科专业目录（2026年） | 专业详解.xlsx | 专业大类详解
100701,药学,医学,1007,药学类,major,True,True,True,,药,,普通高等学校本科专业目录（2026年） | 专业详解.xlsx | 专业大类详解 | 专业就业去向.xlsx
100702,药物制剂,医学,1007,药学类,major,True,True,True,,药,,普通高等学校本科专业目录（2026年） | 专业详解.xlsx | 专业大类详解 | 专业就业去向.xlsx
100703TK,临床药学,医学,1007,药学类,major,True,True,True,,药,,普通高等学校本科专业目录（2026年） | 专业详解.xlsx | 专业大类详解 | 专业就业去向.xlsx
100704T,药事管理,医学,1007,药学类,major,True,True,True,,药,,普通高等学校本科专业目录（2026年） | 专业详解.xlsx | 专业大类详解 | 专业就业去向.xlsx
100705T,药物分析,医学,1007,药学类,major,True,True,True,,药,,普通高等学校本科专业目录（2026年） | 专业详解.xlsx | 专业大类详解 | 专业就业去向.xlsx
100706T,药物化学,医学,1007,药学类,major,False,True,True,,药,,普通高等学校本科专业目录（2026年） | 专业大类详解 | 专业就业去向.xlsx
100707T,海洋药学,医学,1007,药学类,major,True,True,True,,药,,普通高等学校本科专业目录（2026年） | 专业详解.xlsx | 专业大类详解 | 专业就业去向.xlsx
100708T,化妆品科学与技术,医学,1007,药学类,major,True,True,True,,药,,普通高等学校本科专业目录（2026年） | 专业详解.xlsx | 专业大类详解 | 专业就业去向.xlsx
100709TK,药物经济与管理,医学,1007,药学类,major,True,True,True,,药,,普通高等学校本科专业目录（2026年） | 专业详解.xlsx | 专业大类详解 | 专业就业去向.xlsx
100801,中药学,医学,1008,中药学类,major,True,True,True,,,,普通高等学校本科专业目录（2026年） | 专业详解.xlsx | 专业大类详解
100802,中药资源与开发,医学,1008,中药学类,major,True,True,True,,,,普通高等学校本科专业目录（2026年） | 专业详解.xlsx | 专业大类详解
100803T,藏药学,医学,1008,中药学类,major,False,True,True,,,,普通高等学校本科专业目录（2026年） | 专业大类详解
100804T,蒙药学,医学,1008,中药学类,major,False,True,True,,,,普通高等学校本科专业目录（2026年） | 专业大类详解
100805T,中药制药,医学,1008,中药学类,major,True,True,True,,,,普通高等学校本科专业目录（2026年） | 专业详解.xlsx | 专业大类详解
100806T,中草药栽培与鉴定,医学,1008,中药学类,major,True,True,True,,,,普通高等学校本科专业目录（2026年） | 专业详解.xlsx | 专业大类详解
100901K,法医学,医学,1009,法医学类,major,True,True,True,,,,普通高等学校本科专业目录（2026年） | 专业详解.xlsx | 专业大类详解
101001,医学检验技术,医学,1010,医学技术类,major,True,True,True,,医技,,普通高等学校本科专业目录（2026年） | 专业详解.xlsx | 专业大类详解 | 专业就业去向.xlsx
101002,医学实验技术,医学,1010,医学技术类,major,True,True,True,,医技,,普通高等学校本科专业目录（2026年） | 专业详解.xlsx | 专业大类详解 | 专业就业去向.xlsx
101003,医学影像技术,医学,1010,医学技术类,major,True,True,True,,医技,,普通高等学校本科专业目录（2026年） | 专业详解.xlsx | 专业大类详解 | 专业就业去向.xlsx
101004,眼视光学,医学,1010,医学技术类,major,True,True,True,,医技,,普通高等学校本科专业目录（2026年） | 专业详解.xlsx | 专业大类详解 | 专业就业去向.xlsx
101005,康复治疗学,医学,1010,医学技术类,major,True,True,True,,医技,,普通高等学校本科专业目录（2026年） | 专业详解.xlsx | 专业大类详解 | 专业就业去向.xlsx
101006,口腔医学技术,医学,1010,医学技术类,major,True,True,True,,医技,,普通高等学校本科专业目录（2026年） | 专业详解.xlsx | 专业大类详解 | 专业就业去向.xlsx
101007,卫生检验与检疫,医学,1010,医学技术类,major,True,True,True,,医技,,普通高等学校本科专业目录（2026年） | 专业详解.xlsx | 专业大类详解 | 专业就业去向.xlsx
101008T,听力与言语康复学,医学,1010,医学技术类,major,True,True,True,,医技,,普通高等学校本科专业目录（2026年） | 专业详解.xlsx | 专业大类详解 | 专业就业去向.xlsx
101009T,康复物理治疗,医学,1010,医学技术类,major,True,True,True,,医技,,普通高等学校本科专业目录（2026年） | 专业详解.xlsx | 专业大类详解 | 专业就业去向.xlsx
101010T,康复作业治疗,医学,1010,医学技术类,major,True,True,True,,医技,,普通高等学校本科专业目录（2026年） | 专业详解.xlsx | 专业大类详解 | 专业就业去向.xlsx
101016TK,健康与医疗保障,医学,1010,医学技术类,major,False,True,True,,医技,,普通高等学校本科专业目录（2026年） | 专业大类详解 | 专业就业去向.xlsx
101017TK,老年医学与健康,医学,1010,医学技术类,major,False,True,True,,医技,,普通高等学校本科专业目录（2026年） | 专业大类详解 | 专业就业去向.xlsx
101018TK,核医学工程,医学,1010,医学技术类,major,False,True,True,,医技,,普通高等学校本科专业目录（2026年） | 专业大类详解 | 专业就业去向.xlsx
101101K,护理学,医学,1011,护理学类,major,True,True,True,,,,普通高等学校本科专业目录（2026年） | 专业详解.xlsx | 专业大类详解
101102TK,助产学,医学,1011,护理学类,major,True,True,True,,,,普通高等学校本科专业目录（2026年） | 专业详解.xlsx | 专业大类详解
120101,管理科学,管理学,1201,管理科学与工程类,major,True,False,False,,,,普通高等学校本科专业目录（2026年） | 专业详解.xlsx
120102,信息管理与信息系统,管理学,1201,管理科学与工程类,major,True,False,False,,,,普通高等学校本科专业目录（2026年） | 专业详解.xlsx
120103,工程管理,管理学,1201,管理科学与工程类,major,True,False,False,,,,普通高等学校本科专业目录（2026年） | 专业详解.xlsx
120104,房地产开发与管理,管理学,1201,管理科学与工程类,major,True,False,False,,,,普通高等学校本科专业目录（2026年） | 专业详解.xlsx
120105,工程造价,管理学,1201,管理科学与工程类,major,True,False,False,,,,普通高等学校本科专业目录（2026年） | 专业详解.xlsx
120106TK,保密管理,管理学,1201,管理科学与工程类,catalog,False,False,False,,,,普通高等学校本科专业目录（2026年）
120107T,邮政管理,管理学,1201,管理科学与工程类,catalog,False,False,False,,,,普通高等学校本科专业目录（2026年）
120108T,大数据管理与应用,管理学,1201,管理科学与工程类,major,True,False,False,,,,普通高等学校本科专业目录（2026年） | 专业详解.xlsx
120109T,工程审计,管理学,1201,管理科学与工程类,major,True,False,False,,,,普通高等学校本科专业目录（2026年） | 专业详解.xlsx
120110T,计算金融,管理学,1201,管理科学与工程类,major,True,False,False,,,,普通高等学校本科专业目录（2026年） | 专业详解.xlsx
120111T,应急管理,管理学,1201,管理科学与工程类,major,True,False,False,,,,普通高等学校本科专业目录（2026年） | 专业详解.xlsx
120201K,工商管理,管理学,1202,工商管理类,major,True,True,True,,管,,普通高等学校本科专业目录（2026年） | 专业详解.xlsx | 专业大类详解 | 专业就业去向.xlsx
120202,市场营销,管理学,1202,工商管理类,major,True,True,True,,管,,普通高等学校本科专业目录（2026年） | 专业详解.xlsx | 专业大类详解 | 专业就业去向.xlsx
120203K,会计学,管理学,1202,工商管理类,major,True,True,True,财会类,财,,普通高等学校本科专业目录（2026年） | 专业详解.xlsx | 专业大类详解 | 大学专业课程.xlsx | 专业就业去向.xlsx
120204,财务管理,管理学,1202,工商管理类,major,True,True,True,财会类,财,,普通高等学校本科专业目录（2026年） | 专业详解.xlsx | 专业大类详解 | 大学专业课程.xlsx | 专业就业去向.xlsx
120205,国际商务,管理学,1202,工商管理类,major,True,True,True,,,,普通高等学校本科专业目录（2026年） | 专业详解.xlsx | 专业大类详解
120206,人力资源管理,管理学,1202,工商管理类,major,True,True,True,,管,,普通高等学校本科专业目录（2026年） | 专业详解.xlsx | 专业大类详解 | 专业就业去向.xlsx
120207,审计学,管理学,1202,工商管理类,major,True,True,True,财会类,财,,普通高等学校本科专业目录（2026年） | 专业详解.xlsx | 专业大类详解 | 大学专业课程.xlsx | 专业就业去向.xlsx
120208,资产评估,管理学,1202,工商管理类,major,True,True,True,,,,普通高等学校本科专业目录（2026年） | 专业详解.xlsx | 专业大类详解
120209,物业管理,管理学,1202,工商管理类,major,True,True,True,,,,普通高等学校本科专业目录（2026年） | 专业详解.xlsx | 专业大类详解
120210,文化产业管理,管理学,1202,工商管理类,major,True,True,True,,,,普通高等学校本科专业目录（2026年） | 专业详解.xlsx | 专业大类详解
120211T,劳动关系,管理学,1202,工商管理类,major,False,True,True,,,,普通高等学校本科专业目录（2026年） | 专业大类详解
120212T,体育经济与管理,管理学,1202,工商管理类,major,True,True,True,,,,普通高等学校本科专业目录（2026年） | 专业详解.xlsx | 专业大类详解
120213T,财务会计教育,管理学,1202,工商管理类,major,True,True,True,财会类,,,普通高等学校本科专业目录（2026年） | 专业详解.xlsx | 专业大类详解 | 大学专业课程.xlsx
120214T,市场营销教育,管理学,1202,工商管理类,major,False,True,True,,,,普通高等学校本科专业目录（2026年） | 专业大类详解
120215T,零售业管理,管理学,1202,工商管理类,major,False,True,True,,,,普通高等学校本科专业目录（2026年） | 专业大类详解
120216T,创业管理,管理学,1202,工商管理类,major,True,True,True,,,,普通高等学校本科专业目录（2026年） | 专业详解.xlsx | 专业大类详解
120217TK,海关稽查,管理学,1202,工商管理类,major,False,True,True,,,,普通高等学校本科专业目录（2026年） | 专业大类详解
120218T,内部审计,管理学,1202,工商管理类,major,True,True,True,,,,普通高等学校本科专业目录（2026年） | 专业详解.xlsx | 专业大类详解
120219TK,商业人工智能,管理学,1202,工商管理类,major,False,True,True,,,,普通高等学校本科专业目录（2026年） | 专业大类详解
120301,农林经济管理,管理学,1203,农业经济管理类,major,True,True,True,,,,普通高等学校本科专业目录（2026年） | 专业详解.xlsx | 专业大类详解
120302,农村区域发展,管理学,1203,农业经济管理类,major,True,True,True,,,,普通高等学校本科专业目录（2026年） | 专业详解.xlsx | 专业大类详解
120303TK,乡村治理,管理学,1203,农业经济管理类,major,False,True,True,,,,普通高等学校本科专业目录（2026年） | 专业大类详解
120401,公共事业管理,管理学,1204,公共管理类,major,True,True,True,,,,普通高等学校本科专业目录（2026年） | 专业详解.xlsx | 专业大类详解
120402,行政管理,管理学,1204,公共管理类,major,True,True,True,,,,普通高等学校本科专业目录（2026年） | 专业详解.xlsx | 专业大类详解
120403,劳动与社会保障,管理学,1204,公共管理类,major,True,True,True,,,,普通高等学校本科专业目录（2026年） | 专业详解.xlsx | 专业大类详解
120404,土地资源管理,管理学,1204,公共管理类,major,True,True,True,,,,普通高等学校本科专业目录（2026年） | 专业详解.xlsx | 专业大类详解
120405,城市管理,管理学,1204,公共管理类,major,True,True,True,,,,普通高等学校本科专业目录（2026年） | 专业详解.xlsx | 专业大类详解
120406TK,海关管理,管理学,1204,公共管理类,major,False,True,True,,,,普通高等学校本科专业目录（2026年） | 专业大类详解
120407T,交通管理,管理学,1204,公共管理类,major,True,True,True,,,,普通高等学校本科专业目录（2026年） | 专业详解.xlsx | 专业大类详解
120408T,海事管理,管理学,1204,公共管理类,major,True,True,True,,,,普通高等学校本科专业目录（2026年） | 专业详解.xlsx | 专业大类详解
120409T,公共关系学,管理学,1204,公共管理类,major,True,True,True,,,,普通高等学校本科专业目录（2026年） | 专业详解.xlsx | 专业大类详解
120410T,健康服务与管理,管理学,1204,公共管理类,major,True,True,True,,,,普通高等学校本科专业目录（2026年） | 专业详解.xlsx | 专业大类详解
120411TK,海警后勤管理,管理学,1204,公共管理类,major,False,True,True,,,,普通高等学校本科专业目录（2026年） | 专业大类详解
120412T,医疗产品管理,管理学,1204,公共管理类,major,True,True,True,,,,普通高等学校本科专业目录（2026年） | 专业详解.xlsx | 专业大类详解
120413T,医疗保险,管理学,1204,公共管理类,major,True,True,True,,,,普通高等学校本科专业目录（2026年） | 专业详解.xlsx | 专业大类详解
120414T,养老服务管理,管理学,1204,公共管理类,major,True,True,True,,,,普通高等学校本科专业目录（2026年） | 专业详解.xlsx | 专业大类详解
120415TK,海关检验检疫安全,管理学,1204,公共管理类,major,False,True,True,,,,普通高等学校本科专业目录（2026年） | 专业大类详解
120416TK,海外安全管理,管理学,1204,公共管理类,major,True,True,True,,,,普通高等学校本科专业目录（2026年） | 专业详解.xlsx | 专业大类详解
120417T,自然资源登记与管理,管理学,1204,公共管理类,major,False,True,True,,,,普通高等学校本科专业目录（2026年） | 专业大类详解
120418T,慈善管理,管理学,1204,公共管理类,major,False,True,True,,,,普通高等学校本科专业目录（2026年） | 专业大类详解
120419TK,航空安防管理,管理学,1204,公共管理类,major,False,True,True,,,,普通高等学校本科专业目录（2026年） | 专业大类详解
120420TK,无障碍管理,管理学,1204,公共管理类,major,True,True,True,,,,普通高等学校本科专业目录（2026年） | 专业详解.xlsx | 专业大类详解
120421TK,人才发展与管理,管理学,1204,公共管理类,major,False,True,True,,,,普通高等学校本科专业目录（2026年） | 专业大类详解
120422TK,数字公共治理,管理学,1204,公共管理类,major,False,True,True,,,,普通高等学校本科专业目录（2026年） | 专业大类详解
120501,图书馆学,管理学,1205,图书情报与档案管理类,major,False,True,True,,,,普通高等学校本科专业目录（2026年） | 专业大类详解
120502,档案学,管理学,1205,图书情报与档案管理类,major,True,True,True,,,,普通高等学校本科专业目录（2026年） | 专业详解.xlsx | 专业大类详解
120503,信息资源管理,管理学,1205,图书情报与档案管理类,major,True,True,True,,,,普通高等学校本科专业目录（2026年） | 专业详解.xlsx | 专业大类详解
120504T,数据资源与数据智能,管理学,1205,图书情报与档案管理类,major,False,True,True,,,,普通高等学校本科专业目录（2026年） | 专业大类详解
120601,物流管理,管理学,1206,物流管理与工程类,major,True,True,True,,,,普通高等学校本科专业目录（2026年） | 专业详解.xlsx | 专业大类详解
120602,物流工程,管理学,1206,物流管理与工程类,major,True,True,True,,,,普通高等学校本科专业目录（2026年） | 专业详解.xlsx | 专业大类详解
120603T,采购管理,管理学,1206,物流管理与工程类,major,False,True,True,,,,普通高等学校本科专业目录（2026年） | 专业大类详解
120604T,供应链管理,管理学,1206,物流管理与工程类,major,True,True,True,,,,普通高等学校本科专业目录（2026年） | 专业详解.xlsx | 专业大类详解
120701,工业工程,管理学,1207,工业工程类,major,True,True,True,,,,普通高等学校本科专业目录（2026年） | 专业详解.xlsx | 专业大类详解
120702T,标准化工程,管理学,1207,工业工程类,major,True,True,True,,,,普通高等学校本科专业目录（2026年） | 专业详解.xlsx | 专业大类详解
120703T,质量管理工程,管理学,1207,工业工程类,major,True,True,True,,,,普通高等学校本科专业目录（2026年） | 专业详解.xlsx | 专业大类详解
120801,电子商务,管理学,1208,电子商务类,major,True,True,True,,,,普通高等学校本科专业目录（2026年） | 专业详解.xlsx | 专业大类详解
120802T,电子商务及法律,管理学,1208,电子商务类,major,True,True,True,,,,普通高等学校本科专业目录（2026年） | 专业详解.xlsx | 专业大类详解
120803T,跨境电子商务,管理学,1208,电子商务类,major,True,True,True,,,,普通高等学校本科专业目录（2026年） | 专业详解.xlsx | 专业大类详解
