code,name,discipline,categoryCode,category,contentStatus,summaryExact,majorTextExact,classTextExact,courseSheet,careerSheet,universitySource,sources
040206T,运动康复,教育学,0402,体育学类,major,True,True,True,,,,普通高等学校本科专业目录（2026年） | 专业详解.xlsx | 专业大类详解
040207T,休闲体育,教育学,0402,体育学类,major,True,True,True,,,,普通高等学校本科专业目录（2026年） | 专业详解.xlsx | 专业大类详解
040208T,体能训练,教育学,0402,体育学类,major,False,True,True,,,,普通高等学校本科专业目录（2026年） | 专业大类详解
040209T,冰雪运动,教育学,0402,体育学类,major,False,True,True,,,,普通高等学校本科专业目录（2026年） | 专业大类详解
040210TK,电子竞技运动与管理,教育学,0402,体育学类,major,True,True,True,,,,普通高等学校本科专业目录（2026年） | 专业详解.xlsx | 专业大类详解
040211TK,智能体育工程,教育学,0402,体育学类,major,True,True,True,,,,普通高等学校本科专业目录（2026年） | 专业详解.xlsx | 专业大类详解
040212TK,体育旅游,教育学,0402,体育学类,major,False,True,True,,,,普通高等学校本科专业目录（2026年） | 专业大类详解
040213T,运动能力开发,教育学,0402,体育学类,major,True,True,True,,,,普通高等学校本科专业目录（2026年） | 专业详解.xlsx | 专业大类详解
040214TK,足球运动,教育学,0402,体育学类,major,False,True,True,,,,普通高等学校本科专业目录（2026年） | 专业大类详解
040215TK,马术运动与管理,教育学,0402,体育学类,major,False,True,True,,,,普通高等学校本科专业目录（2026年） | 专业大类详解
040216T,体育康养,教育学,0402,体育学类,major,False,True,True,,,,普通高等学校本科专业目录（2026年） | 专业大类详解
040217TK,航空运动,教育学,0402,体育学类,major,False,True,True,,,,普通高等学校本科专业目录（2026年） | 专业大类详解
040218TK,太极拳,教育学,0402,体育学类,major,False,True,True,,,,普通高等学校本科专业目录（2026年） | 专业大类详解
050101,汉语言文学,文学,0501,中国语言文学类,major,True,True,True,,,,普通高等学校本科专业目录（2026年） | 专业详解.xlsx | 专业大类详解
050102,汉语言,文学,0501,中国语言文学类,major,True,True,True,,,,普通高等学校本科专业目录（2026年） | 专业详解.xlsx | 专业大类详解
050103,汉语国际教育,文学,0501,中国语言文学类,major,True,True,True,,,,普通高等学校本科专业目录（2026年） | 专业详解.xlsx | 专业大类详解
050104,中国少数民族语言文学,文学,0501,中国语言文学类,major,True,True,True,,,,普通高等学校本科专业目录（2026年） | 专业详解.xlsx | 专业大类详解
050105,古典文献学,文学,0501,中国语言文学类,major,False,True,True,,,,普通高等学校本科专业目录（2026年） | 专业大类详解
050106T,应用语言学,文学,0501,中国语言文学类,major,False,True,True,,,,普通高等学校本科专业目录（2026年） | 专业大类详解
050107T,秘书学,文学,0501,中国语言文学类,major,True,True,True,,,,普通高等学校本科专业目录（2026年） | 专业详解.xlsx | 专业大类详解
050108T,中国语言与文化,文学,0501,中国语言文学类,major,False,True,True,,,,普通高等学校本科专业目录（2026年） | 专业大类详解
050109T,手语翻译,文学,0501,中国语言文学类,major,False,True,True,,,,普通高等学校本科专业目录（2026年） | 专业大类详解
050110T,数字人文,文学,0501,中国语言文学类,major,True,True,True,,,,普通高等学校本科专业目录（2026年） | 专业详解.xlsx | 专业大类详解
050111T,中国古典学,文学,0501,中国语言文学类,major,False,True,True,,,,普通高等学校本科专业目录（2026年） | 专业大类详解
050112T,汉学与中国学,文学,0501,中国语言文学类,major,False,True,True,,,,普通高等学校本科专业目录（2026年） | 专业大类详解
050113T,应用中文,文学,0501,中国语言文学类,major,False,True,True,,,,普通高等学校本科专业目录（2026年） | 专业大类详解
050114TK,语言科学,文学,0501,中国语言文学类,major,False,True,True,,,,普通高等学校本科专业目录（2026年） | 专业大类详解
050201,英语,文学,0502,外国语言文学类,major,True,True,True,,外,,普通高等学校本科专业目录（2026年） | 专业详解.xlsx | 专业大类详解 | 专业就业去向.xlsx
050202,俄语,文学,0502,外国语言文学类,major,True,True,True,,外,,普通高等学校本科专业目录（2026年） | 专业详解.xlsx | 专业大类详解 | 专业就业去向.xlsx
050203,德语,文学,0502,外国语言文学类,major,True,True,True,,外,,普通高等学校本科专业目录（2026年） | 专业详解.xlsx | 专业大类详解 | 专业就业去向.xlsx
050204,法语,文学,0502,外国语言文学类,major,True,True,True,,外,,普通高等学校本科专业目录（2026年） | 专业详解.xlsx | 专业大类详解 | 专业就业去向.xlsx
050205,西班牙语,文学,0502,外国语言文学类,major,True,True,True,,外,,普通高等学校本科专业目录（2026年） | 专业详解.xlsx | 专业大类详解 | 专业就业去向.xlsx
050206,阿拉伯语,文学,0502,外国语言文学类,major,True,True,True,,外,,普通高等学校本科专业目录（2026年） | 专业详解.xlsx | 专业大类详解 | 专业就业去向.xlsx
050207,日语,文学,0502,外国语言文学类,major,True,True,True,,外,,普通高等学校本科专业目录（2026年） | 专业详解.xlsx | 专业大类详解 | 专业就业去向.xlsx
050208,波斯语,文学,0502,外国语言文学类,major,True,False,True,,外,,普通高等学校本科专业目录（2026年） | 专业详解.xlsx | 专业大类详解 | 专业就业去向.xlsx
050209,朝鲜语,文学,0502,外国语言文学类,major,True,True,True,,外,,普通高等学校本科专业目录（2026年） | 专业详解.xlsx | 专业大类详解 | 专业就业去向.xlsx
050210,菲律宾语,文学,0502,外国语言文学类,class,False,False,True,,外,,普通高等学校本科专业目录（2026年） | 专业大类详解 | 专业就业去向.xlsx
050211,梵语巴利语,文学,0502,外国语言文学类,class,False,False,True,,外,,普通高等学校本科专业目录（2026年） | 专业大类详解 | 专业就业去向.xlsx
050212,印度尼西亚语,文学,0502,外国语言文学类,major,True,False,True,,外,,普通高等学校本科专业目录（2026年） | 专业详解.xlsx | 专业大类详解 | 专业就业去向.xlsx
050213,印地语,文学,0502,外国语言文学类,class,False,False,True,,外,,普通高等学校本科专业目录（2026年） | 专业大类详解 | 专业就业去向.xlsx
050214,柬埔寨语,文学,0502,外国语言文学类,major,True,False,True,,外,,普通高等学校本科专业目录（2026年） | 专业详解.xlsx | 专业大类详解 | 专业就业去向.xlsx
050215,老挝语,文学,0502,外国语言文学类,class,False,False,True,,外,,普通高等学校本科专业目录（2026年） | 专业大类详解 | 专业就业去向.xlsx
050216,缅甸语,文学,0502,外国语言文学类,class,False,False,True,,外,,普通高等学校本科专业目录（2026年） | 专业大类详解 | 专业就业去向.xlsx
050217,马来语,文学,0502,外国语言文学类,major,True,False,True,,外,,普通高等学校本科专业目录（2026年） | 专业详解.xlsx | 专业大类详解 | 专业就业去向.xlsx
050218,蒙古语,文学,0502,外国语言文学类,class,False,False,True,,外,,普通高等学校本科专业目录（2026年） | 专业大类详解 | 专业就业去向.xlsx
050219,僧伽罗语,文学,0502,外国语言文学类,class,False,False,True,,外,,普通高等学校本科专业目录（2026年） | 专业大类详解 | 专业就业去向.xlsx
050220,泰语,文学,0502,外国语言文学类,major,True,False,True,,外,,普通高等学校本科专业目录（2026年） | 专业详解.xlsx | 专业大类详解 | 专业就业去向.xlsx
050221,乌尔都语,文学,0502,外国语言文学类,major,True,False,True,,外,,普通高等学校本科专业目录（2026年） | 专业详解.xlsx | 专业大类详解 | 专业就业去向.xlsx
050222,希伯来语,文学,0502,外国语言文学类,class,False,False,True,,外,,普通高等学校本科专业目录（2026年） | 专业大类详解 | 专业就业去向.xlsx
050223,越南语,文学,0502,外国语言文学类,class,False,False,True,,外,,普通高等学校本科专业目录（2026年） | 专业大类详解 | 专业就业去向.xlsx
050224,豪萨语,文学,0502,外国语言文学类,class,False,False,True,,外,,普通高等学校本科专业目录（2026年） | 专业大类详解 | 专业就业去向.xlsx
050225,斯瓦希里语,文学,0502,外国语言文学类,major,True,False,True,,外,,普通高等学校本科专业目录（2026年） | 专业详解.xlsx | 专业大类详解 | 专业就业去向.xlsx
050226,阿尔巴尼亚语,文学,0502,外国语言文学类,class,False,False,True,,外,,普通高等学校本科专业目录（2026年） | 专业大类详解 | 专业就业去向.xlsx
050227,保加利亚语,文学,0502,外国语言文学类,major,True,False,True,,外,,普通高等学校本科专业目录（2026年） | 专业详解.xlsx | 专业大类详解 | 专业就业去向.xlsx
050228,波兰语,文学,0502,外国语言文学类,major,True,False,True,,外,,普通高等学校本科专业目录（2026年） | 专业详解.xlsx | 专业大类详解 | 专业就业去向.xlsx
050229,捷克语,文学,0502,外国语言文学类,major,True,False,True,,外,,普通高等学校本科专业目录（2026年） | 专业详解.xlsx | 专业大类详解 | 专业就业去向.xlsx
050230,斯洛伐克语,文学,0502,外国语言文学类,class,False,False,True,,外,,普通高等学校本科专业目录（2026年） | 专业大类详解 | 专业就业去向.xlsx
050231,罗马尼亚语,文学,0502,外国语言文学类,class,False,False,True,,外,,普通高等学校本科专业目录（2026年） | 专业大类详解 | 专业就业去向.xlsx
050232,葡萄牙语,文学,0502,外国语言文学类,major,True,False,True,,外,,普通高等学校本科专业目录（2026年） | 专业详解.xlsx | 专业大类详解 | 专业就业去向.xlsx
050233,瑞典语,文学,0502,外国语言文学类,class,False,False,True,,外,,普通高等学校本科专业目录（2026年） | 专业大类详解 | 专业就业去向.xlsx
050234,塞尔维亚语,文学,0502,外国语言文学类,class,False,False,True,,外,,普通高等学校本科专业目录（2026年） | 专业大类详解 | 专业就业去向.xlsx
050235,土耳其语,文学,0502,外国语言文学类,class,False,False,True,,外,,普通高等学校本科专业目录（2026年） | 专业大类详解 | 专业就业去向.xlsx
050236,希腊语,文学,0502,外国语言文学类,class,False,False,True,,外,,普通高等学校本科专业目录（2026年） | 专业大类详解 | 专业就业去向.xlsx
050237,匈牙利语,文学,0502,外国语言文学类,class,False,False,True,,外,,普通高等学校本科专业目录（2026年） | 专业大类详解 | 专业就业去向.xlsx
050238,意大利语,文学,0502,外国语言文学类,major,True,False,True,,外,,普通高等学校本科专业目录（2026年） | 专业详解.xlsx | 专业大类详解 | 专业就业去向.xlsx
050239,泰米尔语,文学,0502,外国语言文学类,class,False,False,True,,外,,普通高等学校本科专业目录（2026年） | 专业大类详解 | 专业就业去向.xlsx
050240,普什图语,文学,0502,外国语言文学类,class,False,False,True,,外,,普通高等学校本科专业目录（2026年） | 专业大类详解 | 专业就业去向.xlsx
050241,世界语,文学,0502,外国语言文学类,class,False,False,True,,外,,普通高等学校本科专业目录（2026年） | 专业大类详解 | 专业就业去向.xlsx
050242,孟加拉语,文学,0502,外国语言文学类,class,False,False,True,,外,,普通高等学校本科专业目录（2026年） | 专业大类详解 | 专业就业去向.xlsx
050243,尼泊尔语,文学,0502,外国语言文学类,class,False,False,True,,外,,普通高等学校本科专业目录（2026年） | 专业大类详解 | 专业就业去向.xlsx
050244,克罗地亚语,文学,0502,外国语言文学类,class,False,False,True,,外,,普通高等学校本科专业目录（2026年） | 专业大类详解 | 专业就业去向.xlsx
050245,荷兰语,文学,0502,外国语言文学类,class,False,False,True,,外,,普通高等学校本科专业目录（2026年） | 专业大类详解 | 专业就业去向.xlsx
050246,芬兰语,文学,0502,外国语言文学类,class,False,False,True,,外,,普通高等学校本科专业目录（2026年） | 专业大类详解 | 专业就业去向.xlsx
050247,乌克兰语,文学,0502,外国语言文学类,class,False,False,True,,外,,普通高等学校本科专业目录（2026年） | 专业大类详解 | 专业就业去向.xlsx
050248,挪威语,文学,0502,外国语言文学类,class,False,False,True,,外,,普通高等学校本科专业目录（2026年） | 专业大类详解 | 专业就业去向.xlsx
050249,丹麦语,文学,0502,外国语言文学类,class,False,False,True,,外,,普通高等学校本科专业目录（2026年） | 专业大类详解 | 专业就业去向.xlsx
050250,冰岛语,文学,0502,外国语言文学类,class,False,False,True,,外,,普通高等学校本科专业目录（2026年） | 专业大类详解 | 专业就业去向.xlsx
050251,爱尔兰语,文学,0502,外国语言文学类,class,False,False,True,,外,,普通高等学校本科专业目录（2026年） | 专业大类详解 | 专业就业去向.xlsx
050252,拉脱维亚语,文学,0502,外国语言文学类,class,False,False,True,,外,,普通高等学校本科专业目录（2026年） | 专业大类详解 | 专业就业去向.xlsx
050253,立陶宛语,文学,0502,外国语言文学类,class,False,False,True,,外,,普通高等学校本科专业目录（2026年） | 专业大类详解 | 专业就业去向.xlsx
050254,斯洛文尼亚语,文学,0502,外国语言文学类,class,False,False,True,,外,,普通高等学校本科专业目录（2026年） | 专业大类详解 | 专业就业去向.xlsx
050255,爱沙尼亚语,文学,0502,外国语言文学类,class,False,False,True,,外,,普通高等学校本科专业目录（2026年） | 专业大类详解 | 专业就业去向.xlsx
050256,马耳他语,文学,0502,外国语言文学类,class,False,False,True,,外,,普通高等学校本科专业目录（2026年） | 专业大类详解 | 专业就业去向.xlsx
050257,哈萨克语,文学,0502,外国语言文学类,class,False,False,True,,外,,普通高等学校本科专业目录（2026年） | 专业大类详解 | 专业就业去向.xlsx
050258,乌兹别克语,文学,0502,外国语言文学类,class,False,False,True,,外,,普通高等学校本科专业目录（2026年） | 专业大类详解 | 专业就业去向.xlsx
050259,祖鲁语,文学,0502,外国语言文学类,class,False,False,True,,外,,普通高等学校本科专业目录（2026年） | 专业大类详解 | 专业就业去向.xlsx
050260,拉丁语,文学,0502,外国语言文学类,class,False,False,True,,外,,普通高等学校本科专业目录（2026年） | 专业大类详解 | 专业就业去向.xlsx
050261,翻译,文学,0502,外国语言文学类,major,True,True,True,,外,,普通高等学校本科专业目录（2026年） | 专业详解.xlsx | 专业大类详解 | 专业就业去向.xlsx
050262,商务英语,文学,0502,外国语言文学类,major,True,True,True,,外,,普通高等学校本科专业目录（2026年） | 专业详解.xlsx | 专业大类详解 | 专业就业去向.xlsx
050263T,阿姆哈拉语,文学,0502,外国语言文学类,class,False,False,True,,外,,普通高等学校本科专业目录（2026年） | 专业大类详解 | 专业就业去向.xlsx
050264T,吉尔吉斯语,文学,0502,外国语言文学类,class,False,False,True,,外,,普通高等学校本科专业目录（2026年） | 专业大类详解 | 专业就业去向.xlsx
050265T,索马里语,文学,0502,外国语言文学类,class,False,False,True,,外,,普通高等学校本科专业目录（2026年） | 专业大类详解 | 专业就业去向.xlsx
050266T,土库曼语,文学,0502,外国语言文学类,class,False,False,True,,外,,普通高等学校本科专业目录（2026年） | 专业大类详解 | 专业就业去向.xlsx
050267T,加泰罗尼亚语,文学,0502,外国语言文学类,class,False,False,True,,外,,普通高等学校本科专业目录（2026年） | 专业大类详解 | 专业就业去向.xlsx
050268T,约鲁巴语,文学,0502,外国语言文学类,class,False,False,True,,外,,普通高等学校本科专业目录（2026年） | 专业大类详解 | 专业就业去向.xlsx
050269T,亚美尼亚语,文学,0502,外国语言文学类,class,False,False,True,,外,,普通高等学校本科专业目录（2026年） | 专业大类详解 | 专业就业去向.xlsx
050270T,马达加斯加语,文学,0502,外国语言文学类,class,False,False,True,,外,,普通高等学校本科专业目录（2026年） | 专业大类详解 | 专业就业去向.xlsx
050271T,格鲁吉亚语,文学,0502,外国语言文学类,class,False,False,True,,外,,普通高等学校本科专业目录（2026年） | 专业大类详解 | 专业就业去向.xlsx
050272T,阿塞拜疆语,文学,0502,外国语言文学类,class,False,False,True,,外,,普通高等学校本科专业目录（2026年） | 专业大类详解 | 专业就业去向.xlsx
050273T,阿非利卡语,文学,0502,外国语言文学类,class,False,False,True,,外,,普通高等学校本科专业目录（2026年） | 专业大类详解 | 专业就业去向.xlsx
050274T,马其顿语,文学,0502,外国语言文学类,class,False,False,True,,外,,普通高等学校本科专业目录（2026年） | 专业大类详解 | 专业就业去向.xlsx
050275T,塔吉克语,文学,0502,外国语言文学类,class,False,False,True,,外,,普通高等学校本科专业目录（2026年） | 专业大类详解 | 专业就业去向.xlsx
050276T,茨瓦纳语,文学,0502,外国语言文学类,class,False,False,True,,外,,普通高等学校本科专业目录（2026年） | 专业大类详解 | 专业就业去向.xlsx
050277T,恩德贝莱语,文学,0502,外国语言文学类,class,False,False,True,,外,,普通高等学校本科专业目录（2026年） | 专业大类详解 | 专业就业去向.xlsx
050278T,科摩罗语,文学,0502,外国语言文学类,class,False,False,True,,外,,普通高等学校本科专业目录（2026年） | 专业大类详解 | 专业就业去向.xlsx
050279T,克里奥尔语,文学,0502,外国语言文学类,class,False,False,True,,外,,普通高等学校本科专业目录（2026年） | 专业大类详解 | 专业就业去向.xlsx
050280T,绍纳语,文学,0502,外国语言文学类,class,False,False,True,,外,,普通高等学校本科专业目录（2026年） | 专业大类详解 | 专业就业去向.xlsx
050281T,提格雷尼亚语,文学,0502,外国语言文学类,class,False,False,True,,外,,普通高等学校本科专业目录（2026年） | 专业大类详解 | 专业就业去向.xlsx
050282T,白俄罗斯语,文学,0502,外国语言文学类,class,False,False,True,,外,,普通高等学校本科专业目录（2026年） | 专业大类详解 | 专业就业去向.xlsx
050283T,毛利语,文学,0502,外国语言文学类,class,False,False,True,,外,,普通高等学校本科专业目录（2026年） | 专业大类详解 | 专业就业去向.xlsx
050284T,汤加语,文学,0502,外国语言文学类,class,False,False,True,,外,,普通高等学校本科专业目录（2026年） | 专业大类详解 | 专业就业去向.xlsx
050285T,萨摩亚语,文学,0502,外国语言文学类,class,False,False,True,,外,,普通高等学校本科专业目录（2026年） | 专业大类详解 | 专业就业去向.xlsx
050286T,库尔德语,文学,0502,外国语言文学类,class,False,False,True,,外,,普通高等学校本科专业目录（2026年） | 专业大类详解 | 专业就业去向.xlsx
050287T,比斯拉马语,文学,0502,外国语言文学类,class,False,False,True,,外,,普通高等学校本科专业目录（2026年） | 专业大类详解 | 专业就业去向.xlsx
050288T,达里语,文学,0502,外国语言文学类,class,False,False,True,,外,,普通高等学校本科专业目录（2026年） | 专业大类详解 | 专业就业去向.xlsx
050289T,德顿语,文学,0502,外国语言文学类,class,False,False,True,,外,,普通高等学校本科专业目录（2026年） | 专业大类详解 | 专业就业去向.xlsx
050290T,迪维希语,文学,0502,外国语言文学类,class,False,False,True,,外,,普通高等学校本科专业目录（2026年） | 专业大类详解 | 专业就业去向.xlsx
050291T,斐济语,文学,0502,外国语言文学类,class,False,False,True,,外,,普通高等学校本科专业目录（2026年） | 专业大类详解 | 专业就业去向.xlsx
050292T,库克群岛毛利语,文学,0502,外国语言文学类,class,False,False,True,,外,,普通高等学校本科专业目录（2026年） | 专业大类详解 | 专业就业去向.xlsx
050293T,隆迪语,文学,0502,外国语言文学类,class,False,False,True,,外,,普通高等学校本科专业目录（2026年） | 专业大类详解 | 专业就业去向.xlsx
050294T,卢森堡语,文学,0502,外国语言文学类,class,False,False,True,,外,,普通高等学校本科专业目录（2026年） | 专业大类详解 | 专业就业去向.xlsx
050295T,卢旺达语,文学,0502,外国语言文学类,class,False,False,True,,外,,普通高等学校本科专业目录（2026年） | 专业大类详解 | 专业就业去向.xlsx
050296T,纽埃语,文学,0502,外国语言文学类,class,False,False,True,,外,,普通高等学校本科专业目录（2026年） | 专业大类详解 | 专业就业去向.xlsx
050297T,皮金语,文学,0502,外国语言文学类,class,False,False,True,,外,,普通高等学校本科专业目录（2026年） | 专业大类详解 | 专业就业去向.xlsx
050298T,切瓦语,文学,0502,外国语言文学类,class,False,False,True,,外,,普通高等学校本科专业目录（2026年） | 专业大类详解 | 专业就业去向.xlsx
050299T,塞苏陀语,文学,0502,外国语言文学类,class,False,False,True,,外,,普通高等学校本科专业目录（2026年） | 专业大类详解 | 专业就业去向.xlsx
050200T,桑戈语,文学,0502,外国语言文学类,class,False,False,True,,外,,普通高等学校本科专业目录（2026年） | 专业大类详解 | 专业就业去向.xlsx
0502100T,语言学,文学,0502,外国语言文学类,major,True,False,True,,外,,普通高等学校本科专业目录（2026年） | 专业详解.xlsx | 专业大类详解 | 专业就业去向.xlsx
0502101T,塔玛齐格特语,文学,0502,外国语言文学类,class,False,False,True,,外,,普通高等学校本科专业目录（2026年） | 专业大类详解 | 专业就业去向.xlsx
0502102T,爪哇语,文学,0502,外国语言文学类,class,False,False,True,,外,,普通高等学校本科专业目录（2026年） | 专业大类详解 | 专业就业去向.xlsx
0502103T,旁遮普语,文学,0502,外国语言文学类,class,False,False,True,,外,,普通高等学校本科专业目录（2026年） | 专业大类详解 | 专业就业去向.xlsx
0502104TK,区域国别学,文学,0502,外国语言文学类,class,False,False,True,,外,,普通高等学校本科专业目录（2026年） | 专业大类详解 | 专业就业去向.xlsx
0502105T,法律英语,文学,0502,外国语言文学类,class,False,False,True,,外,,普通高等学校本科专业目录（2026年） | 专业大类详解 | 专业就业去向.xlsx
0502106TK,计算语言学,文学,0502,外国语言文学类,class,False,False,True,,外,,普通高等学校本科专业目录（2026年） | 专业大类详解 | 专业就业去向.xlsx
0502107TK,语言智能,文学,0502,外国语言文学类,class,False,False,True,,外,,普通高等学校本科专业目录（2026年） | 专业大类详解 | 专业就业去向.xlsx
050301,新闻学,文学,0503,新闻传播学类,major,True,True,True,,,,普通高等学校本科专业目录（2026年） | 专业详解.xlsx | 专业大类详解
050302,广播电视学,文学,0503,新闻传播学类,major,True,True,True,,,,普通高等学校本科专业目录（2026年） | 专业详解.xlsx | 专业大类详解
050303,广告学,文学,0503,新闻传播学类,major,True,True,True,,,,普通高等学校本科专业目录（2026年） | 专业详解.xlsx | 专业大类详解
050304,传播学,文学,0503,新闻传播学类,major,True,True,True,,,,普通高等学校本科专业目录（2026年） | 专业详解.xlsx | 专业大类详解
050305,编辑出版学,文学,0503,新闻传播学类,major,True,True,True,,,,普通高等学校本科专业目录（2026年） | 专业详解.xlsx | 专业大类详解
050306T,网络与新媒体,文学,0503,新闻传播学类,major,True,True,True,,,,普通高等学校本科专业目录（2026年） | 专业详解.xlsx | 专业大类详解
050307T,数字出版,文学,0503,新闻传播学类,major,True,True,True,,,,普通高等学校本科专业目录（2026年） | 专业详解.xlsx | 专业大类详解
050308T,时尚传播,文学,0503,新闻传播学类,major,True,True,True,,,,普通高等学校本科专业目录（2026年） | 专业详解.xlsx | 专业大类详解
050309T,国际新闻与传播,文学,0503,新闻传播学类,major,True,True,True,,,,普通高等学校本科专业目录（2026年） | 专业详解.xlsx | 专业大类详解
050310T,会展,文学,0503,新闻传播学类,major,False,True,True,,,,普通高等学校本科专业目录（2026年） | 专业大类详解
060101,历史学,历史学,0601,历史学类,major,True,True,True,,,,普通高等学校本科专业目录（2026年） | 专业详解.xlsx | 专业大类详解
060102,世界史,历史学,0601,历史学类,major,False,True,True,,,,普通高等学校本科专业目录（2026年） | 专业大类详解
060103,考古学,历史学,0601,历史学类,major,False,True,True,,,,普通高等学校本科专业目录（2026年） | 专业大类详解
060104,文物与博物馆学,历史学,0601,历史学类,major,True,True,True,,,,普通高等学校本科专业目录（2026年） | 专业详解.xlsx | 专业大类详解
060105T,文物保护技术,历史学,0601,历史学类,major,True,True,True,,,,普通高等学校本科专业目录（2026年） | 专业详解.xlsx | 专业大类详解
060106T,外国语言与外国历史,历史学,0601,历史学类,major,False,True,True,,,,普通高等学校本科专业目录（2026年） | 专业大类详解
060107T,文化遗产,历史学,0601,历史学类,major,False,True,True,,,,普通高等学校本科专业目录（2026年） | 专业大类详解
060108T,古文字学,历史学,0601,历史学类,major,False,True,True,,,,普通高等学校本科专业目录（2026年） | 专业大类详解
060109T,科学史,历史学,0601,历史学类,major,False,True,True,,,,普通高等学校本科专业目录（2026年） | 专业大类详解
070101,数学与应用数学,理学,0701,数学类,major,True,True,True,数学类,数统,理学工学:数学,普通高等学校本科专业目录（2026年） | 专业详解.xlsx | 专业大类详解 | 大学专业课程.xlsx | 专业就业去向.xlsx | 专业院校宝典.xlsx
070102,信息与计算科学,理学,0701,数学类,major,True,True,True,数学类,数统,理学工学:数学,普通高等学校本科专业目录（2026年） | 专业详解.xlsx | 专业大类详解 | 大学专业课程.xlsx | 专业就业去向.xlsx | 专业院校宝典.xlsx
070103T,数理基础科学,理学,0701,数学类,major,True,True,True,数学类,数统,理学工学:数学,普通高等学校本科专业目录（2026年） | 专业详解.xlsx | 专业大类详解 | 大学专业课程.xlsx | 专业就业去向.xlsx | 专业院校宝典.xlsx
070104T,数据计算及应用,理学,0701,数学类,major,True,True,True,数学类,数统,理学工学:数学,普通高等学校本科专业目录（2026年） | 专业详解.xlsx | 专业大类详解 | 大学专业课程.xlsx | 专业就业去向.xlsx | 专业院校宝典.xlsx
070105TK,智能计算,理学,0701,数学类,major,False,True,True,数学类,数统,理学工学:数学,普通高等学校本科专业目录（2026年） | 专业大类详解 | 大学专业课程.xlsx | 专业就业去向.xlsx | 专业院校宝典.xlsx
070201,物理学,理学,0702,物理学类,major,True,True,True,物理类,,理学工学:物理,普通高等学校本科专业目录（2026年） | 专业详解.xlsx | 专业大类详解 | 大学专业课程.xlsx | 专业院校宝典.xlsx
070202,应用物理学,理学,0702,物理学类,major,True,True,True,物理类,,理学工学:物理,普通高等学校本科专业目录（2026年） | 专业详解.xlsx | 专业大类详解 | 大学专业课程.xlsx | 专业院校宝典.xlsx
070203,核物理,理学,0702,物理学类,major,True,True,True,物理类,,理学工学:物理,普通高等学校本科专业目录（2026年） | 专业详解.xlsx | 专业大类详解 | 大学专业课程.xlsx | 专业院校宝典.xlsx
070204T,声学,理学,0702,物理学类,major,True,True,True,物理类,,理学工学:物理,普通高等学校本科专业目录（2026年） | 专业详解.xlsx | 专业大类详解 | 大学专业课程.xlsx | 专业院校宝典.xlsx
070205T,系统科学与工程,理学,0702,物理学类,major,True,True,True,物理类,,理学工学:物理,普通高等学校本科专业目录（2026年） | 专业详解.xlsx | 专业大类详解 | 大学专业课程.xlsx | 专业院校宝典.xlsx
070206T,量子信息科学,理学,0702,物理学类,major,True,True,True,物理类,,理学工学:物理,普通高等学校本科专业目录（2026年） | 专业详解.xlsx | 专业大类详解 | 大学专业课程.xlsx | 专业院校宝典.xlsx
070301,化学,理学,0703,化学类,major,True,True,True,,化,理学工学:化学,普通高等学校本科专业目录（2026年） | 专业详解.xlsx | 专业大类详解 | 专业就业去向.xlsx | 专业院校宝典.xlsx
070302,应用化学,理学,0703,化学类,major,True,True,True,,化,理学工学:化学,普通高等学校本科专业目录（2026年） | 专业详解.xlsx | 专业大类详解 | 专业就业去向.xlsx | 专业院校宝典.xlsx
070303T,化学生物学,理学,0703,化学类,major,True,True,True,,化,理学工学:化学,普通高等学校本科专业目录（2026年） | 专业详解.xlsx | 专业大类详解 | 专业就业去向.xlsx | 专业院校宝典.xlsx
070304T,分子科学与工程,理学,0703,化学类,major,False,True,True,,化,理学工学:化学,普通高等学校本科专业目录（2026年） | 专业大类详解 | 专业就业去向.xlsx | 专业院校宝典.xlsx
070305T,能源化学,理学,0703,化学类,major,True,True,True,,化,理学工学:化学,普通高等学校本科专业目录（2026年） | 专业详解.xlsx | 专业大类详解 | 专业就业去向.xlsx | 专业院校宝典.xlsx
070306T,化学测量学与技术,理学,0703,化学类,major,False,True,True,,化,理学工学:化学,普通高等学校本科专业目录（2026年） | 专业大类详解 | 专业就业去向.xlsx | 专业院校宝典.xlsx
070307T,资源化学,理学,0703,化学类,major,False,True,True,,化,理学工学:化学,普通高等学校本科专业目录（2026年） | 专业大类详解 | 专业就业去向.xlsx | 专业院校宝典.xlsx
070401,天文学,理学,0704,天文学类,major,True,True,True,,,,普通高等学校本科专业目录（2026年） | 专业详解.xlsx | 专业大类详解
070501,地理科学,理学,0705,地理科学类,major,True,True,True,,,理学工学:地理,普通高等学校本科专业目录（2026年） | 专业详解.xlsx | 专业大类详解 | 专业院校宝典.xlsx
070502,自然地理与资源环境,理学,0705,地理科学类,major,True,True,True,,,理学工学:地理,普通高等学校本科专业目录（2026年） | 专业详解.xlsx | 专业大类详解 | 专业院校宝典.xlsx
070503,人文地理与城乡规划,理学,0705,地理科学类,major,True,True,True,,,理学工学:地理,普通高等学校本科专业目录（2026年） | 专业详解.xlsx | 专业大类详解 | 专业院校宝典.xlsx
070504,地理信息科学,理学,0705,地理科学类,major,True,True,True,,,理学工学:地理,普通高等学校本科专业目录（2026年） | 专业详解.xlsx | 专业大类详解 | 专业院校宝典.xlsx
